|6.6.6
gloss1db_2.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          76
node#          P(bar)         T(K)           H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     m_{CO2}        m_{CH4}        m_{H2S}        m_{H2O}        m_{FeC4H6O4}   m_{FeC2H3O2}   m_{NaCO3-}     m_{CO3-2}      m_{Al+3}       m_{AlO2-}      m_{Ca(HCO3)}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaSO4,aq}   m_{Fe+2}       m_{Fe+3}       m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgOH+}      m_{MgSO4,aq}   m_{Na+}        m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{SiO2,aq}    m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            tot_solute_m  
  141.000        14001.0        383.895        63.1102       0.778171E-001   1.56259       0.111299E-006  0.120375E-005  0.650365E-003  0.212961E-001   1.59229       0.242899E-001   33.6108       0.640151E-004   0.00000        0.00000        0.00000        55.5093       0.621482E-019  0.244769E-012  0.259028E-002  0.153951E-001  0.106762E-014  0.972755E-007  0.134060E-004  0.755888E-005  0.185234E-001  0.319176E-003  0.111144E-003  0.107253E-005  0.293209E-018  0.424421E-006  0.189086E-008  0.480078E-001  0.350277E-043  0.497907E-006  0.879333       0.811018E-014  0.349927E-011  0.111424E-055  0.216418E-001  0.249312E-006  0.230632E-008  0.497859E-005  0.181590E-003  0.388321E-003  0.299838E-005  0.158063E-005  0.578945E-010  0.902171       0.300057E-002  0.510893       0.606235E-004  0.112180E-002  0.576770E-015  0.393688E-015  0.159412E-032  0.494405E-034  0.883714E-038  0.935127E-077  0.156143E-019  0.167118E-043  0.294814E-024  0.301941E-040  0.374939E-029  0.908337E-053  0.377867E-004  0.176670E-002  0.802330E-013  0.242910E-005   1.71106        6.50027       0.179240E-006   73.6845       0.996158        2.40558     
  142.000        14101.0        384.534        62.9541       0.715875E-001   1.64218       0.106521E-006  0.120441E-005  0.738302E-003  0.233369E-001   1.66030       0.236264E-001   33.6240       0.668435E-004   0.00000        0.00000        0.00000        55.5093       0.663116E-019  0.254556E-012  0.245268E-002  0.140097E-001  0.106381E-014  0.933535E-007  0.136311E-004  0.849685E-005  0.203933E-001  0.325597E-003  0.116810E-003  0.107646E-005  0.310571E-018  0.437440E-006  0.185196E-008  0.443107E-001  0.397616E-043  0.506187E-006  0.918049       0.801189E-014  0.326267E-011  0.118310E-055  0.211163E-001  0.249034E-006  0.201755E-008  0.521214E-005  0.214441E-003  0.435318E-003  0.309290E-005  0.180687E-005  0.587114E-010  0.930949       0.286208E-002  0.547593       0.630550E-004  0.113108E-002  0.578214E-015  0.364630E-015  0.152126E-032  0.461698E-034  0.811336E-038  0.879274E-077  0.159254E-019  0.158744E-043  0.306170E-024  0.271749E-040  0.396732E-029  0.914569E-053  0.386934E-004  0.179060E-002  0.758603E-013  0.216687E-005   1.70629        6.48587       0.219751E-006   73.6199        1.02881        2.50589     
  143.000        14201.0        385.170        62.9592       0.745394E-001   1.63698       0.107155E-006  0.137952E-005  0.726013E-003  0.237898E-001   1.65412       0.266810E-001   33.6238       0.786696E-004   0.00000        0.00000        0.00000        55.5093       0.731367E-019  0.286859E-012  0.245391E-002  0.140362E-001  0.135108E-014  0.937814E-007  0.145257E-004  0.838983E-005  0.207676E-001  0.332135E-003  0.137756E-003  0.123285E-005  0.414807E-018  0.472455E-006  0.198090E-008  0.467597E-001  0.471900E-043  0.464029E-006  0.918512       0.929560E-014  0.390273E-011  0.175793E-055  0.238440E-001  0.274618E-006  0.250079E-008  0.541996E-005  0.210831E-003  0.427827E-003  0.302377E-005  0.171970E-005  0.633277E-010  0.930418       0.300939E-002  0.542312       0.606025E-004  0.109295E-002  0.517101E-015  0.392505E-015  0.184190E-032  0.597443E-034  0.112722E-037  0.149099E-076  0.148884E-019  0.234450E-043  0.299466E-024  0.390849E-040  0.406241E-029  0.151153E-052  0.396161E-004  0.181471E-002  0.811209E-013  0.238818E-005   1.68212        6.45214       0.256701E-006   73.5562        1.03213        2.50627     
  144.000        14301.0        385.803        62.8774       0.726130E-001   1.67748       0.104911E-006  0.147097E-005  0.771064E-003  0.252106E-001   1.68775       0.278203E-001   33.6309       0.868013E-004   0.00000        0.00000        0.00000        55.5093       0.792559E-019  0.309835E-012  0.238149E-002  0.133457E-001  0.150638E-014  0.918897E-007  0.150960E-004  0.887836E-005  0.220517E-001  0.338791E-003  0.152601E-003  0.131673E-005  0.489422E-018  0.497590E-006  0.202082E-008  0.459079E-001  0.545599E-043  0.449161E-006  0.939594       0.987969E-014  0.407970E-011  0.217449E-055  0.249028E-001  0.287126E-006  0.256959E-008  0.565568E-005  0.228591E-003  0.451118E-003  0.304175E-005  0.180504E-005  0.660272E-010  0.945489       0.300128E-002  0.559842       0.607174E-004  0.107988E-002  0.490490E-015  0.388894E-015  0.195699E-032  0.647070E-034  0.125016E-037  0.183445E-076  0.145399E-019  0.272219E-043  0.301352E-024  0.435392E-040  0.421499E-029  0.190497E-052  0.405547E-004  0.183901E-002  0.810599E-013  0.234653E-005   1.66825        6.42877       0.308751E-006   73.4935        1.05151        2.56075     
  145.000        14401.0        386.434        62.7143       0.672834E-001   1.75932       0.100678E-006  0.147045E-005  0.867646E-003  0.274013E-001   1.75891       0.271569E-001   33.6447       0.913586E-004   0.00000        0.00000        0.00000        55.5093       0.842979E-019  0.321701E-012  0.226955E-002  0.122092E-001  0.150859E-014  0.884279E-007  0.153623E-004  0.989021E-005  0.240759E-001  0.345567E-003  0.161515E-003  0.132057E-005  0.518521E-018  0.513099E-006  0.198794E-008  0.426905E-001  0.618819E-043  0.454956E-006  0.978731       0.985232E-014  0.385945E-011  0.234455E-055  0.243885E-001  0.287414E-006  0.228859E-008  0.591817E-005  0.267202E-003  0.500909E-003  0.313361E-005  0.204264E-005  0.673691E-010  0.975355       0.288580E-002  0.599045       0.630588E-004  0.108655E-002  0.489976E-015  0.363953E-015  0.189316E-032  0.615336E-034  0.117390E-037  0.177559E-076  0.148175E-019  0.265146E-043  0.313554E-024  0.403264E-040  0.448052E-029  0.197726E-052  0.415092E-004  0.186351E-002  0.772053E-013  0.211978E-005   1.66292        6.41400       0.408124E-006   73.4316        1.08599        2.66602     
  146.000        14501.0        387.062        62.7189       0.695690E-001   1.75512       0.100932E-006  0.168206E-005  0.859864E-003  0.281020E-001   1.75216       0.305111E-001   33.6446       0.106611E-003   0.00000        0.00000        0.00000        55.5093       0.930457E-019  0.362436E-012  0.225512E-002  0.121515E-001  0.189651E-014  0.885198E-007  0.163420E-004  0.983754E-005  0.246679E-001  0.352464E-003  0.188749E-003  0.151046E-005  0.688172E-018  0.553019E-006  0.211553E-008  0.446787E-001  0.729228E-043  0.418016E-006  0.980119       0.112828E-013  0.453685E-011  0.339407E-055  0.273982E-001  0.315628E-006  0.277989E-008  0.615101E-005  0.265002E-003  0.495965E-003  0.306741E-005  0.196129E-005  0.721205E-010  0.974384       0.300865E-002  0.593712       0.606634E-004  0.105109E-002  0.437980E-015  0.385963E-015  0.224414E-032  0.775717E-034  0.158078E-037  0.288206E-076  0.137910E-019  0.377983E-043  0.304108E-024  0.558108E-040  0.453112E-029  0.312887E-052  0.424796E-004  0.188821E-002  0.816307E-013  0.230036E-005   1.63945        6.38115       0.453106E-006   73.3706        1.08973        2.66676     
  147.000        14601.0        387.687        62.6320       0.676904E-001   1.79794       0.987258E-007  0.179042E-005  0.914082E-003  0.297727E-001   1.78764       0.317517E-001   33.6522       0.117441E-003   0.00000        0.00000        0.00000        55.5093       0.100716E-018  0.391004E-012  0.218617E-002  0.115327E-001  0.210512E-014  0.866536E-007  0.169706E-004  0.104145E-004  0.261867E-001  0.359483E-003  0.208630E-003  0.161058E-005  0.808327E-018  0.581804E-006  0.215573E-008  0.437899E-001  0.839369E-043  0.404584E-006   1.00217       0.119497E-013  0.472394E-011  0.416254E-055  0.285621E-001  0.329395E-006  0.284361E-008  0.641630E-005  0.287595E-003  0.523107E-003  0.308697E-005  0.206077E-005  0.750862E-010  0.989946       0.299651E-002  0.612887       0.607887E-004  0.103827E-002  0.414759E-015  0.380800E-015  0.236897E-032  0.833914E-034  0.173818E-037  0.349974E-076  0.134322E-019  0.434602E-043  0.304891E-024  0.615564E-040  0.467897E-029  0.389641E-052  0.434664E-004  0.191310E-002  0.812815E-013  0.225176E-005   1.62577        6.35814       0.555605E-006   73.3105        1.11050        2.72474     
  148.000        14701.0        388.310        62.5510       0.663704E-001   1.83740       0.968780E-007  0.191424E-005  0.963032E-003  0.313666E-001   1.82032       0.332778E-001   33.6592       0.130306E-003   0.00000        0.00000        0.00000        55.5093       0.109018E-018  0.422713E-012  0.212937E-002  0.110142E-001  0.236207E-014  0.850819E-007  0.176565E-004  0.109366E-004  0.276346E-001  0.366630E-003  0.232190E-003  0.172477E-005  0.957648E-018  0.613166E-006  0.220727E-008  0.432596E-001  0.967949E-043  0.389763E-006   1.02266       0.127797E-013  0.499184E-011  0.519996E-055  0.299836E-001  0.345435E-006  0.296764E-008  0.668741E-005  0.308778E-003  0.547006E-003  0.309828E-005  0.214221E-005  0.785071E-010   1.00441       0.300391E-002  0.630542       0.607122E-004  0.102360E-002  0.391051E-015  0.379587E-015  0.253780E-032  0.914186E-034  0.195837E-037  0.439340E-076  0.130526E-019  0.513052E-043  0.305596E-024  0.698711E-040  0.484033E-029  0.500227E-052  0.444697E-004  0.193820E-002  0.815921E-013  0.223344E-005   1.61128        6.33439       0.897777E-007   73.2513        1.13031        2.77921     
  149.000        14801.0        388.930        62.4589       0.646441E-001   1.88245       0.947928E-007  0.203103E-005  0.102225E-002  0.331539E-001   1.85795       0.345880E-001   33.6672       0.143650E-003   0.00000        0.00000        0.00000        55.5093       0.117747E-018  0.454907E-012  0.206780E-002  0.104606E-001  0.261379E-014  0.833195E-007  0.183219E-004  0.115597E-004  0.292673E-001  0.373902E-003  0.256774E-003  0.183340E-005  0.111928E-017  0.644459E-006  0.224936E-008  0.424272E-001  0.111202E-042  0.377405E-006   1.04556       0.135434E-013  0.520361E-011  0.637057E-055  0.312219E-001  0.360186E-006  0.303904E-008  0.697221E-005  0.334678E-003  0.575760E-003  0.311881E-005  0.224814E-005  0.818129E-010   1.02071       0.299589E-002  0.651324       0.608840E-004  0.101113E-002  0.370563E-015  0.375026E-015  0.268088E-032  0.983638E-034  0.215538E-037  0.533287E-076  0.127272E-019  0.590663E-043  0.306862E-024  0.772420E-040  0.500827E-029  0.624257E-052  0.454897E-004  0.196350E-002  0.813004E-013  0.218921E-005   1.59781        6.31171       0.116475E-006   73.1929        1.15230        2.84070     
  150.000        14901.0        389.547        62.3802       0.626102E-001   1.92174       0.924300E-007  0.218644E-005  0.109188E-002  0.353415E-001   1.88843       0.360935E-001   33.6743       0.157309E-003   0.00000        0.00000        0.00000        55.5093       0.128254E-018  0.495060E-012  0.198544E-002  0.986314E-002  0.291242E-014  0.812800E-007  0.190600E-004  0.122847E-004  0.312586E-001  0.381303E-003  0.281973E-003  0.197682E-005  0.132978E-017  0.678976E-006  0.228852E-008  0.413875E-001  0.127124E-042  0.363226E-006   1.06638       0.141959E-013  0.535748E-011  0.768757E-055  0.326327E-001  0.375937E-006  0.307807E-008  0.727620E-005  0.364180E-003  0.610239E-003  0.313469E-005  0.236870E-005  0.845412E-010   1.03370       0.296081E-002  0.668676       0.606871E-004  0.996451E-003  0.346464E-015  0.363879E-015  0.277576E-032  0.103569E-033  0.231758E-037  0.629916E-076  0.121789E-019  0.660765E-043  0.300774E-024  0.825516E-040  0.503115E-029  0.748870E-052  0.465261E-004  0.198899E-002  0.799776E-013  0.211564E-005   1.58330        6.28805       0.145073E-006   73.1353        1.17221        2.89362     
  151.000        15001.0        390.162        62.2768       0.614809E-001   1.97131       0.908075E-007  0.229545E-005  0.114789E-002  0.369663E-001   1.93162       0.374942E-001   33.6830       0.174845E-003   0.00000        0.00000        0.00000        55.5093       0.137473E-018  0.528151E-012  0.194954E-002  0.944412E-002  0.321374E-014  0.799332E-007  0.197480E-004  0.128703E-004  0.327562E-001  0.388837E-003  0.314360E-003  0.207971E-005  0.153608E-017  0.712386E-006  0.233993E-008  0.409066E-001  0.146347E-042  0.352474E-006   1.09079       0.152272E-013  0.567391E-011  0.957991E-055  0.339700E-001  0.392288E-006  0.320744E-008  0.757405E-005  0.391258E-003  0.635554E-003  0.315533E-005  0.246418E-005  0.888328E-010   1.05233       0.298308E-002  0.692753       0.610464E-004  0.984920E-003  0.330672E-015  0.365888E-015  0.299216E-032  0.114102E-033  0.262037E-037  0.789641E-076  0.120185E-019  0.785189E-043  0.307135E-024  0.947022E-040  0.531939E-029  0.973873E-052  0.475800E-004  0.201470E-002  0.806988E-013  0.210808E-005   1.57034        6.26600       0.198509E-006   73.0786        1.19636        2.96277     
  152.000        15101.0        390.775        62.1795       0.599388E-001   2.01859       0.888644E-007  0.243033E-005  0.121649E-002  0.389802E-001   1.97117       0.389437E-001   33.6915       0.192805E-003   0.00000        0.00000        0.00000        55.5093       0.148225E-018  0.567453E-012  0.189488E-002  0.897075E-002  0.354607E-014  0.782863E-007  0.204802E-004  0.135784E-004  0.346080E-001  0.396502E-003  0.347646E-003  0.220625E-005  0.178796E-017  0.748074E-006  0.238485E-008  0.401411E-001  0.167604E-042  0.341115E-006   1.11451       0.161336E-013  0.591784E-011  0.117069E-054  0.353527E-001  0.408757E-006  0.328810E-008  0.789137E-005  0.423309E-003  0.667370E-003  0.317604E-005  0.258163E-005  0.925986E-010   1.06909       0.297771E-002  0.715408       0.612160E-004  0.972495E-003  0.312927E-015  0.361399E-015  0.315718E-032  0.122660E-033  0.288165E-037  0.955992E-076  0.117027E-019  0.903063E-043  0.307961E-024  0.104668E-039  0.549560E-029  0.121386E-051  0.486508E-004  0.204060E-002  0.803678E-013  0.206718E-005   1.55697        6.24358       0.264811E-006   73.0226        1.21971        3.02796     
  153.000        15201.0        391.385        62.0967       0.589961E-001   2.05849       0.872993E-007  0.260049E-005  0.127500E-002  0.408895E-001   2.00377       0.409165E-001   33.6987       0.214407E-003   0.00000        0.00000        0.00000        55.5093       0.160237E-018  0.613489E-012  0.184869E-002  0.858463E-002  0.398393E-014  0.769370E-007  0.213119E-004  0.141864E-004  0.363545E-001  0.404304E-003  0.387541E-003  0.236469E-005  0.211805E-017  0.788148E-006  0.244632E-008  0.397838E-001  0.192412E-042  0.327516E-006   1.13511       0.172886E-013  0.628404E-011  0.146443E-054  0.372059E-001  0.429155E-006  0.345923E-008  0.821417E-005  0.451578E-003  0.693749E-003  0.318302E-005  0.266696E-005  0.968873E-010   1.08307       0.299247E-002  0.734107       0.609999E-004  0.957226E-003  0.293492E-015  0.360744E-015  0.338715E-032  0.134939E-033  0.326389E-037  0.120669E-075  0.113116E-019  0.107140E-042  0.307013E-024  0.119554E-039  0.565396E-029  0.156565E-051  0.497392E-004  0.206672E-002  0.807477E-013  0.205876E-005   1.54220        6.21983       0.343478E-006   72.9674        1.24051        3.08419     
  154.000        15301.0        391.993        62.0100       0.578054E-001   2.10052       0.855770E-007  0.277806E-005  0.134302E-002  0.430241E-001   2.03783       0.428278E-001   33.7064       0.237303E-003   0.00000        0.00000        0.00000        55.5093       0.173272E-018  0.662925E-012  0.179707E-002  0.817957E-002  0.444680E-014  0.754520E-007  0.221552E-004  0.148858E-004  0.383125E-001  0.412243E-003  0.429981E-003  0.253061E-005  0.249744E-017  0.829456E-006  0.250231E-008  0.392394E-001  0.220202E-042  0.314953E-006   1.15670       0.183985E-013  0.660953E-011  0.180756E-054  0.390125E-001  0.449266E-006  0.359563E-008  0.855225E-005  0.484441E-003  0.724430E-003  0.319399E-005  0.277069E-005  0.101035E-009   1.09742       0.299418E-002  0.754042       0.608488E-004  0.942745E-003  0.275291E-015  0.357167E-015  0.359303E-032  0.146371E-033  0.363485E-037  0.148819E-075  0.109143E-019  0.124741E-042  0.304959E-024  0.133796E-039  0.578501E-029  0.197429E-051  0.508453E-004  0.209305E-002  0.806123E-013  0.203207E-005   1.52780        6.19649       0.449019E-006   72.9129        1.26226        3.14295     
  155.000        15401.0        392.599        61.9134       0.564271E-001   2.14734       0.837482E-007  0.294599E-005  0.141981E-002  0.452884E-001   2.07639       0.445523E-001   33.7149       0.261754E-003   0.00000        0.00000        0.00000        55.5093       0.186878E-018  0.712966E-012  0.174567E-002  0.776694E-002  0.491059E-014  0.738864E-007  0.229778E-004  0.156679E-004  0.404012E-001  0.420069E-003  0.475513E-003  0.268885E-005  0.291049E-017  0.870985E-006  0.255198E-008  0.385446E-001  0.251404E-042  0.304016E-006   1.18011       0.194888E-013  0.690125E-011  0.220670E-054  0.406632E-001  0.468378E-006  0.369683E-008  0.890270E-005  0.522357E-003  0.758524E-003  0.321191E-005  0.289340E-005  0.105253E-009   1.11330       0.298960E-002  0.777062       0.608977E-004  0.929616E-003  0.259365E-015  0.352277E-015  0.378512E-032  0.157239E-033  0.399757E-037  0.180145E-075  0.105740E-019  0.143364E-042  0.304047E-024  0.147806E-039  0.593895E-029  0.245555E-051  0.519675E-004  0.211936E-002  0.801854E-013  0.199340E-005   1.51415        6.17406       0.598147E-006   72.8467        1.28579        3.20798     
  156.000        15501.0        393.202        61.8206       0.551859E-001   2.19233       0.820214E-007  0.313596E-005  0.149819E-002  0.476481E-001   2.11291       0.464848E-001   33.7231       0.289040E-003   0.00000        0.00000        0.00000        55.5093       0.201795E-018  0.768718E-012  0.169563E-002  0.738589E-002  0.544659E-014  0.723977E-007  0.238582E-004  0.164620E-004  0.425767E-001  0.428270E-003  0.526367E-003  0.286766E-005  0.340910E-017  0.915369E-006  0.260633E-008  0.379314E-001  0.286917E-042  0.292764E-006   1.20289       0.206709E-013  0.722596E-011  0.270222E-054  0.425073E-001  0.489205E-006  0.381927E-008  0.926663E-005  0.561654E-003  0.792852E-003  0.322600E-005  0.301311E-005  0.109636E-009   1.12834       0.298693E-002  0.799056       0.608234E-004  0.915940E-003  0.243491E-015  0.347594E-015  0.399285E-032  0.169359E-033  0.441358E-037  0.219315E-075  0.102047E-019  0.165354E-042  0.301877E-024  0.163842E-039  0.606979E-029  0.306319E-051  0.531101E-004  0.214611E-002  0.798132E-013  0.195959E-005   1.50013        6.15122       0.792808E-006   72.7929        1.30897        3.27092     
  157.000        15601.0        393.804        61.7026       0.533617E-001   2.24963       0.799495E-007  0.328388E-005  0.160142E-002  0.503383E-001   2.16108       0.477319E-001   33.7334       0.315906E-003   0.00000        0.00000        0.00000        55.5093       0.216778E-018  0.820595E-012  0.164121E-002  0.695828E-002  0.588459E-014  0.706451E-007  0.246491E-004  0.174841E-004  0.450869E-001  0.436612E-003  0.576972E-003  0.301017E-005  0.388567E-017  0.957137E-006  0.264058E-008  0.368781E-001  0.325795E-042  0.284797E-006   1.23063       0.216194E-013  0.740213E-011  0.320870E-054  0.437529E-001  0.505535E-006  0.382061E-008  0.965446E-005  0.614098E-003  0.837737E-003  0.325940E-005  0.319089E-005  0.113775E-009   1.14769       0.296225E-002  0.828600       0.612664E-004  0.905849E-003  0.231147E-015  0.338607E-015  0.412392E-032  0.177175E-033  0.469503E-037  0.253022E-075  0.994168E-020  0.183436E-042  0.302045E-024  0.174429E-039  0.624090E-029  0.366261E-051  0.542711E-004  0.217308E-002  0.785571E-013  0.189005E-005   1.48804        6.13035       0.193525E-006   72.7396        1.33686        3.34992     
  158.000        15701.0        394.404        61.6235       0.525898E-001   2.28774       0.785398E-007  0.353040E-005  0.167432E-002  0.527520E-001   2.19059       0.503041E-001   33.7405       0.350932E-003   0.00000        0.00000        0.00000        55.5093       0.234743E-018  0.890133E-012  0.159742E-002  0.665405E-002  0.662419E-014  0.693994E-007  0.256669E-004  0.182249E-004  0.473022E-001  0.445100E-003  0.642250E-003  0.324139E-005  0.462164E-017  0.100861E-005  0.271073E-008  0.365757E-001  0.372101E-042  0.272274E-006   1.25066       0.231153E-013  0.785554E-011  0.399612E-054  0.461854E-001  0.531461E-006  0.402947E-008  0.100368E-004  0.652420E-003  0.868250E-003  0.326034E-005  0.328363E-005  0.118723E-009   1.15979       0.297331E-002  0.846833       0.608267E-004  0.889999E-003  0.215051E-015  0.336339E-015  0.439931E-032  0.193986E-033  0.529620E-037  0.317628E-075  0.951403E-020  0.216277E-042  0.297550E-024  0.197868E-039  0.633233E-029  0.467569E-051  0.554510E-004  0.220027E-002  0.786516E-013  0.187930E-005   1.47283        6.10641       0.258606E-006   72.6869        1.35786        3.40445     
  159.000        15801.0        395.003        61.5205       0.513479E-001   2.33743       0.768616E-007  0.373599E-005  0.176913E-002  0.554254E-001   2.23122       0.522604E-001   33.7497       0.386610E-003   0.00000        0.00000        0.00000        55.5093       0.252830E-018  0.956123E-012  0.155174E-002  0.631561E-002  0.728203E-014  0.679544E-007  0.266042E-004  0.191640E-004  0.497866E-001  0.453734E-003  0.709313E-003  0.343738E-005  0.535824E-017  0.105787E-005  0.276391E-008  0.359145E-001  0.423262E-042  0.262740E-006   1.27528       0.244406E-013  0.818957E-011  0.485200E-054  0.480828E-001  0.553479E-006  0.413685E-008  0.104418E-004  0.702956E-003  0.907629E-003  0.327863E-005  0.342716E-005  0.123591E-009   1.17602       0.296798E-002  0.872285       0.608710E-004  0.877424E-003  0.202249E-015  0.330935E-015  0.461610E-032  0.207494E-033  0.579690E-037  0.381476E-075  0.919483E-020  0.247174E-042  0.295734E-024  0.217410E-039  0.647607E-029  0.577439E-051  0.566511E-004  0.222771E-002  0.780707E-013  0.184037E-005   1.45939        6.08428       0.362883E-006   72.6347        1.38327        3.47427     
  160.000        15901.0        395.601        61.4170       0.500987E-001   2.38744       0.751874E-007  0.395480E-005  0.187053E-002  0.582549E-001   2.27180       0.542725E-001   33.7589       0.425430E-003   0.00000        0.00000        0.00000        55.5093       0.272413E-018  0.102744E-011  0.150569E-002  0.598808E-002  0.799581E-014  0.665082E-007  0.275729E-004  0.201616E-004  0.524201E-001  0.462520E-003  0.782463E-003  0.364645E-005  0.620930E-017  0.110932E-005  0.281697E-008  0.352350E-001  0.480845E-042  0.253455E-006   1.30005       0.257986E-013  0.852111E-011  0.587280E-054  0.500403E-001  0.576167E-006  0.423825E-008  0.108619E-004  0.757780E-003  0.949170E-003  0.329700E-005  0.357896E-005  0.128528E-009   1.19203       0.295958E-002  0.898111       0.608946E-004  0.864873E-003  0.189974E-015  0.324837E-015  0.482869E-032  0.221171E-033  0.632008E-037  0.455766E-075  0.886957E-020  0.281182E-042  0.293183E-024  0.237682E-039  0.660195E-029  0.708880E-051  0.578707E-004  0.225539E-002  0.773507E-013  0.179847E-005   1.44595        6.06220       0.507378E-006   72.5830        1.40900        3.54461     
  161.000        16001.0        396.197        61.3161       0.489851E-001   2.43607       0.736157E-007  0.419437E-005  0.197250E-002  0.611372E-001   2.31088       0.564929E-001   33.7679       0.468856E-003   0.00000        0.00000        0.00000        55.5093       0.293624E-018  0.110531E-011  0.146218E-002  0.568630E-002  0.880631E-014  0.651421E-007  0.285929E-004  0.211617E-004  0.551019E-001  0.471452E-003  0.864384E-003  0.387537E-005  0.721637E-017  0.116383E-005  0.287490E-008  0.346412E-001  0.546251E-042  0.244075E-006   1.32427       0.272909E-013  0.889820E-011  0.713841E-054  0.521958E-001  0.600708E-006  0.436582E-008  0.112937E-004  0.814147E-003  0.990009E-003  0.331203E-005  0.372525E-005  0.133738E-009   1.20734       0.295528E-002  0.923311       0.608325E-004  0.851908E-003  0.178063E-015  0.319470E-015  0.506631E-032  0.236775E-033  0.692949E-037  0.548815E-075  0.853944E-020  0.321736E-042  0.290160E-024  0.261476E-039  0.672026E-029  0.875655E-051  0.591105E-004  0.228332E-002  0.767609E-013  0.176300E-005   1.43225        6.03991       0.633605E-006   72.5318        1.43439        3.61343     
  162.000        16101.0        396.792        61.2095       0.478531E-001   2.48738       0.720534E-007  0.443255E-005  0.208183E-002  0.641182E-001   2.35249       0.586588E-001   33.7774       0.516194E-003   0.00000        0.00000        0.00000        55.5093       0.316018E-018  0.118634E-011  0.142045E-002  0.539520E-002  0.965307E-014  0.637884E-007  0.296230E-004  0.222245E-004  0.578857E-001  0.480543E-003  0.954003E-003  0.410445E-005  0.833910E-017  0.121976E-005  0.293154E-008  0.340197E-001  0.619973E-042  0.235405E-006   1.34950       0.288359E-013  0.927408E-011  0.864715E-054  0.543162E-001  0.625327E-006  0.448275E-008  0.117411E-004  0.875919E-003  0.103286E-002  0.332979E-005  0.388320E-005  0.139169E-009   1.22347       0.295033E-002  0.950455       0.608559E-004  0.839554E-003  0.167210E-015  0.313973E-015  0.530617E-032  0.252809E-033  0.757074E-037  0.657131E-075  0.823765E-020  0.366848E-042  0.287754E-024  0.286731E-039  0.685517E-029  0.107800E-050  0.603721E-004  0.231151E-002  0.761084E-013  0.172543E-005   1.41889        6.01799       0.476767E-006   72.4809        1.46089        3.68611     
  163.000        16201.0        397.386        61.1000       0.466616E-001   2.54013       0.704631E-007  0.467902E-005  0.220140E-002  0.672968E-001   2.39512       0.607958E-001   33.7872       0.567096E-003   0.00000        0.00000        0.00000        55.5093       0.340120E-018  0.127280E-011  0.137786E-002  0.510892E-002  0.105437E-013  0.624092E-007  0.306738E-004  0.233769E-004  0.608620E-001  0.489789E-003  0.105070E-002  0.434248E-005  0.960894E-017  0.127757E-005  0.298589E-008  0.333424E-001  0.702560E-042  0.227182E-006   1.37532       0.303785E-013  0.962729E-011  0.104145E-053  0.564225E-001  0.650060E-006  0.457929E-008  0.122062E-004  0.944338E-003  0.107912E-002  0.334939E-005  0.405660E-005  0.144623E-009   1.23976       0.294020E-002  0.978710       0.609057E-004  0.827519E-003  0.156988E-015  0.307461E-015  0.552978E-032  0.268278E-033  0.821107E-037  0.779005E-075  0.793856E-020  0.414884E-042  0.284850E-024  0.311686E-039  0.697449E-029  0.131411E-050  0.616546E-004  0.233997E-002  0.752426E-013  0.168206E-005   1.40570        5.99629       0.832213E-006   72.4303        1.48814        3.76078     
