|6.6.6
gloss1d_1.tab                                                                                       
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          28
node#          P(bar)         T(K)           Stlp           Omph(GHP)      Omph(GHP)      clin           ab             san            q              stlb           cc             pyr            gph            Mica(CF)       Pu             law            arag           COH-Fluid+     COH-Fluid+     Do(HP)         M(HP)          M(HP)          diam           coe            Grt(JH)        Grt(JH)        ky            
  129.000        12801.0        376.029        91.5135        37.4095                 NaN   38.0934        91.5135        38.0934        91.5135        91.5135        38.0934        38.0934        25.4197        25.2143        37.4095        60.7372        38.4569        100.000                 NaN   4.59574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  130.000        12901.0        376.697        91.5171        37.4029                 NaN   38.0869        91.5171        38.0869        91.5171        91.5171        38.0869        38.0869        25.4090        25.2040        37.4029        60.7384        38.4330        100.000                 NaN   4.61639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  131.000        13001.0        377.363        91.5205        37.3949                 NaN   38.0791        91.5205        38.0791        91.5205        91.5205        38.0791        38.0791        25.3998        25.1952        37.3949        60.7388        38.4068        100.000                 NaN   4.63805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  132.000        13101.0        378.028        91.5241        37.3881                 NaN   38.0724        91.5241        38.0724        91.5241        91.5241        38.0724        38.0724        25.3891        25.1848        37.3881        60.7400        38.3827        100.000                 NaN   4.65855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  133.000        13201.0        378.690        91.5275        37.3806                 NaN   38.0651        91.5275        38.0651        91.5275        91.5275        38.0651        38.0651        25.3788        25.1750        37.3806        60.7406        38.3568        100.000                 NaN   4.68047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  134.000        13301.0        379.349        91.5309        37.3731                 NaN   38.0577        91.5309        38.0577        91.5309        91.5309        38.0577        38.0577        25.3670        25.1636        37.3731        60.7414        38.3305        100.000                 NaN   4.70260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  135.000        13401.0        380.006        91.5342        37.3648                 NaN   38.0496        91.5342        38.0496        91.5342        91.5342        38.0496        38.0496        25.3570        25.1540        37.3648        60.7417        38.3038        100.000                 NaN   4.72443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  136.000        13501.0        380.661        91.5372        37.3574                 NaN   38.0423        91.5372        38.0423        91.5372        91.5372        38.0423        38.0423        25.3506        25.1480        37.3574        60.7417        38.2795        100.000                 NaN   4.74475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  137.000        13601.0        381.313        91.5406        37.3492                 NaN   38.0343        91.5406        38.0343        91.5406        91.5406        38.0343        38.0343        25.3374        25.1352        37.3492        60.7423        38.2515        100.000                 NaN   4.76806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  138.000        13701.0        381.963        91.5436        37.3404                 NaN   38.0255        91.5436        38.0255        91.5436        91.5436        38.0255        38.0255        25.3257        25.1240        37.3404        60.7422        38.2219        100.000                 NaN   4.79253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  139.000        13801.0        382.610        91.5467        37.3329                 NaN   38.0182        91.5467        38.0182        91.5467        91.5467        38.0182        38.0182        25.3178        25.1164        37.3329        60.7424        38.1976        100.000                 NaN   4.81244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  140.000        13901.0        383.254        91.5496        37.3238                 NaN   38.0092        91.5496        38.0092        91.5496        91.5496        38.0092        38.0092        25.3055        25.1046        37.3238        60.7421        38.1675        100.000                 NaN   4.83717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  141.000        14001.0        383.895        91.5523        37.3147                 NaN   38.0003        91.5523        38.0003        91.5523        91.5523        38.0003        38.0003        25.2973        25.0968        37.3147        60.7414        38.1394        100.000                 NaN   4.85946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  142.000        14101.0        384.534        91.5552        37.3064                 NaN   37.9922        91.5552        37.9922        91.5552        91.5552        37.9922        37.9922        25.2881        25.0880        37.3064        60.7412        38.1128        100.000                 NaN   4.88110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  143.000        14201.0        385.170        91.5578        37.2975                 NaN   37.9834        91.5578        37.9834        91.5578        91.5578        37.9834        37.9834        25.2804        25.0807        37.2975        60.7404        38.0848        100.000                 NaN   4.90382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  144.000        14301.0        385.803        91.5605        37.2888                 NaN   37.9748        91.5605        37.9748        91.5605        91.5605        37.9748        37.9748        25.2720        25.0727        37.2888        60.7397        38.0573        100.000                 NaN   4.92585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  145.000        14401.0        386.434        91.5597        37.2941                 NaN   37.9803        91.5597        37.9803        91.5597        91.5597        37.9803        37.9803        25.2779        25.0791        37.2941        60.7368        38.0454        100.000                 NaN   4.94741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  146.000        14501.0        387.062        91.5622        37.2851                 NaN   37.9714        91.5622        37.9714        91.5622        91.5622        37.9714        37.9714        25.2697        25.0713        37.2851        60.7359        38.0173        100.000                 NaN   4.96975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  147.000        14601.0        387.687        91.5645        37.2757                 NaN   37.9622        91.5645        37.9622        91.5645        91.5645        37.9622        37.9622        25.2621        25.0642        37.2757        60.7346        37.9885        100.000                 NaN   4.99259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  148.000        14701.0        388.310        91.5669        37.2665                 NaN   37.9530        91.5669        37.9530        91.5669        91.5669        37.9530        37.9530        25.2542        25.0567        37.2665        60.7334        37.9600        100.000                 NaN   5.01518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  149.000        14801.0        388.930        91.5693        37.2630                 NaN   37.9497        91.5693        37.9497        91.5693        91.5693        37.9497        37.9497        25.2621        25.0648        37.2630        60.7334        37.9497        100.000                 NaN   5.02391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  150.000        14901.0        389.547        91.5725        37.2648                 NaN   37.9516        91.5725        37.9516        91.5725        91.5725        37.9516        37.9516        25.2748        25.0774        37.2648        60.7358        37.9516        100.000                 NaN   5.02496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  151.000        15001.0        390.162        91.5758        37.2668                 NaN   37.9537        91.5758        37.9537        91.5758        91.5758        37.9537        37.9537        25.2871        25.0898        37.2668        60.7383        37.9537        100.000                 NaN   5.02595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  152.000        15101.0        390.775        91.5805        37.2731                 NaN   37.9601        91.5805        37.9601        91.5805        91.5805        37.9601        37.9601        25.2879        25.0906        37.2731        60.7449        37.9601        100.000                 NaN   5.02709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  153.000        15201.0        391.385        91.5836        37.2748                 NaN   37.9619        91.5836        37.9619        91.5836        91.5836        37.9619        37.9619        25.3006        25.1033        37.2748        60.7471        37.9619        100.000                 NaN   5.02806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  154.000        15301.0        391.993        91.5840        37.2743                 NaN   37.9614        91.5840        37.9614        91.5840        91.5840        37.9614        37.9614        25.3153        25.1180        37.2743        60.7468        37.9614        100.000                 NaN   5.02869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  155.000        15401.0        392.599        91.5895        37.2782                 NaN   37.9654        91.5895        37.9654        91.5895        91.5895        37.9654        37.9654        25.3259        25.1286        37.2782        60.7514        37.9654        100.000                 NaN   5.02983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  156.000        15501.0        393.202        91.5924        37.2799                 NaN   37.9672        91.5924        37.9672        91.5924        91.5924        37.9672        37.9672        25.3387        25.1415        37.2799        60.7536        37.9672        100.000                 NaN   5.03078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  157.000        15601.0        393.804        91.5954        37.2820                 NaN   37.9694        91.5954        37.9694        91.5954        91.5954        37.9694        37.9694        25.3511        25.1539        37.2820        60.7559        37.9694        100.000                 NaN   5.03168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  158.000        15701.0        394.404        91.6001        37.2886                 NaN   37.9761        91.6001        37.9761        91.6001        91.6001        37.9761        37.9761        25.3515        25.1543        37.2886        60.7626        37.9761        100.000                 NaN   5.03262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  159.000        15801.0        395.003        91.5869        37.0095                 NaN   37.6972        91.5869        37.6972        91.3282        91.5869        37.6972        37.6972        25.3406        25.1477        37.0095        60.4602        37.6972        100.000                 NaN   5.06105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  160.000        15901.0        395.601        91.5887        36.9800                 NaN   37.6678        91.5887        37.6678        91.2981        91.5887        37.6678        37.6678        25.3426        25.1502        36.9800        60.4275        37.6678        100.000                 NaN   5.06562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  161.000        16001.0        396.197        91.6084        37.2943                 NaN   37.9820        91.6084        37.9820        91.6084        91.6084        37.9820        37.9820        25.3901        25.1930        37.2943        60.7688        37.9820        100.000                 NaN   5.03513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  162.000        16101.0        396.792        91.6115        37.2977                 NaN   37.9855        91.6115        37.9855        91.6115        91.6115        37.9855        37.9855        25.4000        25.2029        37.2977        60.7720        37.9855        100.000                 NaN   5.03604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  163.000        16201.0        397.386        91.6156        37.3031                 NaN   37.9911        91.6156        37.9911        91.6156        91.6156        37.9911        37.9911        25.4030        25.2060        37.3031        60.7775        37.9911        100.000                 NaN   5.03696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  164.000        16301.0        397.979        91.6187        37.3070                 NaN   37.9950        91.6187        37.9950        91.6187        91.6187        37.9950        37.9950        25.4124        25.2154        37.3070        60.7810        37.9950        100.000                 NaN   5.03786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  165.000        16401.0        398.573        91.6218        37.3110                 NaN   37.9991        91.6218        37.9991        91.6218        91.6218        37.9991        37.9991        25.4219        25.2249        37.3110        60.7844        37.9991        100.000                 NaN   5.03871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  166.000        16501.0        399.166        91.6258        37.3166                 NaN   38.0047        91.6258        38.0047        91.6258        91.6258        38.0047        38.0047        25.4248        25.2278        37.3166        60.7900        38.0047        100.000                 NaN   5.03960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  167.000        16601.0        399.760        91.6298        37.3228                 NaN   38.0111        91.6298        38.0111        91.6298        91.6298        38.0111        38.0111        25.4257        25.2288        37.3228        60.7960        38.0111        100.000                 NaN   5.04061       0.369177E-003            NaN            NaN            NaN            NaN            NaN            NaN
  168.000        16701.0        400.354        91.6306        37.2882                 NaN   37.9766        91.6306        37.9766        91.6306        91.6306        37.9766        37.9766        25.3943        25.1979        37.2882        60.7923        37.9766        100.000                 NaN   5.04261       0.201834E-001            NaN            NaN            NaN            NaN            NaN            NaN
  169.000        16801.0        400.948        91.6313        37.2482                 NaN   37.9368        91.6313        37.9368        91.6313        91.6313        37.9368        37.9368        25.3547        25.1588        37.2482        60.7883        37.9368        100.000                 NaN   5.04486       0.430610E-001            NaN            NaN            NaN            NaN            NaN            NaN
  170.000        16901.0        401.544        91.6318        37.2132                 NaN   37.9020        91.6318        37.9020        91.6318        91.6318        37.9020        37.9020        25.3268        25.1314        37.2132        60.7839        37.9020        100.000                 NaN   5.04688       0.624331E-001            NaN            NaN            NaN            NaN            NaN            NaN
  171.000        17001.0        402.141        91.6323        37.1756                 NaN   37.8645        91.6323        37.8645        91.6323        91.6323        37.8645        37.8645        25.2921        25.0972        37.1756        60.7797        37.8645        100.000                 NaN   5.04908       0.839001E-001            NaN            NaN            NaN            NaN            NaN            NaN
  172.000        17101.0        402.740        91.6327        37.1377                 NaN   37.8268        91.6327        37.8268        91.6327        91.6327        37.8268        37.8268        25.2566        25.0622        37.1377        60.7755        37.8268        100.000                 NaN   5.05130       0.105695                 NaN            NaN            NaN            NaN            NaN            NaN
  173.000        17201.0        403.342        91.6329        37.1034                 NaN   37.7926        91.6329        37.7926        91.6329        91.6329        37.7926        37.7926        25.2288        25.0348        37.1034        60.7710        37.7926        100.000                 NaN   5.05333       0.125118                 NaN            NaN            NaN            NaN            NaN            NaN
  174.000        17301.0        403.945        91.6331        37.0689                 NaN   37.7583        91.6331        37.7583        91.6331        91.6331        37.7583        37.7583        25.2009        25.0074        37.0689        60.7664        37.7583        100.000                 NaN   5.05529       0.144663                 NaN            NaN            NaN            NaN            NaN            NaN
  175.000        17401.0        404.552        91.6333        37.0273                 NaN   37.7168        91.6333        37.7168        91.6333        91.6333        37.7168        37.7168        25.1592        24.9663        37.0273        60.7619        37.7168        100.000                 NaN   5.05759       0.168831                 NaN            NaN            NaN            NaN            NaN            NaN
  176.000        17501.0        405.162        91.6332        36.9923                 NaN   37.6820        91.6332        37.6820        91.6332        91.6332        37.6820        37.6820        25.1319        24.9395        36.9923        60.7570        37.6820        100.000                 NaN   5.05964       0.188552                 NaN            NaN            NaN            NaN            NaN            NaN
  177.000        17601.0        405.776        91.6330        36.9569                 NaN   37.6467        91.6330        37.6467        91.6330        91.6330        37.6467        37.6467        25.1047        24.9127        36.9569        60.7519        37.6467        100.000                 NaN   5.06168       0.208441                 NaN            NaN            NaN            NaN            NaN            NaN
  178.000        17701.0        406.394        91.6326        36.9210                 NaN   37.6110        91.6326        37.6110        91.6326        91.6326        37.6110        37.6110        25.0769        24.8854        36.9210        60.7465        37.6110        100.000                 NaN   5.06365       0.228599                 NaN            NaN            NaN            NaN            NaN            NaN
  179.000        17801.0        407.017        91.6322        36.8845                 NaN   37.5746        91.6322        37.5746        91.6322        91.6322        37.5746        37.5746        25.0472        24.8561        36.8845        60.7413        37.5746        100.000                 NaN   5.06570       0.249404                 NaN            NaN            NaN            NaN            NaN            NaN
  180.000        17901.0        407.645        91.6317        36.8472                 NaN   37.5375        91.6317        37.5375        91.6317        91.6317        37.5375        37.5375        25.0166        24.8260        36.8472        60.7359        37.5375        100.000                 NaN   5.06764       0.270602                 NaN            NaN            NaN            NaN            NaN            NaN
  181.000        18001.0        408.279        91.6312        36.8072                 NaN   37.4976        91.6312        37.4976        91.6312        91.6312        37.4976        37.4976        24.9809        24.7909        36.8072        60.7304        37.4976        100.000                 NaN   5.06984       0.293583                 NaN            NaN            NaN            NaN            NaN            NaN
  182.000        18101.0        408.919        91.6304        36.7705                 NaN   37.4610        91.6304        37.4610        91.6304        91.6304        37.4610        37.4610        24.9532        24.7636        36.7705        60.7245        37.4610        100.000                 NaN   5.07178       0.314170                 NaN            NaN            NaN            NaN            NaN            NaN
  183.000        18201.0        409.566        91.6296        36.7345                 NaN   37.4252        91.6296        37.4252        91.6296        91.6296        37.4252        37.4252        24.9261        24.7370        36.7345        60.7188        37.4252        100.000                 NaN   5.07376       0.334552                 NaN            NaN            NaN            NaN            NaN            NaN
  184.000        18301.0        410.220        91.6286        36.6984                 NaN   37.3893        91.6286        37.3893        91.6286        91.6286        37.3893        37.3893        24.8991        24.7104        36.6984        60.7129        37.3893        100.000                 NaN   5.07573       0.355009                 NaN            NaN            NaN            NaN            NaN            NaN
  185.000        18401.0        410.882        91.6245        36.6771                 NaN   37.3681        91.6245        37.3681        91.6245        91.6245        37.3681        37.3681        24.8861        24.6981        36.6771        60.7050        37.3681        100.000                 NaN   5.07876       0.374562                 NaN            NaN            NaN            NaN            NaN            NaN
  186.000        18501.0        411.553        91.6234        36.6416                 NaN   37.3327        91.6234        37.3327        91.6234        91.6234        37.3327        37.3327        24.8603        24.6727        36.6416        60.6991        37.3327        100.000                 NaN   5.08071       0.394736                 NaN            NaN            NaN            NaN            NaN            NaN
  187.000        18601.0        412.233        91.6223        36.6050                 NaN   37.2962        91.6223        37.2962        91.6223        91.6223        37.2962        37.2962        24.8332        24.6461        36.6050        60.6929        37.2962        100.000                 NaN   5.08263       0.415443                 NaN            NaN            NaN            NaN            NaN            NaN
  188.000        18701.0        412.923        91.6210        36.5684                 NaN   37.2598        91.6210        37.2598        91.6210        91.6210        37.2598        37.2598        24.8062        24.6195        36.5684        60.6867        37.2598        100.000                 NaN   5.08438       0.436120                 NaN            NaN            NaN            NaN            NaN            NaN
  189.000        18801.0        413.623        91.6196        36.5308                 NaN   37.2223        91.6196        37.2223        91.6196        91.6196        37.2223        37.2223        24.7786        24.5923        36.5308        60.6801        37.2223        100.000                 NaN   5.08620       0.457206                 NaN            NaN            NaN            NaN            NaN            NaN
  190.000        18901.0        414.335        91.6182        36.4950                 NaN   37.1866        91.6182        37.1866        91.6182        91.6182        37.1866        37.1866        24.7513        24.5655        36.4950        60.6739        37.1866        100.000                 NaN   5.08805       0.477866                 NaN            NaN            NaN            NaN            NaN            NaN
  191.000        19001.0        415.058        91.6167        36.4595                 NaN   37.1512        91.6167        37.1512        91.6167        91.6167        37.1512        37.1512        24.7267        24.5413        36.4595        60.6674        37.1512        100.000                 NaN   5.08979       0.497885                 NaN            NaN            NaN            NaN            NaN            NaN
  192.000        19101.0        415.795        91.6166        36.4280                 NaN   37.1199        91.6166        37.1199        91.6166        91.6166        37.1199        37.1199        24.7104        24.5254        36.4280        60.6616        37.1199        100.000                 NaN   5.09125       0.515454                 NaN            NaN            NaN            NaN            NaN            NaN
  193.000        19201.0        416.544        91.4828        36.2279                 NaN   36.9203        91.4828        36.9203        91.4828        91.4828        36.9203        36.9203        24.5131        24.5131        36.2279        60.5053        36.9203        100.000                 NaN   5.09591       0.536407                 NaN   91.6080                 NaN            NaN            NaN            NaN
  194.000        19301.0        417.308        91.4814        36.1959                 NaN   36.8884        91.4814        36.8884        91.4814        91.4814        36.8884        36.8884        24.4935        24.4935        36.1959        60.4994        36.8884        100.000                 NaN   5.09750       0.554686                 NaN   91.6065                 NaN            NaN            NaN            NaN
  195.000        19401.0        418.087        91.4800        36.1628                 NaN   36.8553        91.4800        36.8553        91.4800        91.4800        36.8553        36.8553        24.4730        24.4730        36.1628        60.4931        36.8553        100.000                 NaN   5.09891       0.573320                 NaN   91.6048                 NaN            NaN            NaN            NaN
  196.000        19501.0        418.882        91.4786        36.1284                 NaN   36.8210        91.4786        36.8210        91.4786        91.4786        36.8210        36.8210        24.4453        24.4453        36.1284        60.4874        36.8210        100.000                 NaN   5.10034       0.593731                 NaN   91.6032                 NaN            NaN            NaN            NaN
  197.000        19601.0        419.694        91.4770        36.1006                 NaN   36.7933        91.4770        36.7933        91.4770        91.4770        36.7933        36.7933        24.4321        24.4321        36.1006        60.4816        36.7933        100.000                 NaN   5.10163       0.609624                 NaN   91.6015                 NaN            NaN            NaN            NaN
  198.000        19701.0        420.523        91.4753        36.0634                 NaN   36.7562        91.4753        36.7562        91.4753        91.4753        36.7562        36.7562        24.4043        24.4043        36.0634        60.4747        36.7562        100.000                 NaN   5.10314       0.630907                 NaN   91.5995                 NaN            NaN            NaN            NaN
  199.000        19801.0        421.371        91.4709        36.0396                 NaN   36.7324        91.4709        36.7324        91.4709        91.4709        36.7324        36.7324        24.3910        24.3910        36.0396        60.4661        36.7324        100.000                 NaN   5.10546       0.650754                 NaN   91.5948                 NaN            NaN            NaN            NaN
  200.000        19901.0        422.238        91.4692        36.0115                 NaN   36.7044        91.4692        36.7044        91.4692        91.4692        36.7044        36.7044        24.3763        24.3763        36.0115        60.4601        36.7044        100.000                 NaN   5.10647       0.666740                 NaN   91.5929                 NaN            NaN            NaN            NaN
  201.000        20001.0        423.126        91.4677        35.9754                 NaN   36.6683        91.4677        36.6683        91.4677        91.4677        36.6683        36.6683        24.3481        24.3481        35.9754        60.4538        36.6683        100.000                 NaN   5.10759       0.687236                 NaN   91.5912                 NaN            NaN            NaN            NaN
  202.000        20101.0        424.035        91.4661        35.9471                 NaN   36.6400        91.4661        36.6400        91.4661        91.4661        36.6400        36.6400        24.3336        24.3336        35.9471        60.4478        36.6400        100.000                 NaN   5.10854       0.703042                 NaN   91.5894                 NaN            NaN            NaN            NaN
  203.000        20201.0        424.967        91.4645        35.9190                 NaN   36.6120        91.4645        36.6120        91.4645        91.4645        36.6120        36.6120        24.3156        24.3156        35.9190        60.4424        36.6120        100.000                 NaN   5.10944       0.719448                 NaN   91.5877                 NaN            NaN            NaN            NaN
  204.000        20301.0        425.922        91.4632        35.8870                 NaN   36.5800        91.4632        36.5800        91.4632        91.4632        36.5800        36.5800        24.2916        24.2916        35.8870        60.4370        36.5800        100.000                 NaN   5.11052       0.737934                 NaN   91.5861                 NaN            NaN            NaN            NaN
  205.000        20401.0        426.901        91.4616        35.8610                 NaN   36.5540        91.4616        36.5540        91.4616        91.4616        36.5540        36.5540        24.2762        24.2762        35.8610        60.4317        36.5540        100.000                 NaN   5.11125       0.753041                 NaN   91.5845                 NaN            NaN            NaN            NaN
  206.000        20501.0        427.906        91.4600        35.8335                 NaN   36.5265        91.4600        36.5265        91.4600        91.4600        36.5265        36.5265        24.2607        24.2607        35.8335        60.4260        36.5265        100.000                 NaN   5.11174       0.768272                 NaN   91.5828                 NaN            NaN            NaN            NaN
  207.000        20601.0        428.938        91.4558        35.8160                 NaN   36.5090        91.4558        36.5090        91.4558        91.4558        36.5090        36.5090        24.2473        24.2473        35.8160        60.4192        36.5090        100.000                 NaN   5.11384       0.786203                 NaN   91.5783                 NaN            NaN            NaN            NaN
  208.000        20701.0        429.997        91.4546        35.7940                 NaN   36.4870        91.4546        36.4870        91.4546        91.4546        36.4870        36.4870        24.2320        24.2320        35.7940        60.4153        36.4870        100.000                 NaN   5.11449       0.800004                 NaN   91.5769                 NaN            NaN            NaN            NaN
  209.000        20801.0        431.086        91.4533        35.7690                 NaN   36.4620        91.4533        36.4620        91.4533        91.4533        36.4620        36.4620        24.2166        24.2166        35.7690        60.4105        36.4620        100.000                 NaN   5.11491       0.814157                 NaN   91.5756                 NaN            NaN            NaN            NaN
  210.000        20901.0        432.204        91.4519        35.7418                 NaN   36.4347        91.4519        36.4347        91.4519        91.4519        36.4347        36.4347        24.1996        24.1996        35.7418        60.4051        36.4347        100.000                 NaN   5.11517       0.828823                 NaN   91.5742                 NaN            NaN            NaN            NaN
  211.000        21001.0        433.354        91.4507        35.7154                 NaN   36.4082        91.4507        36.4082        91.4507        91.4507        36.4082        36.4082        24.1829        24.1829        35.7154        60.4000        36.4082        100.000                 NaN   5.11527       0.843025                 NaN   91.5729                 NaN            NaN            NaN            NaN
  212.000        21101.0        434.537        91.4499        35.6968                 NaN   36.3896        91.4499        36.3896        91.4499        91.4499        36.3896        36.3896        24.1675        24.1675        35.6968        60.3974        36.3896        100.000                 NaN   5.11579       0.855296                 NaN   91.5720                 NaN            NaN            NaN            NaN
  213.000        21201.0        435.753        91.4484        35.6758                 NaN   36.3686        91.4484        36.3686        91.4484        91.4484        36.3686        36.3686        24.1512        24.1512        35.6758        60.3932        36.3686        100.000                 NaN   5.11621       0.868950                 NaN   91.5704                 NaN            NaN            NaN            NaN
  214.000        21301.0        437.005        91.4455        35.6614                 NaN   36.3541        91.4455        36.3541        91.4455        91.4455        36.3541        36.3541        24.1344        24.1344        35.6614        60.3886        36.3541        100.000                 NaN   5.11733       0.884030                 NaN   91.5673                 NaN            NaN            NaN            NaN
  215.000        21401.0        438.293        91.4450        35.6423                 NaN   36.3350        91.4450        36.3350        91.4450        91.4450        36.3350        36.3350        24.1172        24.1172        35.6423        60.3861        36.3350        100.000                 NaN   5.11745       0.895815                 NaN   91.5668                 NaN            NaN            NaN            NaN
  216.000        21501.0        439.619        91.4434        35.6216                 NaN   36.3142        91.4434        36.3142        91.4434        91.4434        36.3142        36.3142        24.0994        24.0994        35.6216        60.3825        36.3142        100.000                 NaN   5.11732       0.907539                 NaN   91.5652                 NaN            NaN            NaN            NaN
  217.000        21601.0        440.984        91.4436        35.6111                 NaN   36.3036        91.4436        36.3036        91.4436        91.4436        36.3036        36.3036        24.0945        24.0945        35.6111        60.3809        36.3036        100.000                 NaN   5.11689       0.914111                 NaN   91.5654                 NaN            NaN            NaN            NaN
  218.000        21701.0        442.390        91.4405        35.5944                 NaN   36.2868        91.4405        36.2868        91.4405        91.4405        36.2868        36.2868        24.0753        24.0753        35.5944        60.3751        36.2868        100.000                 NaN   5.11773       0.929828                 NaN   91.5622                 NaN            NaN            NaN            NaN
  219.000        21801.0        443.839        91.4406        35.5767                 NaN   36.2691        91.4406        36.2691        91.4406        91.4406        36.2691        36.2691        24.0565        24.0565        35.5767        60.3733        36.2691        100.000                 NaN   5.11755       0.940235                 NaN   91.5622                 NaN            NaN            NaN            NaN
  220.000        21901.0        445.330        91.4408        35.5699                 NaN   36.2622        91.4408        36.2622        91.4408        91.4408        36.2622        36.2622        24.0516        24.0516        35.5699        60.3729        36.2622        100.000                 NaN   5.11713       0.945004                 NaN   91.5625                 NaN            NaN            NaN            NaN
  221.000        22001.0        446.867        91.4413        35.5561                 NaN   36.2484        91.4413        36.2484        91.4413        91.4413        36.2484        36.2484        24.0318        24.0318        35.5561        60.3725        36.2484        100.000                 NaN   5.11674       0.953977                 NaN   91.5631                 NaN            NaN            NaN            NaN
  222.000        22101.0        448.451        91.4391        35.5563                 NaN   36.2484        91.4391        36.2484        91.4391        91.4391        36.2484        36.2484        24.0262        24.0262        35.5563        60.3701        36.2484        100.000                 NaN   5.11751       0.961876                 NaN   91.5607                 NaN            NaN            NaN            NaN
  223.000        22201.0        450.083        91.4402        35.5469                 NaN   36.2390        91.4402        36.2390        91.4402        91.4402        36.2390        36.2390        24.0080        24.0080        35.5469        60.3714        36.2390        100.000                 NaN   5.11742       0.969048                 NaN   91.5618                 NaN            NaN            NaN            NaN
  224.000        22301.0        451.764        91.4412        35.5431                 NaN   36.2352        91.4412        36.2352        91.4412        91.4412        36.2352        36.2352        24.0001        24.0001        35.5431        60.3722        36.2352        100.000                 NaN   5.11666       0.972004                 NaN   91.5629                 NaN            NaN            NaN            NaN
  225.000        22401.0        453.498        91.4396        35.5445                 NaN   36.2365        91.4396        36.2365        91.4396        91.4396        36.2365        36.2365        23.9930        23.9930        35.5445        60.3706        36.2365        100.000                 NaN   5.11726       0.978605                 NaN   91.5613                 NaN            NaN            NaN            NaN
  226.000        22501.0        455.284        91.4413        35.5365                 NaN   36.2285        91.4413        36.2285        91.4413        91.4413        36.2285        36.2285        23.9714        23.9714        35.5365        60.3726        36.2285        100.000                 NaN   5.11678       0.984584                 NaN   91.5630                 NaN            NaN            NaN            NaN
  227.000        22601.0        457.125        91.4421        35.5399                 NaN   36.2319        91.4421        36.2319        91.4421        91.4421        36.2319        36.2319        23.9656        23.9656        35.5399        60.3744        36.2319        100.000                 NaN   5.11697       0.986801                 NaN   91.5638                 NaN            NaN            NaN            NaN
  228.000        22701.0        459.023        91.4424        35.5432                 NaN   36.2352        91.4424        36.2352        91.4424        91.4424        36.2352        36.2352        23.9566        23.9566        35.5432        60.3754        36.2352        100.000                 NaN   5.11699       0.989808                 NaN   91.5642                 NaN            NaN            NaN            NaN
  229.000        22801.0        460.979        91.4420        35.5549                 NaN   36.2469        91.4420        36.2469        91.4420        91.4420        36.2469        36.2469        23.9497        23.9497        35.5549        60.3775        36.2469        100.000                 NaN   5.11781       0.992574                 NaN   91.5637                 NaN            NaN            NaN            NaN
  230.000        22901.0        462.995        91.4445        35.5517                 NaN   36.2437        91.4445        36.2437        91.4445        91.4445        36.2437        36.2437        23.9387        23.9387        35.5517        60.3793        36.2437        100.000                 NaN   5.11676       0.993103                 NaN   91.5663                 NaN            NaN            NaN            NaN
  231.000        23001.0        465.074        91.4447        35.5660                 NaN   36.2580        91.4447        36.2580        91.4447        91.4447        36.2580        36.2580        23.9308        23.9308        35.5660        60.3823        36.2580        100.000                 NaN   5.11778       0.994714                 NaN   91.5663                 NaN            NaN            NaN            NaN
