|6.6.6
gloss1d_1.tab                                                                                       
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          28
node#          P(bar)         T(K)           Stlp           Omph(GHP)      Omph(GHP)      clin           ab             san            q              stlb           cc             pyr            gph            Mica(CF)       Pu             law            arag           COH-Fluid+     COH-Fluid+     Do(HP)         M(HP)          M(HP)          diam           coe            Grt(JH)        Grt(JH)        ky            
  376.000        37501.0        894.537        58.3566        45.3222                 NaN   46.0369        58.3566        46.0369        58.3566        58.3566        46.0369        46.0369        26.1330        26.1330        45.3222        58.3566        46.0369        100.000                 NaN   8.13296        4.38095                 NaN   87.8414        87.8131        2.81890                 NaN            NaN
  377.000        37601.0        895.777        58.2482        45.4211                 NaN   46.1359        58.2482        46.1359        58.2482        58.2482        46.1359        46.1359        26.3159        26.3159        45.4211        58.2482        46.1359        100.000                 NaN   8.35790        4.53735                 NaN   87.7686        87.7406        3.04850                 NaN            NaN
  378.000        37701.0        897.004        58.1494        45.5264                 NaN   46.2412        58.1494        46.2412        58.1494        58.1494        46.2412        46.2412        26.4932        26.4932        45.5264        58.1494        46.2412        100.000                 NaN   8.56353        4.68123                 NaN   87.7006        87.6731        3.25502                 NaN            NaN
  379.000        37801.0        898.215        58.0528        45.6116                 NaN   46.3265        58.0528        46.3265        58.0528        58.0528        46.3265        46.3265        26.6460        26.6460        45.6116        58.0528        46.3265        100.000                 NaN   8.75761        4.82099                 NaN   87.6349        87.6076        3.45512                 NaN            NaN
  380.000        37901.0        899.413        57.9554        45.7030                 NaN   46.4180        57.9554        46.4180        57.9554        57.9554        46.4180        46.4180        26.8074        26.8074        45.7030        57.9554        46.4180        100.000                 NaN   8.96061        4.96907                 NaN   87.5667        87.5397        3.66288                 NaN            NaN
  381.000        38001.0        900.597        57.8685        45.7772                 NaN   46.4922        57.8685        46.4922        57.8685        57.8685        46.4922        46.4922        26.9389        26.9389        45.7772        57.8685        46.4922        100.000                 NaN   9.13235        5.09941                 NaN   87.5090        87.4823        3.83915                 NaN            NaN
  382.000        38101.0        901.768        57.7748        45.8607                 NaN   46.5757        57.7748        46.5757        57.7748        57.7748        46.5757        46.5757        27.0812        27.0812        45.8607        57.7748        46.5757        100.000                 NaN   9.31636        5.23675                 NaN   87.4439        87.4175        4.02972                 NaN            NaN
  383.000        38201.0        902.925        57.6895        45.9335                 NaN   46.6486        57.6895        46.6486        57.6895        57.6895        46.6486        46.6486        27.2001        27.2001        45.9335        57.6895        46.6486        100.000                 NaN   9.47653        5.36074                 NaN   87.3834        87.3573        4.19751                 NaN            NaN
  384.000        38301.0        904.068        57.5978        46.0132                 NaN   46.7284        57.5978        46.7284        57.5978        57.5978        46.7284        46.7284        27.3418        27.3418        46.0132        57.5978        46.7284        100.000                 NaN   9.65948        5.49616                 NaN   87.3221        87.2963        4.38448                 NaN            NaN
  385.000        38401.0        905.199        57.5106        46.0897                 NaN   46.8050        57.5106        46.8050        57.5106        57.5106        46.8050        46.8050        27.4649        27.4649        46.0897        57.5106        46.8050        100.000                 NaN   9.82439        5.62974                 NaN   87.2604        87.2349        4.55736                 NaN            NaN
  386.000        38501.0        906.318        57.4393        46.1442                 NaN   46.8595        57.4393        46.8595        57.4393        57.4393        46.8595        46.8595        27.5663        27.5663        46.1442        57.4393        46.8595        100.000                 NaN   9.96486        5.74556                 NaN   87.2120        87.1868        4.70406                 NaN            NaN
  387.000        38601.0        907.423        57.3584        46.2103                 NaN   46.9257        57.3584        46.9257        57.3584        57.3584        46.9257        46.9257        27.6750        27.6750        46.2103        57.3584        46.9257        100.000                 NaN   10.1150        5.86036                 NaN   87.1548        87.1298        4.86256                 NaN            NaN
  388.000        38701.0        908.517        57.2775        46.2811                 NaN   46.9966        57.2775        46.9966        57.2775        57.2775        46.9966        46.9966        27.7858        27.7858        46.2811        57.2775        46.9966        100.000                 NaN   10.2669        5.98153                 NaN   87.0986        87.0740        5.01930                 NaN            NaN
  389.000        38801.0        909.598        57.2011        46.3389                 NaN   47.0545        57.2011        47.0545        57.2011        57.2011        47.0545        47.0545        27.8823        27.8823        46.3389        57.2011        47.0545        100.000                 NaN   10.4044        6.10011                 NaN   87.0446        87.0201        5.16743                 NaN            NaN
  390.000        38901.0        910.667        57.1300        46.3941                 NaN   47.1098        57.1300        47.1098        57.1300        57.1300        47.1098        47.1098        27.9692        27.9692        46.3941        57.1300        47.1098        100.000                 NaN   10.5315        6.20618                 NaN   86.9952        86.9710        5.30108                 NaN            NaN
  391.000        39001.0        911.725        57.0568        46.4513                 NaN   47.1670        57.0568        47.1670        57.0568        57.0568        47.1670        47.1670        28.0549        28.0549        46.4513        57.0568        47.1670        100.000                 NaN   10.6585        6.32127                 NaN   86.9419        86.9180        5.43872                 NaN            NaN
  392.000        39101.0        912.771        56.9934        46.4950                 NaN   47.2109        56.9934        47.2109        56.9934        56.9934        47.2109        47.2109        28.1347        28.1347        46.4950        56.9934        47.2109        100.000                 NaN   10.7775        6.42229                 NaN   86.8980        86.8744        5.56492                 NaN            NaN
  393.000        39201.0        913.806        56.9226        46.5462                 NaN   47.2622        56.9226        47.2622        56.9226        56.9226        47.2622        47.2622        28.2208        28.2208        46.5462        56.9226        47.2622        100.000                 NaN   10.9040        6.53479                 NaN   86.8498        86.8263        5.69938                 NaN            NaN
  394.000        39301.0        914.830        56.8535        46.6005                 NaN   47.3166        56.8535        47.3166        56.8535        56.8535        47.3166        47.3166        28.2942        28.2942        46.6005        56.8535        47.3166        100.000                 NaN   11.0190        6.63940                 NaN   86.7980        86.7748        5.82501                 NaN            NaN
  395.000        39401.0        915.843        56.7782        46.6558                 NaN   47.3719        56.7782        47.3719        56.7782        56.7782        47.3719        47.3719        28.3904        28.3904        46.6558        56.7782        47.3719        100.000                 NaN   11.1563        6.75995                 NaN   86.7468        86.7239        5.97035                 NaN            NaN
  396.000        39501.0        916.845        56.7298        46.6819                 NaN   47.3981        56.7298        47.3981        56.7298        56.7298        47.3981        47.3981        28.4319        28.4319        46.6819        56.7298        47.3981        100.000                 NaN   11.2361        6.83881                 NaN   86.7121        86.6893        6.05879                 NaN            NaN
  397.000        39601.0        917.837        56.6574        46.7318                 NaN   47.4480        56.6574        47.4480        56.6574        56.6574        47.4480        47.4480        28.5144        28.5144        46.7318        56.6574        47.4480        100.000                 NaN   11.3602        6.95514                 NaN   86.6598        86.6372        6.19573                 NaN            NaN
  398.000        39701.0        918.818        56.5905        46.7861                 NaN   47.5025        56.5905        47.5025        56.5905        56.5905        47.5025        47.5025        28.5857        28.5857        46.7861        56.5905        47.5025        100.000                 NaN   11.4729        7.05180                 NaN   86.6112        86.5890        6.31470                 NaN            NaN
  399.000        39801.0        919.790        56.5302        46.8237                 NaN   47.5402        56.5302        47.5402        56.5302        56.5302        47.5402        47.5402        28.6435        28.6435        46.8237        56.5302        47.5402        100.000                 NaN   11.5709        7.15046                 NaN   86.5691        86.5471        6.42236                 NaN            NaN
  400.000        39901.0        920.751        56.4681        46.8713                 NaN   47.5878        56.4681        47.5878        56.4681        56.4681        47.5878        47.5878        28.7228        28.7228        46.8713        56.4681        47.5878        100.000                 NaN   11.6787        7.24596                 NaN   86.5250        86.5032        6.53868                 NaN            NaN
  401.000        40001.0        921.703        56.4138        46.9003                 NaN   47.6169        56.4138        47.6169        56.4138        56.4138        47.6169        47.6169        28.7701        28.7701        46.9003        56.4138        47.6169        100.000                 NaN   11.7665        7.33455                 NaN   86.4835        86.4619        6.63977                 NaN            NaN
  402.000        40101.0        922.644        56.3538        46.9365                 NaN   47.6532        56.3538        47.6532        56.3538        56.3538        47.6532        47.6532        28.8261        28.8261        46.9365        56.3538        47.6532        100.000                 NaN   11.8627        7.43384                 NaN   86.4415        86.4201        6.74621                 NaN            NaN
  403.000        40201.0        923.577        56.2960        46.9703                 NaN   47.6871        56.2960        47.6871        56.2960        56.2960        47.6871        47.6871        28.8769        28.8769        46.9703        56.2960        47.6871        100.000                 NaN   11.9540        7.52311                 NaN   86.4008        86.3795        6.84714                 NaN            NaN
  404.000        40301.0        924.500        56.2429        46.9988                 NaN   47.7157        56.2429        47.7157        56.2429        56.2429        47.7157        47.7157        28.9160        28.9160        46.9988        56.2429        47.7157        100.000                 NaN   12.0333        7.60512                 NaN   86.3630        86.3419        6.93632                 NaN            NaN
  405.000        40401.0        925.414        56.1928        47.0310                 NaN   47.7480        56.1928        47.7480        56.1928        56.1928        47.7480        47.7480        28.9735        28.9735        47.0310        56.1928        47.7480        100.000                 NaN   12.1185        7.69594                 NaN   86.3261        86.3052        7.03174                 NaN            NaN
  406.000        40501.0        926.319        56.1315        47.0654                 NaN   47.7825        56.1315        47.7825        56.1315        56.1315        47.7825        47.7825        29.0241        29.0241        47.0654        56.1315        47.7825        100.000                 NaN   12.2111        7.79805                 NaN   86.2800        86.2592        7.13973                 NaN            NaN
  407.000        40601.0        927.216        56.0747        47.1001                 NaN   47.8173        56.0747        47.8173        56.0747        56.0747        47.8173        47.8173        29.0693        29.0693        47.1001        56.0747        47.8173        100.000                 NaN   12.2973        7.88708                 NaN   86.2387        86.2183        7.23559                 NaN            NaN
  408.000        40701.0        928.103        56.0208        47.1371                 NaN   47.8544        56.0208        47.8544        56.0208        56.0208        47.8544        47.8544        29.1346        29.1346        47.1371        56.0208        47.8544        100.000                 NaN   12.3914        7.97771                 NaN   86.1989        86.1786        7.33907                 NaN            NaN
  409.000        40801.0        928.982        55.9733        47.1531                 NaN   47.8705        55.9733        47.8705        55.9733        55.9733        47.8705        47.8705        29.1593        29.1593        47.1531        55.9733        47.8705        100.000                 NaN   12.4559        8.05885                 NaN   86.1657        86.1454        7.41612                 NaN            NaN
  410.000        40901.0        929.853        55.9168        47.1866                 NaN   47.9041        55.9168        47.9041        55.9168        55.9168        47.9041        47.9041        29.2024        29.2024        47.1866        55.9168        47.9041        100.000                 NaN   12.5405        8.14811                 NaN   86.1245        86.1045        7.51061                 NaN            NaN
  411.000        41001.0        930.716        55.8664        47.2136                 NaN   47.9312        55.8664        47.9312        55.8664        55.8664        47.9312        47.9312        29.2505        29.2505        47.2136        55.8664        47.9312        100.000                 NaN   12.6172        8.22914                 NaN   86.0883        86.0684        7.59888                 NaN            NaN
  412.000        41101.0        931.571        55.8154        47.2360                 NaN   47.9537        55.8154        47.9537        55.8154        55.8154        47.9537        47.9537        29.2901        29.2901        47.2360        55.8154        47.9537        100.000                 NaN   12.6975        8.32927                 NaN   86.0515        86.0318        7.69129                 NaN            NaN
  413.000        41201.0        932.418        55.7643        47.2669                 NaN   47.9847        55.7643        47.9847        55.7643        55.7643        47.9847        47.9847        29.3366        29.3366        47.2669        55.7643        47.9847        100.000                 NaN   12.7736        8.41022                 NaN   86.0139        85.9943        7.77820                 NaN            NaN
  414.000        41301.0        933.257        55.7052        47.3004                 NaN   48.0183        55.7052        48.0183        55.7052        55.7052        48.0183        48.0183        29.3861        29.3861        47.3004        55.7052        48.0183        100.000                 NaN   12.8647        8.49950                 NaN   85.9713        85.9519        7.87968                 NaN            NaN
  415.000        41401.0        934.089        55.6594        47.3256                 NaN   48.0436        55.6594        48.0436        55.6594        55.6594        48.0436        48.0436        29.4278        29.4278        47.3256        55.6594        48.0436        100.000                 NaN   12.9357        8.58302                 NaN   85.9364        85.9173        7.96179                 NaN            NaN
  416.000        41501.0        934.913        55.6109        47.3451                 NaN   48.0632        55.6109        48.0632        55.6109        55.6109        48.0632        48.0632        29.4512        29.4512        47.3451        55.6109        48.0632        100.000                 NaN   13.0004        8.66026                 NaN   85.9009        85.8820        8.03809                 NaN            NaN
  417.000        41601.0        935.730        55.5664        47.3669                 NaN   48.0850        55.5664        48.0850        55.5664        55.5664        48.0850        48.0850        29.4890        29.4890        47.3669        55.5664        48.0850        100.000                 NaN   13.0677        8.74537                 NaN   85.8673        85.8485        8.11743                 NaN            NaN
  418.000        41701.0        936.540        55.5132        47.3911                 NaN   48.1093        55.5132        48.1093        55.5132        55.5132        48.1093        48.1093        29.5236        29.5236        47.3911        55.5132        48.1093        100.000                 NaN   13.1433        8.83060                 NaN   85.8286        85.8100        8.20499                 NaN            NaN
  419.000        41801.0        937.342        55.4621        47.4197                 NaN   48.1381        55.4621        48.1381        55.4621        55.4621        48.1381        48.1381        29.5710        29.5710        47.4197        55.4621        48.1381        100.000                 NaN   13.2214        8.91489                 NaN   85.7907        85.7722        8.29440                 NaN            NaN
  420.000        41901.0        938.139        55.4166        47.4352                 NaN   48.1536        55.4166        48.1536        55.4166        55.4166        48.1536        48.1536        29.6090        29.6090        47.4352        55.4166        48.1536        100.000                 NaN   13.2886        9.00823                 NaN   85.7581        85.7396        8.37624                 NaN            NaN
  421.000        42001.0        938.928        55.3836        47.4448                 NaN   48.1633        55.3836        48.1633        55.3836        55.3836        48.1633        48.1633        29.6196        29.6196        47.4448        55.3836        48.1633        100.000                 NaN   13.3277        9.05821                 NaN   85.7311        85.7128        8.42648                 NaN            NaN
  422.000        42101.0        939.710        55.3275        47.4682                 NaN   48.1868        55.3275        48.1868        55.3275        55.3275        48.1868        48.1868        29.6554        29.6554        47.4682        55.3275        48.1868        100.000                 NaN   13.4062        9.15753                 NaN   85.6899        85.6718        8.51820                 NaN            NaN
  423.000        42201.0        940.486        55.2815        47.4902                 NaN   48.2089        55.2815        48.2089        55.2815        55.2815        48.2089        48.2089        29.6957        29.6957        47.4902        55.2815        48.2089        100.000                 NaN   13.4769        9.23604                 NaN   85.6549        85.6369        8.60033                 NaN            NaN
  424.000        42301.0        941.256        55.2366        47.5105                 NaN   48.2294        55.2366        48.2294        55.2366        55.2366        48.2294        48.2294        29.7219        29.7219        47.5105        55.2366        48.2294        100.000                 NaN   13.5331        9.31731                 NaN   85.6205        85.6027        8.67022                 NaN            NaN
  425.000        42401.0        942.020        55.1940        47.5297                 NaN   48.2487        55.1940        48.2487        55.1940        55.1940        48.2487        48.2487        29.7599        29.7599        47.5297        55.1940        48.2487        100.000                 NaN   13.6004        9.40208                 NaN   85.5915        85.5739        8.74491                 NaN            NaN
  426.000        42501.0        942.777        55.1444        47.5410                 NaN   48.2601        55.1444        48.2601        55.1444        55.1444        48.2601        48.2601        29.7854        29.7854        47.5410        55.1444        48.2601        100.000                 NaN   13.6682        9.48241                 NaN   85.5569        85.5392        8.82623                 NaN            NaN
  427.000        42601.0        943.529        55.1013        47.5579                 NaN   48.2771        55.1013        48.2771        55.1013        55.1013        48.2771        48.2771        29.8156        29.8156        47.5579        55.1013        48.2771        100.000                 NaN   13.7289        9.56754                 NaN   85.5237        85.5062        8.90033                 NaN            NaN
  428.000        42701.0        944.274        55.0543        47.5799                 NaN   48.2992        55.0543        48.2992        55.0543        55.0543        48.2992        48.2992        29.8466        29.8466        47.5799        55.0543        48.2992        100.000                 NaN   13.7909        9.64455                 NaN   85.4877        85.4704        8.97520                 NaN            NaN
  429.000        42801.0        945.014        55.0129        47.5922                 NaN   48.3115        55.0129        48.3115        55.0129        55.0129        48.3115        48.3115        29.8725        29.8725        47.5922        55.0129        48.3115        100.000                 NaN   13.8476        9.72705                 NaN   85.4561        85.4390        9.04584                 NaN            NaN
  430.000        42901.0        945.748        54.9829        47.5909                 NaN   48.3103        54.9829        48.3103        54.9829        54.9829        48.3103        48.3103        29.8729        29.8729        47.5909        54.9829        48.3103        100.000                 NaN   13.8771        9.78512                 NaN   85.4321        85.4149        9.08970                 NaN            NaN
  431.000        43001.0        946.477        54.9274        47.6203                 NaN   48.3398        54.9274        48.3398        54.9274        54.9274        48.3398        48.3398        29.9223        29.9223        47.6203        54.9274        48.3398        100.000                 NaN   13.9588        9.88218                 NaN   85.3909        85.3739        9.18494                 NaN            NaN
  432.000        43101.0        947.200        54.8841        47.6366                 NaN   48.3563        54.8841        48.3563        54.8841        54.8841        48.3563        48.3563        29.9540        29.9540        47.6366        54.8841        48.3563        100.000                 NaN   14.0218        9.95976                 NaN   85.3585        85.3417        9.25914                 NaN            NaN
  433.000        43201.0        947.918        54.8540        47.6348                 NaN   48.3545        54.8540        48.3545        54.8540        54.8540        48.3545        48.3545        29.9591        29.9591        47.6348        54.8540        48.3545        100.000                 NaN   14.0547        10.0230                 NaN   85.3376        85.3208        9.30344                 NaN            NaN
  434.000        43301.0        948.630        54.8021        47.6592                 NaN   48.3790        54.8021        48.3790        54.8021        54.8021        48.3790        48.3790        30.0008        30.0008        47.6592        54.8021        48.3790        100.000                 NaN   14.1294        10.1106                 NaN   85.2987        85.2820        9.39123                 NaN            NaN
  435.000        43401.0        949.338        54.7688        47.6637                 NaN   48.3837        54.7688        48.3837        54.7688        54.7688        48.3837        48.3837        30.0049        30.0049        47.6637        54.7688        48.3837        100.000                 NaN   14.1645        10.1725                 NaN   85.2712        85.2547        9.43994                 NaN            NaN
  436.000        43501.0        950.040        54.7200        47.6773                 NaN   48.3974        54.7200        48.3974        54.7200        54.7200        48.3974        48.3974        30.0376        30.0376        47.6773        54.7200        48.3974        100.000                 NaN   14.2294        10.2712                 NaN   85.2360        85.2195        9.52153                 NaN            NaN
  437.000        43601.0        950.738        54.6751        47.6941                 NaN   48.4142        54.6751        48.4142        54.6751        54.6751        48.4142        48.4142        30.0700        30.0700        47.6941        54.6751        48.4142        100.000                 NaN   14.2943        10.3424                 NaN   85.2012        85.1848        9.59859                 NaN            NaN
  438.000        43701.0        951.431        54.6390        47.7034                 NaN   48.4236        54.6390        48.4236        54.6390        54.6390        48.4236        48.4236        30.0862        30.0862        47.7034        54.6390        48.4236        100.000                 NaN   14.3399        10.4172                 NaN   85.1760        85.1599        9.65312                 NaN            NaN
  439.000        43801.0        952.119        54.5958        47.7105                 NaN   48.4309        54.5958        48.4309        54.5958        54.5958        48.4309        48.4309        30.1077        30.1077        47.7105        54.5958        48.4309        100.000                 NaN   14.3937        10.5003                 NaN   85.1442        85.1280        9.72285                 NaN            NaN
  440.000        43901.0        952.803        54.5546        47.7263                 NaN   48.4468        54.5546        48.4468        54.5546        54.5546        48.4468        48.4468        30.1282        30.1282        47.7263        54.5546        48.4468        100.000                 NaN   14.4464        10.5651                 NaN   85.1104        85.0945        9.78788                 NaN            NaN
  441.000        44001.0        953.482        54.5043        47.7464                 NaN   48.4669        54.5043        48.4669        54.5043        54.5043        48.4669        48.4669        30.1700        30.1700        47.7464        54.5043        48.4669        100.000                 NaN   14.5213        10.6659                 NaN   85.0721        85.0563        9.87782                 NaN            NaN
  442.000        44101.0        954.157        54.4723        47.7441                 NaN   48.4647        54.4723        48.4647        54.4723        54.4723        48.4647        48.4647        30.1708        30.1708        47.7441        54.4723        48.4647        100.000                 NaN   14.5521        10.7294                 NaN   85.0515        85.0358        9.91874                 NaN            NaN
  443.000        44201.0        954.827        54.4284        47.7578                 NaN   48.4786        54.4284        48.4786        54.4284        54.4284        48.4786        48.4786        30.1980        30.1980        47.7578        54.4284        48.4786        100.000                 NaN   14.6118        10.8095                 NaN   85.0170        85.0014        9.99262                 NaN            NaN
  444.000        44301.0        955.493        54.3970        47.7604                 NaN   48.4813        54.3970        48.4813        54.3970        54.3970        48.4813        48.4813        30.2116        30.2116        47.7604        54.3970        48.4813        100.000                 NaN   14.6459        10.8674                 NaN   84.9911        84.9755        10.0418                 NaN            NaN
  445.000        44401.0        956.155        54.3463        47.7784                 NaN   48.4993        54.3463        48.4993        54.3463        54.3463        48.4993        48.4993        30.2432        30.2432        47.7784        54.3463        48.4993        100.000                 NaN   14.7121        10.9636                 NaN   84.9529        84.9375        10.1239                 NaN            NaN
  446.000        44501.0        956.813        54.3134        47.7827                 NaN   48.5038        54.3134        48.5038        54.3134        54.3134        48.5038        48.5038        30.2530        30.2530        47.7827        54.3134        48.5038        100.000                 NaN   14.7521        11.0257                 NaN   84.9297        84.9144        10.1719                 NaN            NaN
  447.000        44601.0        957.467        54.2728        47.7854                 NaN   48.5065        54.2728        48.5065        54.2728        54.2728        48.5065        48.5065        30.2729        30.2729        47.7854        54.2728        48.5065        100.000                 NaN   14.8040        11.1102                 NaN   84.8990        84.8837        10.2406                 NaN            NaN
  448.000        44701.0        958.117        54.2380        47.7940                 NaN   48.5152        54.2380        48.5152        54.2380        54.2380        48.5152        48.5152        30.2886        30.2886        47.7940        54.2380        48.5152        100.000                 NaN   14.8422        11.1854                 NaN   84.8695        84.8544        10.2945                 NaN            NaN
  449.000        44801.0        958.763        54.1905        47.8063                 NaN   48.5276        54.1905        48.5276        54.1905        54.1905        48.5276        48.5276        30.3233        30.3233        47.8063        54.1905        48.5276        100.000                 NaN   14.9091        11.2670                 NaN   84.8375        84.8224        10.3728                 NaN            NaN
  450.000        44901.0        959.406        54.1559        47.8093                 NaN   48.5308        54.1559        48.5308        54.1559        54.1559        48.5308        48.5308        30.3286        30.3286        47.8093        54.1559        48.5308        100.000                 NaN   14.9464        11.3317                 NaN   84.8100        84.7950        10.4231                 NaN            NaN
  451.000        45001.0        960.044        54.1101        47.8211                 NaN   48.5427        54.1101        48.5427        54.1101        54.1101        48.5427        48.5427        30.3550        30.3550        47.8211        54.1101        48.5427        100.000                 NaN   15.0072        11.4265                 NaN   84.7744        84.7596        10.5000                 NaN            NaN
  452.000        45101.0        960.680        54.0776        47.8205                 NaN   48.5421        54.0776        48.5421        54.0776        54.0776        48.5421        48.5421        30.3670        30.3670        47.8205        54.0776        48.5421        100.000                 NaN   15.0415        11.4979                 NaN   84.7480        84.7332        10.5514                 NaN            NaN
  453.000        45201.0        961.311        54.0324        47.8367                 NaN   48.5584        54.0324        48.5584        54.0324        54.0324        48.5584        48.5584        30.3955        30.3955        47.8367        54.0324        48.5584        100.000                 NaN   15.1018        11.5767                 NaN   84.7169        84.7022        10.6205                 NaN            NaN
  454.000        45301.0        961.940        54.0020        47.8264                 NaN   48.5482        54.0020        48.5482        54.0020        54.0020        48.5482        48.5482        30.3879        30.3879        47.8264        54.0020        48.5482        100.000                 NaN   15.1266        11.6444                 NaN   84.6925        84.6778        10.6629                 NaN            NaN
  455.000        45401.0        962.565        53.9613        47.8400                 NaN   48.5619        53.9613        48.5619        53.9613        53.9613        48.5619        48.5619        30.4162        30.4162        47.8400        53.9613        48.5619        100.000                 NaN   15.1788        11.7204                 NaN   84.6589        84.6443        10.7304                 NaN            NaN
  456.000        45501.0        963.186        53.9246        47.8401                 NaN   48.5621        53.9246        48.5621        53.9246        53.9246        48.5621        48.5621        30.4359        30.4359        47.8401        53.9246        48.5621        100.000                 NaN   15.2297        11.7903                 NaN   84.6350        84.6205        10.7905                 NaN            NaN
  457.000        45601.0        963.805        53.8839        47.8457                 NaN   48.5678        53.8839        48.5678        53.8839        53.8839        48.5678        48.5678        30.4389        30.4389        47.8457        53.8839        48.5678        100.000                 NaN   15.2672        11.8710                 NaN   84.6023        84.5878        10.8455                 NaN            NaN
  458.000        45701.0        964.420        53.8467        47.8482                 NaN   48.5704        53.8467        48.5704        53.8467        53.8467        48.5704        48.5704        30.4696        30.4696        47.8482        53.8467        48.5704        100.000                 NaN   15.3210        11.9552                 NaN   84.5727        84.5582        10.9163                 NaN            NaN
  459.000        45801.0        965.032        53.8084        47.8549                 NaN   48.5772        53.8084        48.5772        53.8084        53.8084        48.5772        48.5772        30.4788        30.4788        47.8549        53.8084        48.5772        100.000                 NaN   15.3629        12.0252                 NaN   84.5460        84.5318        10.9675                 NaN            NaN
  460.000        45901.0        965.641        53.7708        47.8513                 NaN   48.5737        53.7708        48.5737        53.7708        53.7708        48.5737        48.5737        30.4875        30.4875        47.8513        53.7708        48.5737        100.000                 NaN   15.4046        12.1037                 NaN   84.5167        84.5024        11.0272                 NaN            NaN
  461.000        46001.0        966.248        53.7331        47.8605                 NaN   48.5829        53.7331        48.5829        53.7331        53.7331        48.5829        48.5829        30.5065        30.5065        47.8605        53.7331        48.5829        100.000                 NaN   15.4474        12.1782                 NaN   84.4847        84.4705        11.0865                 NaN            NaN
  462.000        46101.0        966.851        53.6906        47.8643                 NaN   48.5868        53.6906        48.5868        53.6906        53.6906        48.5868        48.5868        30.5273        30.5273        47.8643        53.6906        48.5868        100.000                 NaN   15.5012        12.2643                 NaN   84.4573        84.4432        11.1514                 NaN            NaN
  463.000        46201.0        967.452        53.6611        47.8638                 NaN   48.5864        53.6611        48.5864        53.6611        53.6611        48.5864        48.5864        30.5350        30.5350        47.8638        53.6611        48.5864        100.000                 NaN   15.5325        12.3270                 NaN   84.4306        84.4166        11.1986                 NaN            NaN
  464.000        46301.0        968.049        53.6235        47.8589                 NaN   48.5816        53.6235        48.5816        53.6235        53.6235        48.5816        48.5816        30.5321        30.5321        47.8589        53.6235        48.5816        100.000                 NaN   15.5638        12.4031                 NaN   84.4012        84.3871        11.2491                 NaN            NaN
  465.000        46401.0        968.644        53.5844        47.8731                 NaN   48.5959        53.5844        48.5959        53.5844        53.5844        48.5959        48.5959        30.5664        30.5664        47.8731        53.5844        48.5959        100.000                 NaN   15.6196        12.4789                 NaN   84.3729        84.3591        11.3138                 NaN            NaN
  466.000        46501.0        969.237        53.5508        47.8626                 NaN   48.5854        53.5508        48.5854        53.5508        53.5508        48.5854        48.5854        30.5617        30.5617        47.8626        53.5508        48.5854        100.000                 NaN   15.6497        12.5542                 NaN   84.3462        84.3323        11.3626                 NaN            NaN
  467.000        46601.0        969.827        53.4976        47.8842                 NaN   48.6071        53.4976        48.6071        53.4976        53.4976        48.6071        48.6071        30.6129        30.6129        47.8842        53.4976        48.6071        100.000                 NaN   15.7281        12.6662                 NaN   84.3045        84.2907        11.4590                 NaN            NaN
  468.000        46701.0        970.414        53.4761        47.8679                 NaN   48.5909        53.4761        48.5909        53.4761        53.4761        48.5909        48.5909        30.5954        30.5954        47.8679        53.4761        48.5909        100.000                 NaN   15.7396        12.7096                 NaN   84.2897        84.2760        11.4807                 NaN            NaN
  469.000        46801.0        970.998        53.4403        47.8719                 NaN   48.5950        53.4403        48.5950        53.4403        53.4403        48.5950        48.5950        30.6055        30.6055        47.8719        53.4403        48.5950        100.000                 NaN   15.7752        12.7843                 NaN   84.2589        84.2452        11.5338                 NaN            NaN
  470.000        46901.0        971.581        53.3862        47.8828                 NaN   48.6060        53.3862        48.6060        53.3862        53.3862        48.6060        48.6060        30.6406        30.6406        47.8828        53.3862        48.6060        100.000                 NaN   15.8469        12.8860                 NaN   84.2186        84.2050        11.6247                 NaN            NaN
  471.000        47001.0        972.161        53.3517        47.8891                 NaN   48.6124        53.3517        48.6124        53.3517        53.3517        48.6124        48.6124        30.6600        30.6600        47.8891        53.3517        48.6124        100.000                 NaN   15.8899        12.9540                 NaN   84.1937        84.1802        11.6767                 NaN            NaN
  472.000        47101.0        972.738        53.3173        47.8796                 NaN   48.6029        53.3173        48.6029        53.3173        53.3173        48.6029        48.6029        30.6576        30.6576        47.8796        53.3173        48.6029        100.000                 NaN   15.9219        13.0200                 NaN   84.1659        84.1524        11.7269                 NaN            NaN
  473.000        47201.0        973.313        53.2752        47.8910                 NaN   48.6144        53.2752        48.6144        53.2752        53.2752        48.6144        48.6144        30.6832        30.6832        47.8910        53.2752        48.6144        100.000                 NaN   15.9718        13.1129                 NaN   84.1303        84.1169        11.7960                 NaN            NaN
  474.000        47301.0        973.886        53.2509        47.8705                 NaN   48.5939        53.2509        48.5939        53.2509        53.2509        48.5939        48.5939        30.6559        30.6559        47.8705        53.2509        48.5939        100.000                 NaN   15.9785        13.1602                 NaN   84.1088        84.0954        11.8210                 NaN            NaN
  475.000        47401.0        974.457        53.1986        47.8927                 NaN   48.6163        53.1986        48.6163        53.1986        53.1986        48.6163        48.6163        30.7051        30.7051        47.8927        53.1986        48.6163        100.000                 NaN   16.0544        13.2675                 NaN   84.0728        84.0596        11.9079                 NaN            NaN
