|6.6.6
gloss1di_2.tab                                                                                      
           1
n(H2O)  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          97
n(H2O)         node#          H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     m_{CO2}        m_{H2O}        m_{FeC4H6O4}   m_{FeC2H3O2}   m_{NaCO3-}     m_{CO3-2}      m_{BENZENE}    m_{ACETATE}    m_{ACETIC-A}   m_{Al+3}       m_{AlO2-}      m_{Ca(HCO3)}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaSO4,aq}   m_{CO,aq}      m_{ETHANE,A}   m_{ETHANOL,}   m_{ETHYLENE}   m_{Fe+2}       m_{Fe+3}       m_{FORMATE,}   m_{FORMIC-A}   m_{GLUTARIC}   m_{GLYCOLIC}   m_{H+}         m_{H2,aq}      m_{H2S,aq}     m_{HAlO2,aq}   m_{HCO3-}      m_{HEXANE,A}   m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{LACTIC-A}   m_{METHANE,}   m_{METHANOL}   m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgOH+}      m_{MgSO4,aq}   m_{Na+}        m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{O2,aq}      m_{OH-}        m_{PROPANE,}   m_{PROPANOA}   m_{PROPANOI}   m_{PROPANOL}   m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{SiO2,aq}    m_{SO2,aq}     m_{SO3-2}      m_{SO4-2}      m_{TOLUENE,}   pH-pH_0        pH             error_pH       permittivity   I,m            tot_solute_m  
  60.3000        604.000       0.100784        0.00000       0.277296E-002  0.440357E-005  0.379079E-006  0.138297E-003  0.412659E-003   0.00000        0.00000       0.534506E-001  0.588908E-005   0.00000        53.8988        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.906755E-010  0.250653E-003   0.00000       0.904557E-002  0.216337        0.00000       0.315646E-002   0.00000        0.00000        0.00000        0.00000       0.209942E-003  0.429083E-009   0.00000        0.00000        0.00000        0.00000       0.842552E-003  0.890603E-004  0.276092E-002  0.218814E-002   0.00000        0.00000       0.775750E-019  0.172444E-003  0.532021       0.228871E-003  0.195022E-003  0.210555E-019   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.492977E-001  0.186763E-001   0.00000       0.861702E-002  0.536979E-006   0.00000        0.00000        0.00000        0.00000       0.120270E-020  0.536832E-002   0.00000        0.00000        0.00000        0.00000       0.650195E-010  0.335179E-009  0.331227E-016  0.129107E-016  0.665740E-018  0.208274E-034  0.794484E-011  0.237613E-019  0.840914E-012  0.609536E-017  0.749695E-013  0.255311E-021  0.145200       0.664002       0.218429E-005  0.237355E-009  0.655201E-005   0.00000       0.408514        3.20899      -0.127871E-001   31.2963       0.773479        1.65867     
  60.4000        605.000       0.100745        0.00000       0.277163E-002  0.440201E-005  0.379964E-006  0.138616E-003  0.406535E-003   0.00000        0.00000       0.534082E-001  0.105483E-004   0.00000        53.8925        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.907541E-010  0.250581E-003   0.00000       0.904101E-002  0.216233        0.00000       0.196394E-006   0.00000        0.00000        0.00000        0.00000       0.210550E-003  0.107943E-009   0.00000        0.00000        0.00000        0.00000       0.843018E-003  0.141701E-002  0.110030E-001  0.218872E-002   0.00000        0.00000       0.487811E-020  0.686853E-003  0.532008       0.226687E-006  0.121468E-007  0.824677E-025   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.494394E-001  0.187304E-001   0.00000       0.864178E-002  0.335236E-010   0.00000        0.00000        0.00000        0.00000       0.475594E-023  0.536819E-002   0.00000        0.00000        0.00000        0.00000       0.648316E-010  0.831076E-013  0.516452E-021  0.126588E-022  0.410477E-025  0.507809E-044  0.198424E-011  0.366963E-027  0.526052E-013  0.235786E-025  0.117470E-014  0.247375E-030  0.145200       0.664002       0.216351E-008  0.234960E-012  0.407860E-009   0.00000       0.408274        3.20875      -0.125572E-001   31.2963       0.773488        1.66526     
  60.5000        606.000       0.100784        0.00000       0.277296E-002  0.440357E-005  0.379079E-006  0.138297E-003  0.412659E-003   0.00000        0.00000       0.534506E-001  0.588908E-005   0.00000        53.8988        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.906755E-010  0.250653E-003   0.00000       0.904557E-002  0.216337        0.00000       0.315646E-002   0.00000        0.00000        0.00000        0.00000       0.209942E-003  0.429083E-009   0.00000        0.00000        0.00000        0.00000       0.842552E-003  0.890603E-004  0.276092E-002  0.218814E-002   0.00000        0.00000       0.775750E-019  0.172444E-003  0.532021       0.228871E-003  0.195022E-003  0.210555E-019   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.492977E-001  0.186763E-001   0.00000       0.861702E-002  0.536979E-006   0.00000        0.00000        0.00000        0.00000       0.120270E-020  0.536832E-002   0.00000        0.00000        0.00000        0.00000       0.650195E-010  0.335179E-009  0.331227E-016  0.129107E-016  0.665740E-018  0.208274E-034  0.794484E-011  0.237613E-019  0.840914E-012  0.609536E-017  0.749695E-013  0.255311E-021  0.145200       0.664002       0.218429E-005  0.237355E-009  0.655201E-005   0.00000       0.408514        3.20899      -0.127871E-001   31.2963       0.773479        1.65867     
  60.6000        607.000       0.100745        0.00000       0.277163E-002  0.440201E-005  0.379964E-006  0.138616E-003  0.406535E-003   0.00000        0.00000       0.534082E-001  0.105483E-004   0.00000        53.8925        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.907541E-010  0.250581E-003   0.00000       0.904101E-002  0.216233        0.00000       0.196394E-006   0.00000        0.00000        0.00000        0.00000       0.210550E-003  0.107943E-009   0.00000        0.00000        0.00000        0.00000       0.843018E-003  0.141701E-002  0.110030E-001  0.218872E-002   0.00000        0.00000       0.487811E-020  0.686853E-003  0.532008       0.226687E-006  0.121468E-007  0.824677E-025   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.494394E-001  0.187304E-001   0.00000       0.864178E-002  0.335236E-010   0.00000        0.00000        0.00000        0.00000       0.475594E-023  0.536819E-002   0.00000        0.00000        0.00000        0.00000       0.648316E-010  0.831076E-013  0.516452E-021  0.126588E-022  0.410477E-025  0.507809E-044  0.198424E-011  0.366963E-027  0.526052E-013  0.235786E-025  0.117470E-014  0.247375E-030  0.145200       0.664002       0.216351E-008  0.234960E-012  0.407860E-009   0.00000       0.408274        3.20875      -0.125572E-001   31.2963       0.773488        1.66526     
  60.7000        608.000       0.100754        0.00000       0.277234E-002  0.440250E-005  0.379057E-006  0.138306E-003  0.407300E-003   0.00000        0.00000       0.534230E-001  0.399609E-005   0.00000        53.9006        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.906436E-010  0.250694E-003   0.00000       0.904270E-002  0.216230        0.00000       0.369140E-003   0.00000        0.00000        0.00000        0.00000       0.209995E-003  0.315862E-009   0.00000        0.00000        0.00000        0.00000       0.842482E-003  0.164423E-003  0.375065E-002  0.218827E-002   0.00000        0.00000       0.420331E-019  0.234286E-003  0.532140       0.494318E-004  0.228177E-004  0.133453E-020   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.493190E-001  0.186810E-001   0.00000       0.862073E-002  0.628451E-007   0.00000        0.00000        0.00000        0.00000       0.352940E-021  0.536952E-002   0.00000        0.00000        0.00000        0.00000       0.650091E-010  0.532751E-010  0.285198E-017  0.602202E-018  0.168217E-019  0.154435E-036  0.584508E-011  0.441784E-021  0.455231E-012  0.833898E-019  0.298634E-013  0.257015E-023  0.145200       0.664002       0.471661E-006  0.512709E-010  0.766690E-006   0.00000       0.408555        3.20904      -0.127360E-001   31.2963       0.773190        1.65669     
  60.8000        609.000       0.100776        0.00000       0.277294E-002  0.440345E-005  0.379139E-006  0.138336E-003  0.407389E-003   0.00000        0.00000       0.534346E-001  0.399696E-005   0.00000        53.9006        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.906436E-010  0.250694E-003   0.00000       0.904270E-002  0.216230        0.00000       0.369140E-003   0.00000        0.00000        0.00000        0.00000       0.209995E-003  0.315862E-009   0.00000        0.00000        0.00000        0.00000       0.842482E-003  0.164423E-003  0.375065E-002  0.218827E-002   0.00000        0.00000       0.420331E-019  0.234286E-003  0.532140       0.494318E-004  0.228177E-004  0.133453E-020   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.493190E-001  0.186810E-001   0.00000       0.862073E-002  0.628451E-007   0.00000        0.00000        0.00000        0.00000       0.352940E-021  0.536952E-002   0.00000        0.00000        0.00000        0.00000       0.650091E-010  0.532751E-010  0.285198E-017  0.602202E-018  0.168217E-019  0.154435E-036  0.584508E-011  0.441784E-021  0.455231E-012  0.833898E-019  0.298634E-013  0.257015E-023  0.145200       0.664002       0.471661E-006  0.512709E-010  0.766690E-006   0.00000       0.408555        3.20904      -0.127360E-001   31.2963       0.773190        1.65669     
  60.9000        610.000       0.100896        0.00000       0.277626E-002  0.440873E-005  0.379593E-006  0.138502E-003  0.407877E-003   0.00000        0.00000       0.534986E-001  0.400175E-005   0.00000        53.9006        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.906436E-010  0.250694E-003   0.00000       0.904270E-002  0.216230        0.00000       0.369140E-003   0.00000        0.00000        0.00000        0.00000       0.209995E-003  0.315862E-009   0.00000        0.00000        0.00000        0.00000       0.842482E-003  0.164423E-003  0.375065E-002  0.218827E-002   0.00000        0.00000       0.420331E-019  0.234286E-003  0.532140       0.494318E-004  0.228177E-004  0.133453E-020   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.493190E-001  0.186810E-001   0.00000       0.862073E-002  0.628451E-007   0.00000        0.00000        0.00000        0.00000       0.352940E-021  0.536952E-002   0.00000        0.00000        0.00000        0.00000       0.650091E-010  0.532751E-010  0.285198E-017  0.602202E-018  0.168217E-019  0.154435E-036  0.584508E-011  0.441784E-021  0.455231E-012  0.833898E-019  0.298634E-013  0.257015E-023  0.145200       0.664002       0.471661E-006  0.512709E-010  0.766690E-006   0.00000       0.408555        3.20904      -0.127360E-001   31.2963       0.773190        1.65669     
  61.0000        611.000       0.100641        0.00000       0.276903E-002  0.439734E-005  0.378543E-006  0.138101E-003  0.412074E-003   0.00000        0.00000       0.533749E-001  0.588074E-005   0.00000        53.8988        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.906755E-010  0.250653E-003   0.00000       0.904557E-002  0.216337        0.00000       0.315646E-002   0.00000        0.00000        0.00000        0.00000       0.209942E-003  0.429083E-009   0.00000        0.00000        0.00000        0.00000       0.842552E-003  0.890603E-004  0.276092E-002  0.218814E-002   0.00000        0.00000       0.775750E-019  0.172444E-003  0.532021       0.228871E-003  0.195022E-003  0.210555E-019   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.492977E-001  0.186763E-001   0.00000       0.861702E-002  0.536979E-006   0.00000        0.00000        0.00000        0.00000       0.120270E-020  0.536832E-002   0.00000        0.00000        0.00000        0.00000       0.650195E-010  0.335179E-009  0.331227E-016  0.129107E-016  0.665740E-018  0.208274E-034  0.794484E-011  0.237613E-019  0.840914E-012  0.609536E-017  0.749695E-013  0.255311E-021  0.145200       0.664002       0.218429E-005  0.237355E-009  0.655201E-005   0.00000       0.408514        3.20899      -0.127871E-001   31.2963       0.773479        1.65867     
  61.1000        612.000       0.100723        0.00000       0.277103E-002  0.440106E-005  0.379881E-006  0.138586E-003  0.406447E-003   0.00000        0.00000       0.533966E-001  0.105460E-004   0.00000        53.8925        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.907541E-010  0.250581E-003   0.00000       0.904101E-002  0.216233        0.00000       0.196394E-006   0.00000        0.00000        0.00000        0.00000       0.210550E-003  0.107943E-009   0.00000        0.00000        0.00000        0.00000       0.843018E-003  0.141701E-002  0.110030E-001  0.218872E-002   0.00000        0.00000       0.487811E-020  0.686853E-003  0.532008       0.226687E-006  0.121468E-007  0.824677E-025   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.494394E-001  0.187304E-001   0.00000       0.864178E-002  0.335236E-010   0.00000        0.00000        0.00000        0.00000       0.475594E-023  0.536819E-002   0.00000        0.00000        0.00000        0.00000       0.648316E-010  0.831076E-013  0.516452E-021  0.126588E-022  0.410477E-025  0.507809E-044  0.198424E-011  0.366963E-027  0.526052E-013  0.235786E-025  0.117470E-014  0.247375E-030  0.145200       0.664002       0.216351E-008  0.234960E-012  0.407860E-009   0.00000       0.408274        3.20875      -0.125572E-001   31.2963       0.773488        1.66526     
  61.2000        613.000       0.100745        0.00000       0.277163E-002  0.440201E-005  0.379964E-006  0.138616E-003  0.406535E-003   0.00000        0.00000       0.534082E-001  0.105483E-004   0.00000        53.8925        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.907541E-010  0.250581E-003   0.00000       0.904101E-002  0.216233        0.00000       0.196394E-006   0.00000        0.00000        0.00000        0.00000       0.210550E-003  0.107943E-009   0.00000        0.00000        0.00000        0.00000       0.843018E-003  0.141701E-002  0.110030E-001  0.218872E-002   0.00000        0.00000       0.487811E-020  0.686853E-003  0.532008       0.226687E-006  0.121468E-007  0.824677E-025   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.494394E-001  0.187304E-001   0.00000       0.864178E-002  0.335236E-010   0.00000        0.00000        0.00000        0.00000       0.475594E-023  0.536819E-002   0.00000        0.00000        0.00000        0.00000       0.648316E-010  0.831076E-013  0.516452E-021  0.126588E-022  0.410477E-025  0.507809E-044  0.198424E-011  0.366963E-027  0.526052E-013  0.235786E-025  0.117470E-014  0.247375E-030  0.145200       0.664002       0.216351E-008  0.234960E-012  0.407860E-009   0.00000       0.408274        3.20875      -0.125572E-001   31.2963       0.773488        1.66526     
  61.3000        614.000       0.100857        0.00000       0.277498E-002  0.440679E-005  0.379357E-006  0.138398E-003  0.412960E-003   0.00000        0.00000       0.534897E-001  0.589339E-005   0.00000        53.8988        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.906755E-010  0.250653E-003   0.00000       0.904557E-002  0.216337        0.00000       0.315646E-002   0.00000        0.00000        0.00000        0.00000       0.209942E-003  0.429083E-009   0.00000        0.00000        0.00000        0.00000       0.842552E-003  0.890603E-004  0.276092E-002  0.218814E-002   0.00000        0.00000       0.775750E-019  0.172444E-003  0.532021       0.228871E-003  0.195022E-003  0.210555E-019   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.492977E-001  0.186763E-001   0.00000       0.861702E-002  0.536979E-006   0.00000        0.00000        0.00000        0.00000       0.120270E-020  0.536832E-002   0.00000        0.00000        0.00000        0.00000       0.650195E-010  0.335179E-009  0.331227E-016  0.129107E-016  0.665740E-018  0.208274E-034  0.794484E-011  0.237613E-019  0.840914E-012  0.609536E-017  0.749695E-013  0.255311E-021  0.145200       0.664002       0.218429E-005  0.237355E-009  0.655201E-005   0.00000       0.408514        3.20899      -0.127871E-001   31.2963       0.773479        1.65867     
  61.4000        615.000       0.100671        0.00000       0.276960E-002  0.439879E-005  0.379686E-006  0.138515E-003  0.406238E-003   0.00000        0.00000       0.533691E-001  0.105405E-004   0.00000        53.8925        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.907541E-010  0.250581E-003   0.00000       0.904101E-002  0.216233        0.00000       0.196394E-006   0.00000        0.00000        0.00000        0.00000       0.210550E-003  0.107943E-009   0.00000        0.00000        0.00000        0.00000       0.843018E-003  0.141701E-002  0.110030E-001  0.218872E-002   0.00000        0.00000       0.487811E-020  0.686853E-003  0.532008       0.226687E-006  0.121468E-007  0.824677E-025   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.494394E-001  0.187304E-001   0.00000       0.864178E-002  0.335236E-010   0.00000        0.00000        0.00000        0.00000       0.475594E-023  0.536819E-002   0.00000        0.00000        0.00000        0.00000       0.648316E-010  0.831076E-013  0.516452E-021  0.126588E-022  0.410477E-025  0.507809E-044  0.198424E-011  0.366963E-027  0.526052E-013  0.235786E-025  0.117470E-014  0.247375E-030  0.145200       0.664002       0.216351E-008  0.234960E-012  0.407860E-009   0.00000       0.408274        3.20875      -0.125572E-001   31.2963       0.773488        1.66526     
  61.5000        616.000       0.100812        0.00000       0.277373E-002  0.440480E-005  0.379185E-006  0.138335E-003  0.412774E-003   0.00000        0.00000       0.534655E-001  0.589073E-005   0.00000        53.8988        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.906755E-010  0.250653E-003   0.00000       0.904557E-002  0.216337        0.00000       0.315646E-002   0.00000        0.00000        0.00000        0.00000       0.209942E-003  0.429083E-009   0.00000        0.00000        0.00000        0.00000       0.842552E-003  0.890603E-004  0.276092E-002  0.218814E-002   0.00000        0.00000       0.775750E-019  0.172444E-003  0.532021       0.228871E-003  0.195022E-003  0.210555E-019   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.492977E-001  0.186763E-001   0.00000       0.861702E-002  0.536979E-006   0.00000        0.00000        0.00000        0.00000       0.120270E-020  0.536832E-002   0.00000        0.00000        0.00000        0.00000       0.650195E-010  0.335179E-009  0.331227E-016  0.129107E-016  0.665740E-018  0.208274E-034  0.794484E-011  0.237613E-019  0.840914E-012  0.609536E-017  0.749695E-013  0.255311E-021  0.145200       0.664002       0.218429E-005  0.237355E-009  0.655201E-005   0.00000       0.408514        3.20899      -0.127871E-001   31.2963       0.773479        1.65867     
  61.6000        617.000       0.100716        0.00000       0.277086E-002  0.440078E-005  0.379858E-006  0.138577E-003  0.406422E-003   0.00000        0.00000       0.533932E-001  0.105453E-004   0.00000        53.8925        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.907541E-010  0.250581E-003   0.00000       0.904101E-002  0.216233        0.00000       0.196394E-006   0.00000        0.00000        0.00000        0.00000       0.210550E-003  0.107943E-009   0.00000        0.00000        0.00000        0.00000       0.843018E-003  0.141701E-002  0.110030E-001  0.218872E-002   0.00000        0.00000       0.487811E-020  0.686853E-003  0.532008       0.226687E-006  0.121468E-007  0.824677E-025   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.494394E-001  0.187304E-001   0.00000       0.864178E-002  0.335236E-010   0.00000        0.00000        0.00000        0.00000       0.475594E-023  0.536819E-002   0.00000        0.00000        0.00000        0.00000       0.648316E-010  0.831076E-013  0.516452E-021  0.126588E-022  0.410477E-025  0.507809E-044  0.198424E-011  0.366963E-027  0.526052E-013  0.235786E-025  0.117470E-014  0.247375E-030  0.145200       0.664002       0.216351E-008  0.234960E-012  0.407860E-009   0.00000       0.408274        3.20875      -0.125572E-001   31.2963       0.773488        1.66526     
  61.7000        618.000       0.100745        0.00000       0.277163E-002  0.440201E-005  0.379964E-006  0.138616E-003  0.406535E-003   0.00000        0.00000       0.534082E-001  0.105483E-004   0.00000        53.8925        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.907541E-010  0.250581E-003   0.00000       0.904101E-002  0.216233        0.00000       0.196394E-006   0.00000        0.00000        0.00000        0.00000       0.210550E-003  0.107943E-009   0.00000        0.00000        0.00000        0.00000       0.843018E-003  0.141701E-002  0.110030E-001  0.218872E-002   0.00000        0.00000       0.487811E-020  0.686853E-003  0.532008       0.226687E-006  0.121468E-007  0.824677E-025   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.494394E-001  0.187304E-001   0.00000       0.864178E-002  0.335236E-010   0.00000        0.00000        0.00000        0.00000       0.475594E-023  0.536819E-002   0.00000        0.00000        0.00000        0.00000       0.648316E-010  0.831076E-013  0.516452E-021  0.126588E-022  0.410477E-025  0.507809E-044  0.198424E-011  0.366963E-027  0.526052E-013  0.235786E-025  0.117470E-014  0.247375E-030  0.145200       0.664002       0.216351E-008  0.234960E-012  0.407860E-009   0.00000       0.408274        3.20875      -0.125572E-001   31.2963       0.773488        1.66526     
  61.8000        619.000       0.100864        0.00000       0.277516E-002  0.440707E-005  0.379380E-006  0.138406E-003  0.412986E-003   0.00000        0.00000       0.534930E-001  0.589375E-005   0.00000        53.8988        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.906755E-010  0.250653E-003   0.00000       0.904557E-002  0.216337        0.00000       0.315646E-002   0.00000        0.00000        0.00000        0.00000       0.209942E-003  0.429083E-009   0.00000        0.00000        0.00000        0.00000       0.842552E-003  0.890603E-004  0.276092E-002  0.218814E-002   0.00000        0.00000       0.775750E-019  0.172444E-003  0.532021       0.228871E-003  0.195022E-003  0.210555E-019   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.492977E-001  0.186763E-001   0.00000       0.861702E-002  0.536979E-006   0.00000        0.00000        0.00000        0.00000       0.120270E-020  0.536832E-002   0.00000        0.00000        0.00000        0.00000       0.650195E-010  0.335179E-009  0.331227E-016  0.129107E-016  0.665740E-018  0.208274E-034  0.794484E-011  0.237613E-019  0.840914E-012  0.609536E-017  0.749695E-013  0.255311E-021  0.145200       0.664002       0.218429E-005  0.237355E-009  0.655201E-005   0.00000       0.408514        3.20899      -0.127871E-001   31.2963       0.773479        1.65867     
  61.9000        620.000       0.100665        0.00000       0.276943E-002  0.439852E-005  0.379663E-006  0.138506E-003  0.406213E-003   0.00000        0.00000       0.533658E-001  0.105399E-004   0.00000        53.8925        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.907541E-010  0.250581E-003   0.00000       0.904101E-002  0.216233        0.00000       0.196394E-006   0.00000        0.00000        0.00000        0.00000       0.210550E-003  0.107943E-009   0.00000        0.00000        0.00000        0.00000       0.843018E-003  0.141701E-002  0.110030E-001  0.218872E-002   0.00000        0.00000       0.487811E-020  0.686853E-003  0.532008       0.226687E-006  0.121468E-007  0.824677E-025   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.494394E-001  0.187304E-001   0.00000       0.864178E-002  0.335236E-010   0.00000        0.00000        0.00000        0.00000       0.475594E-023  0.536819E-002   0.00000        0.00000        0.00000        0.00000       0.648316E-010  0.831076E-013  0.516452E-021  0.126588E-022  0.410477E-025  0.507809E-044  0.198424E-011  0.366963E-027  0.526052E-013  0.235786E-025  0.117470E-014  0.247375E-030  0.145200       0.664002       0.216351E-008  0.234960E-012  0.407860E-009   0.00000       0.408274        3.20875      -0.125572E-001   31.2963       0.773488        1.66526     
  62.0000        621.000       0.100818        0.00000       0.277390E-002  0.440507E-005  0.379209E-006  0.138344E-003  0.412799E-003   0.00000        0.00000       0.534688E-001  0.589109E-005   0.00000        53.8988        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.906755E-010  0.250653E-003   0.00000       0.904557E-002  0.216337        0.00000       0.315646E-002   0.00000        0.00000        0.00000        0.00000       0.209942E-003  0.429083E-009   0.00000        0.00000        0.00000        0.00000       0.842552E-003  0.890603E-004  0.276092E-002  0.218814E-002   0.00000        0.00000       0.775750E-019  0.172444E-003  0.532021       0.228871E-003  0.195022E-003  0.210555E-019   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.492977E-001  0.186763E-001   0.00000       0.861702E-002  0.536979E-006   0.00000        0.00000        0.00000        0.00000       0.120270E-020  0.536832E-002   0.00000        0.00000        0.00000        0.00000       0.650195E-010  0.335179E-009  0.331227E-016  0.129107E-016  0.665740E-018  0.208274E-034  0.794484E-011  0.237613E-019  0.840914E-012  0.609536E-017  0.749695E-013  0.255311E-021  0.145200       0.664002       0.218429E-005  0.237355E-009  0.655201E-005   0.00000       0.408514        3.20899      -0.127871E-001   31.2963       0.773479        1.65867     
  62.1000        622.000       0.100710        0.00000       0.277068E-002  0.440051E-005  0.379834E-006  0.138569E-003  0.406397E-003   0.00000        0.00000       0.533899E-001  0.105447E-004   0.00000        53.8925        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.907541E-010  0.250581E-003   0.00000       0.904101E-002  0.216233        0.00000       0.196394E-006   0.00000        0.00000        0.00000        0.00000       0.210550E-003  0.107943E-009   0.00000        0.00000        0.00000        0.00000       0.843018E-003  0.141701E-002  0.110030E-001  0.218872E-002   0.00000        0.00000       0.487811E-020  0.686853E-003  0.532008       0.226687E-006  0.121468E-007  0.824677E-025   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.494394E-001  0.187304E-001   0.00000       0.864178E-002  0.335236E-010   0.00000        0.00000        0.00000        0.00000       0.475594E-023  0.536819E-002   0.00000        0.00000        0.00000        0.00000       0.648316E-010  0.831076E-013  0.516452E-021  0.126588E-022  0.410477E-025  0.507809E-044  0.198424E-011  0.366963E-027  0.526052E-013  0.235786E-025  0.117470E-014  0.247375E-030  0.145200       0.664002       0.216351E-008  0.234960E-012  0.407860E-009   0.00000       0.408274        3.20875      -0.125572E-001   31.2963       0.773488        1.66526     
  62.2000        623.000       0.100745        0.00000       0.277163E-002  0.440201E-005  0.379964E-006  0.138616E-003  0.406535E-003   0.00000        0.00000       0.534082E-001  0.105483E-004   0.00000        53.8925        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.907541E-010  0.250581E-003   0.00000       0.904101E-002  0.216233        0.00000       0.196394E-006   0.00000        0.00000        0.00000        0.00000       0.210550E-003  0.107943E-009   0.00000        0.00000        0.00000        0.00000       0.843018E-003  0.141701E-002  0.110030E-001  0.218872E-002   0.00000        0.00000       0.487811E-020  0.686853E-003  0.532008       0.226687E-006  0.121468E-007  0.824677E-025   0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000       0.494394E-001  0.187304E-001   0.00000       0.864178E-002  0.335236E-010   0.00000        0.00000        0.00000        0.00000       0.475594E-023  0.536819E-002   0.00000        0.00000        0.00000        0.00000       0.648316E-010  0.831076E-013  0.516452E-021  0.126588E-022  0.410477E-025  0.507809E-044  0.198424E-011  0.366963E-027  0.526052E-013  0.235786E-025  0.117470E-014  0.247375E-030  0.145200       0.664002       0.216351E-008  0.234960E-012  0.407860E-009   0.00000       0.408274        3.20875      -0.125572E-001   31.2963       0.773488        1.66526     
