|6.6.6
gloss1db_1.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          26
node#          P(bar)         T(K)           Stlp           Omph(GHP)      Omph(GHP)      clin           ab             san            q              stlb           cc             pyr            gph            Mica(CF)       Pu             law            arag           COH-Fluid+     Do(HP)         diam           M(HP)          coe            Grt(JH)        ky             stv           
  140.000        13901.0        383.254        91.6483        37.7673                 NaN   38.4515        91.6483        38.4515        91.6483        91.6483        38.4515        38.4515        24.9835        24.7769        37.7673        61.0242        38.9285        100.000        4.50319                 NaN            NaN            NaN            NaN            NaN            NaN
  141.000        14001.0        383.895        91.6538        37.7652                 NaN   38.4494        91.6538        38.4494        91.6538        91.6538        38.4494        38.4494        24.9610        24.7548        37.7652        61.0301        38.9112        100.000        4.52067                 NaN            NaN            NaN            NaN            NaN            NaN
  142.000        14101.0        384.534        91.6587        37.7669                 NaN   38.4512        91.6587        38.4512        91.6587        91.6587        38.4512        38.4512        24.9500        24.7440        37.7669        61.0355        38.9042        100.000        4.53133                 NaN            NaN            NaN            NaN            NaN            NaN
  143.000        14201.0        385.170        91.6645        37.7633                 NaN   38.4478        91.6645        38.4478        91.6645        91.6645        38.4478        38.4478        24.9282        24.7225        37.7633        61.0415        38.8870        100.000        4.54696                 NaN            NaN            NaN            NaN            NaN            NaN
  144.000        14301.0        385.803        91.6698        37.7624                 NaN   38.4470        91.6698        38.4470        91.6698        91.6698        38.4470        38.4470        24.9119        24.7064        37.7624        61.0472        38.8749        100.000        4.55999                 NaN            NaN            NaN            NaN            NaN            NaN
  145.000        14401.0        386.434        91.6744        37.7652                 NaN   38.4499        91.6744        38.4499        91.6744        91.6744        38.4499        38.4499        24.9032        24.6979        37.7652        61.0524        38.8701        100.000        4.56951                 NaN            NaN            NaN            NaN            NaN            NaN
  146.000        14501.0        387.062        91.6804        37.7605                 NaN   38.4453        91.6804        38.4453        91.6804        91.6804        38.4453        38.4453        24.8794        24.6744        37.7605        61.0585        38.8508        100.000        4.58603                 NaN            NaN            NaN            NaN            NaN            NaN
  147.000        14601.0        387.687        91.6857        37.7596                 NaN   38.4445        91.6857        38.4445        91.6857        91.6857        38.4445        38.4445        24.8628        24.6582        37.7596        61.0642        38.8385        100.000        4.59923                 NaN            NaN            NaN            NaN            NaN            NaN
  148.000        14701.0        388.310        91.6910        37.7587                 NaN   38.4438        91.6910        38.4438        91.6910        91.6910        38.4438        38.4438        24.8471        24.6426        37.7587        61.0698        38.8269        100.000        4.61190                 NaN            NaN            NaN            NaN            NaN            NaN
  149.000        14801.0        388.930        91.6963        37.7574                 NaN   38.4425        91.6963        38.4425        91.6963        91.6963        38.4425        38.4425        24.8288        24.6247        37.7574        61.0755        38.8132        100.000        4.62632                 NaN            NaN            NaN            NaN            NaN            NaN
  150.000        14901.0        389.547        91.7018        37.7540                 NaN   38.4393        91.7018        38.4393        91.7018        91.7018        38.4393        38.4393        24.8008        24.5971        37.7540        61.0813        38.7913        100.000        4.64774                 NaN            NaN            NaN            NaN            NaN            NaN
  151.000        15001.0        390.162        91.7067        37.7560                 NaN   38.4414        91.7067        38.4414        91.7067        91.7067        38.4414        38.4414        24.7987        24.5950        37.7560        61.0867        38.7911        100.000        4.65068                 NaN            NaN            NaN            NaN            NaN            NaN
  152.000        15101.0        390.775        91.7097        37.7646                 NaN   38.4501        91.7097        38.4501        91.7097        91.7097        38.4501        38.4501        24.7902        24.5869        37.7646        61.0911        38.7891        100.000        4.66374                 NaN            NaN            NaN            NaN            NaN            NaN
  153.000        15201.0        391.385        91.7138        37.7681                 NaN   38.4537        91.7138        38.4537        91.7138        91.7138        38.4537        38.4537        24.7723        24.5694        37.7681        61.0961        38.7778        100.000        4.68143                 NaN            NaN            NaN            NaN            NaN            NaN
  154.000        15301.0        391.993        91.7190        37.7673                 NaN   38.4529        91.7190        38.4529        91.7190        91.7190        38.4529        38.4529        24.7565        24.5538        37.7673        61.1017        38.7661        100.000        4.69400                 NaN            NaN            NaN            NaN            NaN            NaN
  155.000        15401.0        392.599        91.7241        37.7664                 NaN   38.4522        91.7241        38.4522        91.7241        91.7241        38.4522        38.4522        24.7407        24.5383        37.7664        61.1073        38.7544        100.000        4.70659                 NaN            NaN            NaN            NaN            NaN            NaN
  156.000        15501.0        393.202        91.7292        37.7656                 NaN   38.4515        91.7292        38.4515        91.7292        91.7292        38.4515        38.4515        24.7250        24.5228        37.7656        61.1128        38.7428        100.000        4.71932                 NaN            NaN            NaN            NaN            NaN            NaN
  157.000        15601.0        393.804        91.7344        37.7648                 NaN   38.4508        91.7344        38.4508        91.7344        91.7344        38.4508        38.4508        24.7094        24.5075        37.7648        61.1184        38.7313        100.000        4.73205                 NaN            NaN            NaN            NaN            NaN            NaN
  158.000        15701.0        394.404        91.7393        37.7657                 NaN   38.4518        91.7393        38.4518        91.7393        91.7393        38.4518        38.4518        24.7022        24.5004        37.7657        61.1238        38.7269        100.000        4.73838                 NaN            NaN            NaN            NaN            NaN            NaN
  159.000        15801.0        395.003        91.7444        37.7649                 NaN   38.4511        91.7444        38.4511        91.7444        91.7444        38.4511        38.4511        24.6866        24.4851        37.7649        61.1293        38.7154        100.000        4.75084                 NaN            NaN            NaN            NaN            NaN            NaN
  160.000        15901.0        395.601        91.7494        37.7640                 NaN   38.4503        91.7494        38.4503        91.7494        91.7494        38.4503        38.4503        24.6710        24.4697        37.7640        61.1348        38.7039        100.000        4.76327                 NaN            NaN            NaN            NaN            NaN            NaN
  161.000        16001.0        396.197        91.7545        37.7632                 NaN   38.4496        91.7545        38.4496        91.7545        91.7545        38.4496        38.4496        24.6555        24.4545        37.7632        61.1403        38.6924        100.000        4.77582                 NaN            NaN            NaN            NaN            NaN            NaN
  162.000        16101.0        396.792        91.7595        37.7624                 NaN   38.4489        91.7595        38.4489        91.7595        91.7595        38.4489        38.4489        24.6400        24.4392        37.7624        61.1458        38.6810        100.000        4.78818                 NaN            NaN            NaN            NaN            NaN            NaN
  163.000        16201.0        397.386        91.7645        37.7617                 NaN   38.4483        91.7645        38.4483        91.7645        91.7645        38.4483        38.4483        24.6250        24.4244        37.7617        61.1513        38.6700        100.000        4.80021                 NaN            NaN            NaN            NaN            NaN            NaN
  164.000        16301.0        397.979        91.7693        37.7625                 NaN   38.4493        91.7693        38.4493        91.7693        91.7693        38.4493        38.4493        24.6176        24.4172        37.7625        61.1566        38.6654        100.000        4.80694                 NaN            NaN            NaN            NaN            NaN            NaN
  165.000        16401.0        398.573        91.7743        37.7617                 NaN   38.4485        91.7743        38.4485        91.7743        91.7743        38.4485        38.4485        24.6023        24.4021        37.7617        61.1621        38.6540        100.000        4.81920                 NaN            NaN            NaN            NaN            NaN            NaN
  166.000        16501.0        399.166        91.7796        37.7581                 NaN   38.4450        91.7796        38.4450        91.7796        91.7796        38.4450        38.4450        24.5730        24.3733        37.7581        61.1678        38.6311        100.000        4.84143                 NaN            NaN            NaN            NaN            NaN            NaN
  167.000        16601.0        399.760        91.7840        37.7619                 NaN   38.4489        91.7840        38.4489        91.7840        91.7840        38.4489        38.4489        24.5800        24.3802        37.7619        61.1728        38.6385        100.000        4.83782                 NaN            NaN            NaN            NaN            NaN            NaN
  168.000        16701.0        400.354        91.7890        37.7611                 NaN   38.4482        91.7890        38.4482        91.7890        91.7890        38.4482        38.4482        24.5647        24.3652        37.7611        61.1783        38.6272        100.000        4.84999                 NaN            NaN            NaN            NaN            NaN            NaN
  169.000        16801.0        400.948        91.7939        37.7603                 NaN   38.4475        91.7939        38.4475        91.7939        91.7939        38.4475        38.4475        24.5495        24.3502        37.7603        61.1837        38.6160        100.000        4.86215                 NaN            NaN            NaN            NaN            NaN            NaN
  170.000        16901.0        401.544        91.7986        37.7612                 NaN   38.4485        91.7986        38.4485        91.7986        91.7986        38.4485        38.4485        24.5426        24.3434        37.7612        61.1889        38.6118        100.000        4.86848                 NaN            NaN            NaN            NaN            NaN            NaN
  171.000        17001.0        402.141        91.8035        37.7604                 NaN   38.4478        91.8035        38.4478        91.8035        91.8035        38.4478        38.4478        24.5275        24.3285        37.7604        61.1943        38.6006        100.000        4.88057                 NaN            NaN            NaN            NaN            NaN            NaN
  172.000        17101.0        402.740        91.8083        37.7596                 NaN   38.4471        91.8083        38.4471        91.8083        91.8083        38.4471        38.4471        24.5124        24.3137        37.7596        61.1997        38.5895        100.000        4.89262                 NaN            NaN            NaN            NaN            NaN            NaN
  173.000        17201.0        403.342        91.8130        37.7605                 NaN   38.4481        91.8130        38.4481        91.8130        91.8130        38.4481        38.4481        24.5056        24.3070        37.7605        61.2049        38.5853        100.000        4.89892                 NaN            NaN            NaN            NaN            NaN            NaN
  174.000        17301.0        403.945        91.8178        37.7597                 NaN   38.4474        91.8178        38.4474        91.8178        91.8178        38.4474        38.4474        24.4905        24.2922        37.7597        61.2103        38.5742        100.000        4.91092                 NaN            NaN            NaN            NaN            NaN            NaN
  175.000        17401.0        404.552        91.8224        37.7606                 NaN   38.4484        91.8224        38.4484        91.8224        91.8224        38.4484        38.4484        24.4837        24.2855        37.7606        61.2155        38.5700        100.000        4.91720                 NaN            NaN            NaN            NaN            NaN            NaN
  176.000        17501.0        405.162        91.8272        37.7598                 NaN   38.4477        91.8272        38.4477        91.8272        91.8272        38.4477        38.4477        24.4687        24.2707        37.7598        61.2208        38.5590        100.000        4.92914                 NaN            NaN            NaN            NaN            NaN            NaN
  177.000        17601.0        405.776        91.8318        37.7607                 NaN   38.4487        91.8318        38.4487        91.8318        91.8318        38.4487        38.4487        24.4619        24.2640        37.7607        61.2259        38.5548        100.000        4.93523                 NaN            NaN            NaN            NaN            NaN            NaN
  178.000        17701.0        406.394        91.8365        37.7605                 NaN   38.4485        91.8365        38.4485        91.8365        91.8365        38.4485        38.4485        24.4496        24.2519        37.7605        61.2312        38.5460        100.000        4.94541                 NaN            NaN            NaN            NaN            NaN            NaN
  179.000        17801.0        407.017        91.8411        37.7608                 NaN   38.4490        91.8411        38.4490        91.8411        91.8411        38.4490        38.4490        24.4402        24.2427        37.7608        61.2364        38.5397        100.000        4.95334                 NaN            NaN            NaN            NaN            NaN            NaN
  180.000        17901.0        407.645        91.8457        37.7612                 NaN   38.4495        91.8457        38.4495        91.8457        91.8457        38.4495        38.4495        24.4311        24.2337        37.7612        61.2415        38.5335        100.000        4.96120                 NaN            NaN            NaN            NaN            NaN            NaN
  181.000        18001.0        408.279        91.8503        37.7609                 NaN   38.4493        91.8503        38.4493        91.8503        91.8503        38.4493        38.4493        24.4187        24.2215        37.7609        61.2467        38.5246        100.000        4.97139                 NaN            NaN            NaN            NaN            NaN            NaN
  182.000        18101.0        408.919        91.8548        37.7617                 NaN   38.4502        91.8548        38.4502        91.8548        91.8548        38.4502        38.4502        24.4119        24.2149        37.7617        61.2518        38.5204        100.000        4.97741                 NaN            NaN            NaN            NaN            NaN            NaN
  183.000        18201.0        409.566        91.8594        37.7614                 NaN   38.4500        91.8594        38.4500        91.8594        91.8594        38.4500        38.4500        24.3995        24.2027        37.7614        61.2570        38.5115        100.000        4.98752                 NaN            NaN            NaN            NaN            NaN            NaN
  184.000        18301.0        410.220        91.8639        37.7618                 NaN   38.4505        91.8639        38.4505        91.8639        91.8639        38.4505        38.4505        24.3904        24.1938        37.7618        61.2621        38.5054        100.000        4.99535                 NaN            NaN            NaN            NaN            NaN            NaN
  185.000        18401.0        410.882        91.8665        37.7707                 NaN   38.4594        91.8665        38.4594        91.8665        91.8665        38.4594        38.4594        24.3868        24.1905        37.7707        61.2662        38.5070        100.000        5.00471                 NaN            NaN            NaN            NaN            NaN            NaN
  186.000        18501.0        411.553        91.8696        37.7775                 NaN   38.4663        91.8696        38.4663        91.8696        91.8696        38.4663        38.4663        24.3825        24.1863        37.7775        61.2705        38.5072        100.000        5.01323                 NaN            NaN            NaN            NaN            NaN            NaN
  187.000        18601.0        412.233        91.8739        37.7787                 NaN   38.4676        91.8739        38.4676        91.8739        91.8739        38.4676        38.4676        24.3759        24.1799        37.7787        61.2755        38.5033        100.000        5.01949                 NaN            NaN            NaN            NaN            NaN            NaN
  188.000        18701.0        412.923        91.8782        37.7799                 NaN   38.4689        91.8782        38.4689        91.8782        91.8782        38.4689        38.4689        24.3712        24.1753        37.7799        61.2804        38.5008        100.000        5.02403                 NaN            NaN            NaN            NaN            NaN            NaN
  189.000        18801.0        413.623        91.8827        37.7794                 NaN   38.4685        91.8827        38.4685        91.8827        91.8827        38.4685        38.4685        24.3582        24.1625        37.7794        61.2855        38.4913        100.000        5.03461                 NaN            NaN            NaN            NaN            NaN            NaN
  190.000        18901.0        414.335        91.8871        37.7795                 NaN   38.4687        91.8871        38.4687        91.8871        91.8871        38.4687        38.4687        24.3479        24.1524        37.7795        61.2906        38.4842        100.000        5.04323                 NaN            NaN            NaN            NaN            NaN            NaN
  191.000        19001.0        415.058        91.8914        37.7803                 NaN   38.4696        91.8914        38.4696        91.8914        91.8914        38.4696        38.4696        24.3413        24.1459        37.7803        61.2955        38.4801        100.000        5.04916                 NaN            NaN            NaN            NaN            NaN            NaN
  192.000        19101.0        415.795        91.8955        37.7811                 NaN   38.4704        91.8955        38.4704        91.8955        91.8955        38.4704        38.4704        24.3346        24.1393        37.7811        61.3003        38.4759        100.000        5.05523                 NaN            NaN            NaN            NaN            NaN            NaN
  193.000        19201.0        416.544        91.7623        37.6117                 NaN   38.3016        91.7623        38.3016        91.7623        91.7623        38.3016        38.3016        24.1544        24.1544        37.6117        61.1485        38.3061        100.000        5.05965        91.8948                 NaN            NaN            NaN            NaN            NaN
  194.000        19301.0        417.308        91.7664        37.6141                 NaN   38.3040        91.7664        38.3040        91.7664        91.7664        38.3040        38.3040        24.1557        24.1557        37.6141        61.1532        38.3086        100.000        5.06005        91.8989                 NaN            NaN            NaN            NaN            NaN
  195.000        19401.0        418.087        91.7706        37.6151                 NaN   38.3051        91.7706        38.3051        91.7706        91.7706        38.3051        38.3051        24.1498        24.1498        37.6151        61.1582        38.3051        100.000        5.06545        91.9031                 NaN            NaN            NaN            NaN            NaN
  196.000        19501.0        418.882        91.7746        37.6175                 NaN   38.3076        91.7746        38.3076        91.7746        91.7746        38.3076        38.3076        24.1511        24.1511        37.6175        61.1629        38.3076        100.000        5.06586        91.9071                 NaN            NaN            NaN            NaN            NaN
  197.000        19601.0        419.694        91.7786        37.6199                 NaN   38.3100        91.7786        38.3100        91.7786        91.7786        38.3100        38.3100        24.1523        24.1523        37.6199        61.1676        38.3100        100.000        5.06617        91.9111                 NaN            NaN            NaN            NaN            NaN
  198.000        19701.0        420.523        91.7826        37.6222                 NaN   38.3125        91.7826        38.3125        91.7826        91.7826        38.3125        38.3125        24.1535        24.1535        37.6222        61.1722        38.3125        100.000        5.06649        91.9151                 NaN            NaN            NaN            NaN            NaN
  199.000        19801.0        421.371        91.7866        37.6246                 NaN   38.3149        91.7866        38.3149        91.7866        91.7866        38.3149        38.3149        24.1548        24.1548        37.6246        61.1769        38.3149        100.000        5.06687        91.9191                 NaN            NaN            NaN            NaN            NaN
  200.000        19901.0        422.238        91.7905        37.6269                 NaN   38.3173        91.7905        38.3173        91.7905        91.7905        38.3173        38.3173        24.1560        24.1560        37.6269        61.1815        38.3173        100.000        5.06712        91.9230                 NaN            NaN            NaN            NaN            NaN
  201.000        20001.0        423.126        91.7944        37.6292                 NaN   38.3197        91.7944        38.3197        91.7944        91.7944        38.3197        38.3197        24.1572        24.1572        37.6292        61.1862        38.3197        100.000        5.06751        91.9270                 NaN            NaN            NaN            NaN            NaN
  202.000        20101.0        424.035        91.7983        37.6315                 NaN   38.3221        91.7983        38.3221        91.7983        91.7983        38.3221        38.3221        24.1584        24.1584        37.6315        61.1908        38.3221        100.000        5.06778        91.9308                 NaN            NaN            NaN            NaN            NaN
  203.000        20201.0        424.967        91.8021        37.6338                 NaN   38.3244        91.8021        38.3244        91.8021        91.8021        38.3244        38.3244        24.1596        24.1596        37.6338        61.1954        38.3244        100.000        5.06813        91.9347                 NaN            NaN            NaN            NaN            NaN
  204.000        20301.0        425.922        91.8059        37.6361                 NaN   38.3268        91.8059        38.3268        91.8059        91.8059        38.3268        38.3268        24.1608        24.1608        37.6361        61.1999        38.3268        100.000        5.06851        91.9385                 NaN            NaN            NaN            NaN            NaN
  205.000        20401.0        426.901        91.8097        37.6384                 NaN   38.3292        91.8097        38.3292        91.8097        91.8097        38.3292        38.3292        24.1619        24.1619        37.6384        61.2045        38.3292        100.000        5.06877        91.9423                 NaN            NaN            NaN            NaN            NaN
  206.000        20501.0        427.906        91.8135        37.6406                 NaN   38.3315        91.8135        38.3315        91.8135        91.8135        38.3315        38.3315        24.1631        24.1631        37.6406        61.2090        38.3315        100.000        5.06914        91.9461                 NaN            NaN            NaN            NaN            NaN
  207.000        20601.0        428.938        91.8140        37.6588                 NaN   38.3497        91.8140        38.3497        91.8140        91.8140        38.3497        38.3497        24.1764        24.1764        37.6588        61.2118        38.3497        100.000        5.07091        91.9465                 NaN            NaN            NaN            NaN            NaN
  208.000        20701.0        429.997        91.8177        37.6610                 NaN   38.3520        91.8177        38.3520        91.8177        91.8177        38.3520        38.3520        24.1776        24.1776        37.6610        61.2162        38.3520        100.000        5.07120        91.9502                 NaN            NaN            NaN            NaN            NaN
  209.000        20801.0        431.086        91.8213        37.6632                 NaN   38.3543        91.8213        38.3543        91.8213        91.8213        38.3543        38.3543        24.1788        24.1788        37.6632        61.2207        38.3543        100.000        5.07152        91.9539                 NaN            NaN            NaN            NaN            NaN
  210.000        20901.0        432.204        91.8250        37.6654                 NaN   38.3565        91.8250        38.3565        91.8250        91.8250        38.3565        38.3565        24.1799        24.1799        37.6654        61.2251        38.3565        100.000        5.07179        91.9575                 NaN            NaN            NaN            NaN            NaN
  211.000        21001.0        433.354        91.8286        37.6676                 NaN   38.3588        91.8286        38.3588        91.8286        91.8286        38.3588        38.3588        24.1811        24.1811        37.6676        61.2295        38.3588        100.000        5.07212        91.9612                 NaN            NaN            NaN            NaN            NaN
  212.000        21101.0        434.537        91.8321        37.6698                 NaN   38.3611        91.8321        38.3611        91.8321        91.8321        38.3611        38.3611        24.1822        24.1822        37.6698        61.2339        38.3611        100.000        5.07246        91.9647                 NaN            NaN            NaN            NaN            NaN
  213.000        21201.0        435.753        91.8357        37.6719                 NaN   38.3633        91.8357        38.3633        91.8357        91.8357        38.3633        38.3633        24.1833        24.1833        37.6719        61.2382        38.3633        100.000        5.07273        91.9683                 NaN            NaN            NaN            NaN            NaN
  214.000        21301.0        437.005        91.8392        37.6741                 NaN   38.3655        91.8392        38.3655        91.8392        91.8392        38.3655        38.3655        24.1845        24.1845        37.6741        61.2425        38.3655        100.000        5.07304        91.9718                 NaN            NaN            NaN            NaN            NaN
  215.000        21401.0        438.293        91.8426        37.6762                 NaN   38.3677        91.8426        38.3677        91.8426        91.8426        38.3677        38.3677        24.1856        24.1856        37.6762        61.2468        38.3677        100.000        5.07333        91.9753                 NaN            NaN            NaN            NaN            NaN
  216.000        21501.0        439.619        91.8428        37.6936                 NaN   38.3852        91.8428        38.3852        91.8428        91.8428        38.3852        38.3852        24.1977        24.1977        37.6936        61.2494        38.3852        100.000        5.07510        91.9753       0.359731E-003            NaN            NaN            NaN            NaN
  217.000        21601.0        440.984        91.8462        37.6957                 NaN   38.3874        91.8462        38.3874        91.8462        91.8462        38.3874        38.3874        24.1988        24.1988        37.6957        61.2537        38.3874        100.000        5.07539        91.9788       0.359704E-003            NaN            NaN            NaN            NaN
  218.000        21701.0        442.390        91.8497        37.6949                 NaN   38.3866        91.8497        38.3866        91.8497        91.8497        38.3866        38.3866        24.1943        24.1943        37.6949        61.2579        38.3866        100.000        5.07583        91.9822       0.222745E-002            NaN            NaN            NaN            NaN
  219.000        21801.0        443.839        91.8532        37.6876                 NaN   38.3794        91.8532        38.3794        91.8532        91.8532        38.3794        38.3794        24.1771        24.1771        37.6876        61.2622        38.3794        100.000        5.07653        91.9857       0.826926E-002            NaN            NaN            NaN            NaN
  220.000        21901.0        445.330        91.8565        37.6896                 NaN   38.3815        91.8565        38.3815        91.8565        91.8565        38.3815        38.3815        24.1782        24.1782        37.6896        61.2664        38.3815        100.000        5.07690        91.9889       0.826713E-002            NaN            NaN            NaN            NaN
  221.000        22001.0        446.867        91.8598        37.6875                 NaN   38.3794        91.8598        38.3794        91.8598        91.8598        38.3794        38.3794        24.1713        24.1713        37.6875        61.2706        38.3794        100.000        5.07726        91.9922       0.108912E-001            NaN            NaN            NaN            NaN
  222.000        22101.0        448.451        91.8599        37.7001                 NaN   38.3921        91.8599        38.3921        91.8599        91.8599        38.3921        38.3921        24.1741        24.1741        37.7001        61.2730        38.3921        100.000        5.07926        91.9921       0.143622E-001            NaN            NaN            NaN            NaN
  223.000        22201.0        450.083        91.8632        37.6958                 NaN   38.3879        91.8632        38.3879        91.8632        91.8632        38.3879        38.3879        24.1631        24.1631        37.6958        61.2771        38.3879        100.000        5.07976        91.9954       0.183552E-001            NaN            NaN            NaN            NaN
  224.000        22301.0        451.764        91.8663        37.6973                 NaN   38.3894        91.8663        38.3894        91.8663        91.8663        38.3894        38.3894        24.1631        24.1631        37.6973        61.2812        38.3894        100.000        5.08014        91.9985       0.186811E-001            NaN            NaN            NaN            NaN
  225.000        22401.0        453.498        91.8667        37.7079                 NaN   38.4001        91.8667        38.4001        91.8667        91.8667        38.4001        38.4001        24.1655        24.1655        37.7079        61.2838        38.4001        100.000        5.08184        91.9988       0.215416E-001            NaN            NaN            NaN            NaN
  226.000        22501.0        455.284        91.8692        37.7116                 NaN   38.4039        91.8692        38.4039        91.8692        91.8692        38.4039        38.4039        24.1669        24.1669        37.7116        61.2874        38.4039        100.000        5.08236        92.0011       0.221540E-001            NaN            NaN            NaN            NaN
  227.000        22601.0        457.125        91.8722        37.7068                 NaN   38.3992        91.8722        38.3992        91.8722        91.8722        38.3992        38.3992        24.1548        24.1548        37.7068        61.2914        38.3992        100.000        5.08288        92.0042       0.264673E-001            NaN            NaN            NaN            NaN
  228.000        22701.0        459.023        91.8734        37.7146                 NaN   38.4070        91.8734        38.4070        91.8734        91.8734        38.4070        38.4070        24.1567        24.1567        37.7146        61.2943        38.4070        100.000        5.08409        92.0052       0.284034E-001            NaN            NaN            NaN            NaN
  229.000        22801.0        460.979        91.8748        37.7211                 NaN   38.4136        91.8748        38.4136        91.8748        91.8748        38.4136        38.4136        24.1585        24.1585        37.7211        61.2974        38.4136        100.000        5.08509        92.0065       0.299412E-001            NaN            NaN            NaN            NaN
  230.000        22901.0        462.995        91.8775        37.7228                 NaN   38.4154        91.8775        38.4154        91.8775        91.8775        38.4154        38.4154        24.1594        24.1594        37.7228        61.3012        38.4154        100.000        5.08529        92.0092       0.299400E-001            NaN            NaN            NaN            NaN
  231.000        23001.0        465.074        91.8770        37.7352                 NaN   38.4279        91.8770        38.4279        91.8770        91.8770        38.4279        38.4279        24.1621        24.1621        37.7352        61.3033        38.4279        100.000        5.08729        92.0086       0.334193E-001            NaN            NaN            NaN            NaN
  232.000        23101.0        467.216        91.8764        37.7506                 NaN   38.4433        91.8764        38.4433        91.8764        91.8764        38.4433        38.4433        24.1703        24.1703        37.7506        61.3052        38.4433        100.000        5.08891        92.0079       0.349799E-001            NaN            NaN            NaN            NaN
  233.000        23201.0        469.424        91.8790        37.7523                 NaN   38.4451        91.8790        38.4451        91.8790        91.8790        38.4451        38.4451        24.1712        24.1712        37.7523        61.3089        38.4451        100.000        5.08916        92.0104       0.349733E-001            NaN            NaN            NaN            NaN
  234.000        23301.0        471.699        91.8783        37.7667                 NaN   38.4595        91.8783        38.4595        91.8783        91.8783        38.4595        38.4595        24.1778        24.1778        37.7667        61.3108        38.4595        100.000        5.09099        92.0095       0.371610E-001            NaN            NaN            NaN            NaN
  235.000        23401.0        474.044        91.8778        37.7687                 NaN   38.4616        91.8778        38.4616        91.8778        91.8778        38.4616        38.4616        24.1603        24.1603        37.7687        61.3128        38.4616        100.000        5.09349        92.0088       0.473191E-001            NaN            NaN            NaN            NaN
  236.000        23501.0        476.461        91.8801        37.7703                 NaN   38.4633        91.8801        38.4633        91.8801        91.8801        38.4633        38.4633        24.1612        24.1612        37.7703        61.3163        38.4633        100.000        5.09369        92.0111       0.473154E-001            NaN            NaN            NaN            NaN
  237.000        23601.0        478.952        91.8789        37.7945                 NaN   38.4875        91.8789        38.4875        91.8789        91.8789        38.4875        38.4875        24.1872        24.1872        37.7945        61.3178        38.4875        100.000        5.09505        92.0098       0.430447E-001            NaN            NaN            NaN            NaN
  238.000        23701.0        481.518        91.8810        37.7961                 NaN   38.4891        91.8810        38.4891        91.8810        91.8810        38.4891        38.4891        24.1880        24.1880        37.7961        61.3212        38.4891        100.000        5.09528        92.0119       0.430303E-001            NaN            NaN            NaN            NaN
  239.000        23801.0        484.162        91.8799        37.8126                 NaN   38.5058        91.8799        38.5058        91.8799        91.8799        38.5058        38.5058        24.1991        24.1991        37.8126        61.3228        38.5058        100.000        5.09691        92.0106       0.436770E-001            NaN            NaN            NaN            NaN
  240.000        23901.0        486.886        91.8787        37.8269                 NaN   38.5200        91.8787        38.5200        91.8787        91.8787        38.5200        38.5200        24.2057        24.2057        37.8269        61.3244        38.5200        100.000        5.09881        92.0092       0.458678E-001            NaN            NaN            NaN            NaN
  241.000        24001.0        489.693        91.8773        37.8459                 NaN   38.5392        91.8773        38.5392        91.8773        91.8773        38.5392        38.5392        24.2217        24.2217        37.8459        61.3258        38.5392        100.000        5.10031        92.0077       0.448774E-001            NaN            NaN            NaN            NaN
  242.000        24101.0        492.583        91.8760        37.8581                 NaN   38.5514        91.8760        38.5514        91.8760        91.8760        38.5514        38.5514        24.2240        24.2240        37.8581        61.3273        38.5514        100.000        5.10206        92.0062       0.483817E-001            NaN            NaN            NaN            NaN
  243.000        24201.0        495.561        91.8741        37.8779                 NaN   38.5712        91.8741        38.5712        91.8741        91.8741        38.5712        38.5712        24.2398        24.2398        37.8779        61.3284        38.5712        100.000        5.10382        92.0042       0.478670E-001            NaN            NaN            NaN            NaN
  244.000        24301.0        498.627        91.8696        37.9064                 NaN   38.5998        91.8696        38.5998        91.8696        91.8696        38.5998        38.5998        24.2569        24.2569        37.9064        61.3282        38.5998        100.000        5.10697        91.9994       0.502227E-001            NaN            NaN            NaN            NaN
  245.000        24401.0        501.785        91.8679        37.9129                 NaN   38.6063        91.8679        38.6063        91.8679        91.8679        38.6063        38.6063        24.2464        24.2464        37.9129        61.3294        38.6063        100.000        5.10927        91.9974       0.584299E-001            NaN            NaN            NaN            NaN
  246.000        24501.0        505.036        91.8662        37.9372                 NaN   38.6307        91.8662        38.6307        91.8662        91.8662        38.6307        38.6307        24.2750        24.2750        37.9372        61.3306        38.6307        100.000        5.11041        91.9956       0.528808E-001            NaN            NaN            NaN            NaN
  247.000        24601.0        508.383        91.8612        37.9637                 NaN   38.6572        91.8612        38.6572        91.8612        91.8612        38.6572        38.6572        24.2860        24.2860        37.9637        61.3300        38.6572        100.000        5.11369        91.9902       0.575768E-001            NaN            NaN            NaN            NaN
  248.000        24701.0        511.829        91.8559        37.9962                 NaN   38.6898        91.8559        38.6898        91.8559        91.8559        38.6898        38.6898        24.3094        24.3094        37.9962        61.3293        38.6898        100.000        5.11686        91.9847       0.582612E-001            NaN            NaN            NaN            NaN
  249.000        24801.0        515.376        91.8538        38.0149                 NaN   38.7085        91.8538        38.7085        91.8538        91.8538        38.7085        38.7085        24.3249        24.3249        38.0149        61.3302        38.7085        100.000        5.11837        91.9824       0.574031E-001            NaN            NaN            NaN            NaN
  250.000        24901.0        519.027        91.8451        38.0620                 NaN   38.7556        91.8451        38.7556        91.8451        91.8451        38.7556        38.7556        24.3570        24.3570        38.0620        61.3276        38.7556        100.000        5.12296        91.9732       0.592500E-001            NaN            NaN            NaN            NaN
