|6.6.6
gloss1d6_1.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          28
node#          P(bar)         T(K)           Chl(HP)        Stlp           Omph(GHP)      Omph(GHP)      ab             san            q              stlb           cc             pyr            gph            Mica(CF)       Pu             law            arag           WADDAH         Do(HP)         M(HP)          M(HP)          diam           coe            Grt(JH)        Grt(JH)        Grt(JH)        ky            
  444.000        44301.0        955.493        48.6362        54.0716        47.9186                 NaN   54.0716        48.6362        54.0716        54.0716        48.6362        48.6362        30.2991        30.2991        47.9186        54.0716        48.6362        100.000        14.6623        11.1620                 NaN   84.3900        84.3773        10.4163                 NaN            NaN            NaN
  445.000        44401.0        956.155        48.6510        54.0301        47.9333                 NaN   54.0301        48.6510        54.0301        54.0301        48.6510        48.6510        30.3216        30.3216        47.9333        54.0301        48.6510        100.000        14.7155        11.2338                 NaN   84.3614        84.3489        10.4774                 NaN            NaN            NaN
  446.000        44501.0        956.813        48.6511        53.9970        47.9333                 NaN   53.9970        48.6511        53.9970        53.9970        48.6511        48.6511        30.3339        30.3339        47.9333        53.9970        48.6511        100.000        14.7555        11.2953                 NaN   84.3374        84.3249        10.5287                 NaN            NaN            NaN
  447.000        44601.0        957.467        48.6583        53.9617        47.9404                 NaN   53.9617        48.6583        53.9617        53.9617        48.6583        48.6583        30.3499        30.3499        47.9404        53.9617        48.6583        100.000        14.8014        11.3731                 NaN   84.3133        84.3009        10.5830                 NaN            NaN            NaN
  448.000        44701.0        958.117        48.6682        53.9249        47.9502                 NaN   53.9249        48.6682        53.9249        53.9249        48.6682        48.6682        30.3846        30.3846        47.9502        53.9249        48.6682        100.000        14.8542        11.4501                 NaN   84.2869        84.2745        10.6472                 NaN            NaN            NaN
  449.000        44801.0        958.763        48.6745        53.8906        47.9564                 NaN   53.8906        48.6745        53.8906        53.8906        48.6745        48.6745        30.3981        30.3981        47.9564        53.8906        48.6745        100.000        14.8975        11.5181                 NaN   84.2629        84.2507        10.6986                 NaN            NaN            NaN
  450.000        44901.0        959.406        48.6786        53.8521        47.9604                 NaN   53.8521        48.6786        53.8521        53.8521        48.6786        48.6786        30.4241        30.4241        47.9604        53.8521        48.6786        100.000        14.9531        11.6018                 NaN   84.2379        84.2257        10.7644                 NaN            NaN            NaN
  451.000        45001.0        960.044        48.6869        53.8160        47.9686                 NaN   53.8160        48.6869        53.8160        53.8160        48.6869        48.6869        30.4317        30.4317        47.9686        53.8160        48.6869        100.000        14.9907        11.6642                 NaN   84.2120        84.1999        10.8110                 NaN            NaN            NaN
  452.000        45101.0        960.680        48.6933        53.7820        47.9749                 NaN   53.7820        48.6933        53.7820        53.7820        48.6933        48.6933        30.4618        30.4618        47.9749        53.7820        48.6933        100.000        15.0401        11.7352                 NaN   84.1896        84.1775        10.8689                 NaN            NaN            NaN
  453.000        45201.0        961.311        48.6998        53.7474        47.9813                 NaN   53.7474        48.6998        53.7474        53.7474        48.6998        48.6998        30.4758        30.4758        47.9813        53.7474        48.6998        100.000        15.0838        11.7958                 NaN   84.1648        84.1529        10.9205                 NaN            NaN            NaN
  454.000        45301.0        961.940        48.7141        53.7036        47.9956                 NaN   53.7036        48.7141        53.7036        53.7036        48.7141        48.7141        30.5002        30.5002        47.9956        53.7036        48.7141        100.000        15.1387        11.8833                 NaN   84.1339        84.1221        10.9864                 NaN            NaN            NaN
  455.000        45401.0        962.565        48.7126        53.6774        47.9939                 NaN   53.6774        48.7126        53.6774        53.6774        48.7126        48.7126        30.5214        30.5214        47.9939        53.6774        48.7126        100.000        15.1790        11.9415                 NaN   84.1171        84.1053        11.0332                 NaN            NaN            NaN
  456.000        45501.0        963.186        48.7116        53.6436        47.9928                 NaN   53.6436        48.7116        53.6436        53.6436        48.7116        48.7116        30.5249        30.5249        47.9928        53.6436        48.7116        100.000        15.2113        12.0111                 NaN   84.0940        84.0821        11.0776                 NaN            NaN            NaN
  457.000        45601.0        963.805        48.7213        53.6047        48.0024                 NaN   53.6047        48.7213        53.6047        53.6047        48.7213        48.7213        30.5492        30.5492        48.0024        53.6047        48.7213        100.000        15.2665        12.0861                 NaN   84.0676        84.0559        11.1401                 NaN            NaN            NaN
  458.000        45701.0        964.420        48.7193        53.5782        48.0004                 NaN   53.5782        48.7193        53.5782        53.5782        48.7193        48.7193        30.5599        30.5599        48.0004        53.5782        48.7193        100.000        15.2956        12.1441                 NaN   84.0493        84.0376        11.1789                 NaN            NaN            NaN
  459.000        45801.0        965.032        48.7335        53.5343        48.0145                 NaN   53.5343        48.7335        53.5343        53.5343        48.7335        48.7335        30.5937        30.5937        48.0145        53.5343        48.7335        100.000        15.3602        12.2334                 NaN   84.0186        84.0071        11.2529                 NaN            NaN            NaN
  460.000        45901.0        965.641        48.7276        53.5113        48.0085                 NaN   53.5113        48.7276        53.5113        53.5113        48.7276        48.7276        30.5978        30.5978        48.0085        53.5113        48.7276        100.000        15.3836        12.2801                 NaN   84.0043        83.9928        11.2833                 NaN            NaN            NaN
  461.000        46001.0        966.248        48.7333        53.4759        48.0141                 NaN   53.4759        48.7333        53.4759        53.4759        48.7333        48.7333        30.6104        30.6104        48.0141        53.4759        48.7333        100.000        15.4252        12.3598                 NaN   83.9780        83.9666        11.3363                 NaN            NaN            NaN
  462.000        46101.0        966.851        48.7366        53.4368        48.0173                 NaN   53.4368        48.7366        53.4368        53.4368        48.7366        48.7366        30.6284        30.6284        48.0173        53.4368        48.7366        100.000        15.4745        12.4293                 NaN   83.9537        83.9422        11.3939                 NaN            NaN            NaN
  463.000        46201.0        967.452        48.7462        53.4033        48.0267                 NaN   53.4033        48.7462        53.4033        53.4033        48.7462        48.7462        30.6513        30.6513        48.0267        53.4033        48.7462        100.000        15.5179        12.5063                 NaN   83.9301        83.9188        11.4458                 NaN            NaN            NaN
  464.000        46301.0        968.049        48.7463        53.3674        48.0268                 NaN   53.3674        48.7463        53.3674        53.3674        48.7463        48.7463        30.6697        30.6697        48.0268        53.3674        48.7463        100.000        15.5656        12.5765                 NaN   83.9060        83.8947        11.5038                 NaN            NaN            NaN
  465.000        46401.0        968.644        48.7520        53.3381        48.0324                 NaN   53.3381        48.7520        53.3381        53.3381        48.7520        48.7520        30.6839        30.6839        48.0324        53.3381        48.7520        100.000        15.6000        12.6352                 NaN   83.8851        83.8740        11.5453                 NaN            NaN            NaN
  466.000        46501.0        969.237        48.7414        53.3119        48.0216                 NaN   53.3119        48.7414        53.3119        53.3119        48.7414        48.7414        30.6796        30.6796        48.0216        53.3119        48.7414        100.000        15.6250        12.6994                 NaN   83.8689        83.8577        11.5798                 NaN            NaN            NaN
  467.000        46601.0        969.827        48.7446        53.2789        48.0248                 NaN   53.2789        48.7446        53.2789        53.2789        48.7446        48.7446        30.7053        30.7053        48.0248        53.2789        48.7446        100.000        15.6707        12.7647                 NaN   83.8472        83.8360        11.6340                 NaN            NaN            NaN
  468.000        46701.0        970.414        48.7489        53.2441        48.0290                 NaN   53.2441        48.7489        53.2441        53.2441        48.7489        48.7489        30.7168        30.7168        48.0290        53.2441        48.7489        100.000        15.7119        12.8389                 NaN   83.8220        83.8110        11.6852                 NaN            NaN            NaN
  469.000        46801.0        970.998        48.7451        53.2173        48.0251                 NaN   53.2173        48.7451        53.2173        53.2173        48.7451        48.7451        30.7250        30.7250        48.0251        53.2173        48.7451        100.000        15.7406        12.8973                 NaN   83.8056        83.7945        11.7217                 NaN            NaN            NaN
  470.000        46901.0        971.581        48.7565        53.1748        48.0364                 NaN   53.1748        48.7565        53.1748        53.1748        48.7565        48.7565        30.7493        30.7493        48.0364        53.1748        48.7565        100.000        15.7971        12.9763                 NaN   83.7770        83.7661        11.7861                 NaN            NaN            NaN
  471.000        47001.0        972.161        48.7516        53.1503        48.0314                 NaN   53.1503        48.7516        53.1503        53.1503        48.7516        48.7516        30.7537        30.7537        48.0314        53.1503        48.7516        100.000        15.8194        13.0257                 NaN   83.7592        83.7482        11.8188                 NaN            NaN            NaN
  472.000        47101.0        972.738        48.7630        53.1065        48.0428                 NaN   53.1065        48.7630        53.1065        53.1065        48.7630        48.7630        30.7868        30.7868        48.0428        53.1065        48.7630        100.000        15.8852        13.1199                 NaN   83.7306        83.7198        11.8923                 NaN            NaN            NaN
  473.000        47201.0        973.313        48.7569        53.0817        48.0366                 NaN   53.0817        48.7569        53.0817        53.0817        48.7569        48.7569        30.7926        30.7926        48.0366        53.0817        48.7569        100.000        15.9109        13.1748                 NaN   83.7151        83.7042        11.9261                 NaN            NaN            NaN
  474.000        47301.0        973.886        48.7476        53.0543        48.0272                 NaN   53.0543        48.7476        53.0543        53.0543        48.7476        48.7476        30.7895        30.7895        48.0272        53.0543        48.7476        100.000        15.9358        13.2355                 NaN   83.6960        83.6852        11.9625                 NaN            NaN            NaN
  475.000        47401.0        974.457        48.7634        53.0122        48.0429                 NaN   53.0122        48.7634        53.0122        53.0122        48.7634        48.7634        30.8317        30.8317        48.0429        53.0122        48.7634        100.000        16.0012        13.3254                 NaN   83.6682        83.6575        12.0348                 NaN            NaN            NaN
  476.000        47501.0        975.026        48.7522        52.9862        48.0316                 NaN   52.9862        48.7522        52.9862        52.9862        48.7522        48.7522        30.8160        30.8160        48.0316        52.9862        48.7522        100.000        16.0142        13.3840                 NaN   83.6509        83.6401        12.0595                 NaN            NaN            NaN
  477.000        47601.0        975.593        48.7548        52.9584        48.0342                 NaN   52.9584        48.7548        52.9584        52.9584        48.7548        48.7548        30.8290        30.8290        48.0342        52.9584        48.7548        100.000        16.0473        13.4436                 NaN   83.6308        83.6201        12.1003                 NaN            NaN            NaN
  478.000        47701.0        976.157        48.7565        52.9246        48.0358                 NaN   52.9246        48.7565        52.9246        52.9246        48.7565        48.7565        30.8593        30.8593        48.0358        52.9246        48.7565        100.000        16.0984        13.5231                 NaN   83.6091        83.5984        12.1604                 NaN            NaN            NaN
  479.000        47801.0        976.720        48.7505        52.8931        48.0297                 NaN   52.8931        48.7505        52.8931        52.8931        48.7505        48.7505        30.8574        30.8574        48.0297        52.8931        48.7505        100.000        16.1268        13.5849                 NaN   83.5891        83.5783        12.1987                 NaN            NaN            NaN
  480.000        47901.0        977.280        48.7627        52.8586        48.0419                 NaN   52.8586        48.7627        52.8586        52.8586        48.7627        48.7627        30.8844        30.8844        48.0419        52.8586        48.7627        100.000        16.1762        13.6584                 NaN   83.5645        83.5540        12.2540                 NaN            NaN            NaN
  481.000        48001.0        977.839        48.7612        52.8226        48.0403                 NaN   52.8226        48.7612        52.8226        52.8226        48.7612        48.7612        30.8960        30.8960        48.0403        52.8226        48.7612        100.000        16.2180        13.7267                 NaN   83.5407        83.5302        12.3060                 NaN            NaN            NaN
  482.000        48101.0        978.395        48.7649        52.7929        48.0439                 NaN   52.7929        48.7649        52.7929        52.7929        48.7649        48.7649        30.9088        30.9088        48.0439        52.7929        48.7649        100.000        16.2520        13.7877                 NaN   83.5199        83.5096        12.3473                 NaN            NaN            NaN
  483.000        48201.0        978.950        48.7563        52.7701        48.0353                 NaN   52.7701        48.7563        52.7701        52.7701        48.7563        48.7563        30.9090        30.9090        48.0353        52.7701        48.7563        100.000        16.2717        13.8354                 NaN   83.5049        83.4945        12.3756                 NaN            NaN            NaN
  484.000        48301.0        979.503        48.7559        52.7317        48.0348                 NaN   52.7317        48.7559        52.7317        52.7317        48.7559        48.7559        30.9311        30.9311        48.0348        52.7317        48.7559        100.000        16.3246        13.9186                 NaN   83.4803        83.4699        12.4387                 NaN            NaN            NaN
  485.000        48401.0        980.054        48.7627        52.6986        48.0415                 NaN   52.6986        48.7627        52.6986        52.6986        48.7627        48.7627        30.9506        30.9506        48.0415        52.6986        48.7627        100.000        16.3652        13.9910                 NaN   83.4567        83.4464        12.4881                 NaN            NaN            NaN
  486.000        48501.0        980.604        48.7554        52.6680        48.0341                 NaN   52.6680        48.7554        52.6680        52.6680        48.7554        48.7554        30.9461        30.9461        48.0341        52.6680        48.7554        100.000        16.3906        14.0489                 NaN   83.4368        83.4265        12.5238                 NaN            NaN            NaN
  487.000        48601.0        981.151        49.0606        52.4814        48.3393                 NaN   52.4814        49.0606        52.4814        52.4814        49.0606        49.0606        31.2271        31.2271        48.3393        52.4814        49.0606        100.000        16.7319        14.3358                 NaN   83.2726        83.2624        12.8774                 NaN            NaN  0.171360     
  488.000        48701.0        981.697        49.3811        52.2814        48.6599                 NaN   52.2814        49.3811        52.2814        52.2814        49.3811        49.3811        31.5364        31.5364        48.6599        52.2814        49.3811        100.000        17.1044        14.6300                 NaN   83.0990        83.0887        13.2623                 NaN            NaN  0.352144     
  489.000        48801.0        982.241        49.7639        52.0495        49.0427                 NaN   52.0495        49.7639        52.0495        52.0495        49.7639        49.7639        31.8939        31.8939        49.0427        52.0495        49.7639        100.000        17.5326        14.9776                 NaN   82.8949        82.8847        13.7051                 NaN            NaN  0.562786     
  490.000        48901.0        982.784        50.0727        51.8602        49.3515                 NaN   51.8602        50.0727        51.8602        51.8602        50.0727        50.0727        32.1742        32.1742        49.3515        51.8602        50.0727        100.000        17.8756        15.2661                 NaN   82.7280        82.7178        14.0623                 NaN            NaN  0.744647     
  491.000        49001.0        983.325        50.4700        51.6152        49.7488                 NaN   51.6152        50.4700        51.6152        51.6152        50.4700        50.4700        32.5408        32.5408        49.7488        51.6152        50.4700        100.000        18.3263        15.6208                 NaN   82.5133        82.5031        14.5272                 NaN            NaN  0.965980     
  492.000        49101.0        983.865        50.8270        51.3965        50.1058                 NaN   51.3965        50.8270        51.3965        51.3965        50.8270        50.8270        32.8704        32.8704        50.1058        51.3965        50.8270        100.000        18.7257        15.9510                 NaN   82.3210        82.3107        14.9423                 NaN            NaN   1.17194     
  493.000        49201.0        984.403        51.1742        51.1827        50.4531                 NaN   51.1827        51.1742        51.1827        51.1827        51.1742        51.1742        33.1903        33.1903        50.4531        51.1827        51.1742        100.000        19.1150        16.2814                 NaN   82.1332        82.1230        15.3465                 NaN            NaN   1.36726     
  494.000        49301.0        984.939        51.1590        51.1590        50.4378                 NaN   51.1590        51.1590        51.1590        51.1590        51.1590        51.1590        33.1823        33.1823        50.4378        51.1590        51.1590        100.000        19.1408        16.3342                 NaN   82.1176        82.1073        15.3790                 NaN            NaN   1.37942     
  495.000        49401.0        985.474        51.1319        51.1319        50.4107                 NaN   51.1319        51.1319        51.1319        51.1319        51.1319        51.1319        33.1653        33.1653        50.4107        51.1319        51.1319        100.000        19.1657        16.3833                 NaN   82.1049        82.0946        15.4088                 NaN            NaN   1.37838     
  496.000        49501.0        986.008        51.1113        51.1113        50.3900                 NaN   51.1113        51.1113        51.1113        51.1113        51.1113        51.1113        33.1432        33.1432        50.3900        51.1113        51.1113        100.000        19.1768        16.4349                 NaN   82.0925        82.0822        15.4273                 NaN            NaN   1.38773     
  497.000        49601.0        986.540        51.0883        51.0883        50.3670                 NaN   51.0883        51.0883        51.0883        51.0883        51.0883        51.0883        33.1280        33.1280        50.3670        51.0883        51.0883        100.000        19.1959        16.4855                 NaN   82.0795        82.0690        15.4531                 NaN            NaN   1.39287     
  498.000        49701.0        987.070        51.0625        51.0625        50.3411                 NaN   51.0625        51.0625        51.0625        51.0625        51.0625        51.0625        33.1078        33.1078        50.3411        51.0625        51.0625        100.000        19.2192        16.5415                 NaN   82.0654        82.0549        15.4831                 NaN            NaN   1.39817     
  499.000        49801.0        987.599        51.0459        51.0459        50.3244                 NaN   51.0459        51.0459        51.0459        51.0459        51.0459        51.0459        33.0861        33.0861        50.3244        51.0459        51.0459        100.000        19.2300        16.5658                 NaN   82.0542        82.0436        15.4975                 NaN            NaN   1.41360     
  500.000        49901.0        988.127        49.6313        50.9944        48.9091                 NaN   50.9944        49.6313        50.9944        50.9944        49.6313        49.6313        31.6323        31.6323        48.9091        50.9944        50.9944        100.000        17.7926        17.7926                 NaN   82.0327        82.0222        15.5087                 NaN            NaN   1.43335     
  501.000        50001.0        988.654        49.6183        50.9752        48.8961                 NaN   50.9752        49.6183        50.9752        50.9752        49.6183        49.6183        31.6176        31.6176        48.8961        50.9752        50.9752        100.000        17.8135        17.8135                 NaN   82.0228        82.0122        15.5249                 NaN            NaN   1.44439     
  502.000        50101.0        989.179        49.6058        50.9569        48.8836                 NaN   50.9569        49.6058        50.9569        50.9569        49.6058        49.6058        31.6011        31.6011        48.8836        50.9569        50.9569        100.000        17.8327        17.8327                 NaN   82.0129        82.0022        15.5395                 NaN            NaN   1.45754     
  503.000        50201.0        989.703        49.5904        50.9342        48.8681                 NaN   50.9342        49.5904        50.9342        50.9342        49.5904        49.5904        31.5810        31.5810        48.8681        50.9342        50.9342        100.000        17.8581        17.8581                 NaN   82.0015        81.9908        15.5596                 NaN            NaN   1.46822     
  504.000        50301.0        990.225        49.5758        50.9146        48.8535                 NaN   50.9146        49.5758        50.9146        50.9146        49.5758        49.5758        31.5735        31.5735        48.8535        50.9146        50.9146        100.000        17.8866        17.8866                 NaN   81.9913        81.9806        15.5842                 NaN            NaN   1.47954     
  505.000        50401.0        990.747        49.5601        50.8938        48.8378                 NaN   50.8938        49.5601        50.8938        50.8938        49.5601        49.5601        31.5702        31.5702        48.8378        50.8938        50.8938        100.000        17.9192        17.9192                 NaN   81.9812        81.9704        15.6128                 NaN            NaN   1.48855     
  506.000        50501.0        991.267        49.5438        50.8711        48.8215                 NaN   50.8711        49.5438        50.8711        50.8711        49.5438        49.5438        31.5659        31.5659        48.8215        50.8711        50.8711        100.000        17.9515        17.9515                 NaN   81.9710        81.9601        15.6402                 NaN            NaN   1.49348     
  507.000        50601.0        991.785        49.5265        50.8496        48.8041                 NaN   50.8496        49.5265        50.8496        50.8496        49.5265        49.5265        31.5390        31.5390        48.8041        50.8496        50.8496        100.000        17.9708        17.9708                 NaN   81.9596        81.9486        15.6566                 NaN            NaN   1.50761     
  508.000        50701.0        992.303        49.5146        50.8287        48.7922                 NaN   50.8287        49.5146        50.8287        50.8287        49.5146        49.5146        31.5296        31.5296        48.7922        50.8287        50.8287        100.000        17.9983        17.9983                 NaN   81.9493        81.9383        15.6770                 NaN            NaN   1.51708     
  509.000        50801.0        992.819        49.5002        50.8094        48.7778                 NaN   50.8094        49.5002        50.8094        50.8094        49.5002        49.5002        31.5205        31.5205        48.7778        50.8094        50.8094        100.000        18.0255        18.0255                 NaN   81.9395        81.9283        15.7002                 NaN            NaN   1.52932     
  510.000        50901.0        993.335        49.4887        50.7925        48.7663                 NaN   50.7925        49.4887        50.7925        50.7925        49.4887        49.4887        31.5047        31.5047        48.7663        50.7925        50.7925        100.000        18.0455        18.0455                 NaN   81.9300        81.9188        15.7155                 NaN            NaN   1.54600     
  511.000        51001.0        993.848        49.4750        50.7731        48.7526                 NaN   50.7731        49.4750        50.7731        50.7731        49.4750        49.4750        31.4868        31.4868        48.7526        50.7731        50.7731        100.000        18.0648        18.0648                 NaN   81.9200        81.9087        15.7303                 NaN            NaN   1.55864     
  512.000        51101.0        994.361        49.4617        50.7482        48.7393                 NaN   50.7482        49.4617        50.7482        50.7482        49.4617        49.4617        31.4805        31.4805        48.7393        50.7482        50.7482        100.000        18.1045        18.1045                 NaN   81.9087        81.8975        15.7590                 NaN            NaN   1.55904     
  513.000        51201.0        994.873        49.4477        50.7282        48.7253                 NaN   50.7282        49.4477        50.7282        50.7282        49.4477        49.4477        31.4625        31.4625        48.7253        50.7282        50.7282        100.000        18.1245        18.1245                 NaN   81.8983        81.8870        15.7744                 NaN            NaN   1.57178     
  514.000        51301.0        995.384        49.4362        50.7047        48.7138                 NaN   50.7047        49.4362        50.7047        50.7047        49.4362        49.4362        31.4616        31.4616        48.7138        50.7047        50.7047        100.000        18.1644        18.1644                 NaN   81.8857        81.8744        15.8057                 NaN            NaN   1.58202     
  515.000        51401.0        995.893        49.4228        50.6854        48.7004                 NaN   50.6854        49.4228        50.6854        50.6854        49.4228        49.4228        31.4456        31.4456        48.7004        50.6854        50.6854        100.000        18.1851        18.1851                 NaN   81.8763        81.8648        15.8212                 NaN            NaN   1.59401     
  516.000        51501.0        996.401        49.4090        50.6665        48.6866                 NaN   50.6665        49.4090        50.6665        50.6665        49.4090        49.4090        31.4317        31.4317        48.6866        50.6665        50.6665        100.000        18.2089        18.2089                 NaN   81.8662        81.8547        15.8408                 NaN            NaN   1.60891     
  517.000        51601.0        996.908        49.3937        50.6448        48.6713                 NaN   50.6448        49.3937        50.6448        50.6448        49.3937        49.3937        31.4184        31.4184        48.6713        50.6448        50.6448        100.000        18.2344        18.2344                 NaN   81.8556        81.8439        15.8615                 NaN            NaN   1.61900     
  518.000        51701.0        997.414        49.3749        50.6172        48.6526                 NaN   50.6172        49.3749        50.6172        50.6172        49.3749        49.3749        31.4122        31.4122        48.6526        50.6172        50.6172        100.000        18.2764        18.2764                 NaN   81.8434        81.8316        15.8966                 NaN            NaN   1.62350     
  519.000        51801.0        997.919        49.3624        50.5983        48.6401                 NaN   50.5983        49.3624        50.5983        50.5983        49.3624        49.3624        31.3956        31.3956        48.6401        50.5983        50.5983        100.000        18.2989        18.2989                 NaN   81.8325        81.8207        15.9141                 NaN            NaN   1.64050     
  520.000        51901.0        998.423        49.3502        50.5739        48.6279                 NaN   50.5739        49.3502        50.5739        50.5739        49.3502        49.3502        31.3953        31.3953        48.6279        50.5739        50.5739        100.000        18.3382        18.3382                 NaN   81.8215        81.8096        15.9436                 NaN            NaN   1.64613     
  521.000        52001.0        998.926        49.3346        50.5531        48.6123                 NaN   50.5531        49.3346        50.5531        50.5531        49.3346        49.3346        31.3755        31.3755        48.6123        50.5531        50.5531        100.000        18.3582        18.3582                 NaN   81.8107        81.7986        15.9598                 NaN            NaN   1.65924     
  522.000        52101.0        999.428        49.3218        50.5338        48.5996                 NaN   50.5338        49.3218        50.5338        50.5338        49.3218        49.3218        31.3586        31.3586        48.5996        50.5338        50.5338        100.000        18.3811        18.3811                 NaN   81.7997        81.7875        15.9777                 NaN            NaN   1.67634     
  523.000        52201.0        999.929        49.2942        50.5071        48.5721                 NaN   50.5071        49.2942        50.5071        50.5071        49.2942        49.2942        31.3378        31.3378        48.5721        50.5071        50.5071        100.000        18.4097        18.4097                 NaN   81.7873        81.7750        16.0077                 NaN            NaN   1.68368     
  524.000        52301.0        1000.43        49.2815        50.4859        48.5594                 NaN   50.4859        49.2815        50.4859        50.4859        49.2815        49.2815        31.3209        31.3209        48.5594        50.4859        50.4859        100.000        18.4333        18.4333                 NaN   81.7763        81.7638        16.0246                 NaN            NaN   1.69694     
  525.000        52401.0        1000.93        49.2649        50.4659        48.5429                 NaN   50.4659        49.2649        50.4659        50.4659        49.2649        49.2649        31.3004        31.3004        48.5429        50.4659        50.4659        100.000        18.4529        18.4529                 NaN   81.7641        81.7516        16.0417                 NaN            NaN   1.71407     
  526.000        52501.0        1001.42        49.2537        50.4407        48.5318                 NaN   50.4407        49.2537        50.4407        50.4407        49.2537        49.2537        31.3011        31.3011        48.5318        50.4407        50.4407        100.000        18.4946        18.4946                 NaN   81.7528        81.7401        16.0721                 NaN            NaN   1.71999     
  527.000        52601.0        1001.92        49.2408        50.4218        48.5190                 NaN   50.4218        49.2408        50.4218        50.4218        49.2408        49.2408        31.2838        31.2838        48.5190        50.4218        50.4218        100.000        18.5168        18.5168                 NaN   81.7424        81.7296        16.0893                 NaN            NaN   1.73716     
  528.000        52701.0        1002.42                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  529.000        52801.0        1002.91                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  530.000        52901.0        1003.40                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  531.000        53001.0        1003.90                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  532.000        53101.0        1004.39                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  533.000        53201.0        1004.88                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  534.000        53301.0        1005.37                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  535.000        53401.0        1005.86                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  536.000        53501.0        1006.34        49.0992        50.2095        48.3784                 NaN   50.2095        49.0992        50.2095        50.2095        49.0992        49.0992        31.1592        31.1592        48.3784        50.2095        50.2095        100.000        18.7860        18.7860                 NaN   81.6379        81.6240        16.3027                 NaN            NaN   1.83375     
  537.000        53601.0        1006.83        49.0831        50.1877        48.3624                 NaN   50.1877        49.0831        50.1877        50.1877        49.0831        49.0831        31.1390        31.1390        48.3624        50.1877        50.1877        100.000        18.8101        18.8101                 NaN   81.6256        81.6115        16.3231                 NaN            NaN   1.85136     
  538.000        53701.0        1007.32        49.0672        50.1657        48.3466                 NaN   50.1657        49.0672        50.1657        50.1657        49.0672        49.0672        31.1228        31.1228        48.3466        50.1657        50.1657        100.000        18.8373        18.8373                 NaN   81.6137        81.5994        16.3458                 NaN            NaN   1.86713     
  539.000        53801.0        1007.80                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  540.000        53901.0        1008.28                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  541.000        54001.0        1008.77                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  542.000        54101.0        1009.25                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  543.000        54201.0        1009.73                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  544.000        54301.0        1010.21                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  545.000        54401.0        1010.68                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
