|6.6.6
gloss1d6_1.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          28
node#          P(bar)         T(K)           Chl(HP)        Stlp           Omph(GHP)      Omph(GHP)      ab             san            q              stlb           cc             pyr            gph            Mica(CF)       Pu             law            arag           WADDAH         Do(HP)         M(HP)          M(HP)          diam           coe            Grt(JH)        Grt(JH)        Grt(JH)        ky            
  152.000        15101.0        390.775        37.9601        91.5805        37.2731                 NaN   91.5805        37.9601        91.5805        91.5805        37.9601        37.9601        25.2879        25.0906        37.2731        60.7449        37.9601        100.000        5.02708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  153.000        15201.0        391.385        37.9619        91.5836        37.2748                 NaN   91.5836        37.9619        91.5836        91.5836        37.9619        37.9619        25.3006        25.1033        37.2748        60.7471        37.9619        100.000        5.02806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  154.000        15301.0        391.993        37.9614        91.5840        37.2743                 NaN   91.5840        37.9614        91.5840        91.5840        37.9614        37.9614        25.3153        25.1180        37.2743        60.7468        37.9614        100.000        5.02869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  155.000        15401.0        392.599        37.9654        91.5895        37.2782                 NaN   91.5895        37.9654        91.5895        91.5895        37.9654        37.9654        25.3259        25.1287        37.2782        60.7514        37.9654        100.000        5.02983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  156.000        15501.0        393.202        37.9672        91.5924        37.2799                 NaN   91.5924        37.9672        91.5924        91.5924        37.9672        37.9672        25.3387        25.1415        37.2799        60.7536        37.9672        100.000        5.03077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  157.000        15601.0        393.804        37.9694        91.5954        37.2819                 NaN   91.5954        37.9694        91.5954        91.5954        37.9694        37.9694        25.3511        25.1539        37.2819        60.7559        37.9694        100.000        5.03168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  158.000        15701.0        394.404        37.9761        91.6000        37.2886                 NaN   91.6000        37.9761        91.6000        91.6000        37.9761        37.9761        25.3515        25.1544        37.2886        60.7626        37.9761        100.000        5.03262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  159.000        15801.0        395.003        37.6972        91.5869        37.0094                 NaN   91.5869        37.6972        91.3281        91.5869        37.6972        37.6972        25.3406        25.1477        37.0094        60.4602        37.6972        100.000        5.06105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  160.000        15901.0        395.601        37.6678        91.5887        36.9800                 NaN   91.5887        37.6678        91.2981        91.5887        37.6678        37.6678        25.3426        25.1502        36.9800        60.4275        37.6678        100.000        5.06562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  161.000        16001.0        396.197        37.9820        91.6084        37.2943                 NaN   91.6084        37.9820        91.6084        91.6084        37.9820        37.9820        25.3901        25.1930        37.2943        60.7688        37.9820        100.000        5.03513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  162.000        16101.0        396.792        37.9855        91.6115        37.2977                 NaN   91.6115        37.9855        91.6115        91.6115        37.9855        37.9855        25.4000        25.2029        37.2977        60.7720        37.9855        100.000        5.03604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  163.000        16201.0        397.386        37.9910        91.6156        37.3031                 NaN   91.6156        37.9910        91.6156        91.6156        37.9910        37.9910        25.4030        25.2060        37.3031        60.7775        37.9910        100.000        5.03695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  164.000        16301.0        397.979        37.9950        91.6187        37.3070                 NaN   91.6187        37.9950        91.6187        91.6187        37.9950        37.9950        25.4125        25.2154        37.3070        60.7810        37.9950        100.000        5.03786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  165.000        16401.0        398.573        37.9991        91.6218        37.3110                 NaN   91.6218        37.9991        91.6218        91.6218        37.9991        37.9991        25.4219        25.2249        37.3110        60.7844        37.9991        100.000        5.03871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  166.000        16501.0        399.166        38.0047        91.6258        37.3166                 NaN   91.6258        38.0047        91.6258        91.6258        38.0047        38.0047        25.4248        25.2278        37.3166        60.7900        38.0047        100.000        5.03960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  167.000        16601.0        399.760        38.0111        91.6298        37.3228                 NaN   91.6298        38.0111        91.6298        91.6298        38.0111        38.0111        25.4257        25.2287        37.3228        60.7960        38.0111        100.000        5.04060       0.375029E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  168.000        16701.0        400.354        37.9766        91.6306        37.2882                 NaN   91.6306        37.9766        91.6306        91.6306        37.9766        37.9766        25.3943        25.1979        37.2882        60.7923        37.9766        100.000        5.04261       0.201924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  169.000        16801.0        400.948        37.9368        91.6313        37.2482                 NaN   91.6313        37.9368        91.6313        91.6313        37.9368        37.9368        25.3547        25.1588        37.2482        60.7883        37.9368        100.000        5.04486       0.430671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  170.000        16901.0        401.544        37.9020        91.6318        37.2132                 NaN   91.6318        37.9020        91.6318        91.6318        37.9020        37.9020        25.3268        25.1314        37.2132        60.7839        37.9020        100.000        5.04688       0.624394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  171.000        17001.0        402.141        37.8645        91.6323        37.1756                 NaN   91.6323        37.8645        91.6323        91.6323        37.8645        37.8645        25.2921        25.0972        37.1756        60.7797        37.8645        100.000        5.04908       0.839104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  172.000        17101.0        402.740        37.8268        91.6327        37.1377                 NaN   91.6327        37.8268        91.6327        91.6327        37.8268        37.8268        25.2566        25.0622        37.1377        60.7754        37.8268        100.000        5.05130       0.105701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  173.000        17201.0        403.342        37.7926        91.6329        37.1034                 NaN   91.6329        37.7926        91.6329        91.6329        37.7926        37.7926        25.2288        25.0348        37.1034        60.7710        37.7926        100.000        5.05333       0.125125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  174.000        17301.0        403.945        37.7583        91.6330        37.0689                 NaN   91.6330        37.7583        91.6330        91.6330        37.7583        37.7583        25.2009        25.0074        37.0689        60.7664        37.7583        100.000        5.05529       0.144674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  175.000        17401.0        404.552        37.7168        91.6333        37.0273                 NaN   91.6333        37.7168        91.6333        91.6333        37.7168        37.7168        25.1592        24.9663        37.0273        60.7619        37.7168        100.000        5.05759       0.168838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  176.000        17501.0        405.162        37.6820        91.6332        36.9923                 NaN   91.6332        37.6820        91.6332        91.6332        37.6820        37.6820        25.1319        24.9395        36.9923        60.7570        37.6820        100.000        5.05963       0.188559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  177.000        17601.0        405.776        37.6467        91.6330        36.9569                 NaN   91.6330        37.6467        91.6330        91.6330        37.6467        37.6467        25.1047        24.9127        36.9569        60.7519        37.6467        100.000        5.06167       0.208448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  178.000        17701.0        406.394        37.6110        91.6326        36.9210                 NaN   91.6326        37.6110        91.6326        91.6326        37.6110        37.6110        25.0769        24.8854        36.9210        60.7465        37.6110        100.000        5.06365       0.228606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  179.000        17801.0        407.017        37.5746        91.6322        36.8844                 NaN   91.6322        37.5746        91.6322        91.6322        37.5746        37.5746        25.0472        24.8561        36.8844        60.7413        37.5746        100.000        5.06569       0.249409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  180.000        17901.0        407.645        37.5375        91.6317        36.8472                 NaN   91.6317        37.5375        91.6317        91.6317        37.5375        37.5375        25.0166        24.8260        36.8472        60.7359        37.5375        100.000        5.06764       0.270614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  181.000        18001.0        408.279        37.4976        91.6312        36.8071                 NaN   91.6312        37.4976        91.6312        91.6312        37.4976        37.4976        24.9809        24.7909        36.8071        60.7304        37.4976        100.000        5.06984       0.293591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  182.000        18101.0        408.919        37.4610        91.6304        36.7704                 NaN   91.6304        37.4610        91.6304        91.6304        37.4610        37.4610        24.9532        24.7636        36.7704        60.7245        37.4610        100.000        5.07177       0.314178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  183.000        18201.0        409.566        37.4252        91.6295        36.7345                 NaN   91.6295        37.4252        91.6295        91.6295        37.4252        37.4252        24.9261        24.7370        36.7345        60.7188        37.4252        100.000        5.07376       0.334561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  184.000        18301.0        410.220        37.3892        91.6286        36.6984                 NaN   91.6286        37.3892        91.6286        91.6286        37.3892        37.3892        24.8991        24.7104        36.6984        60.7129        37.3892        100.000        5.07573       0.355018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  185.000        18401.0        410.882        37.3681        91.6245        36.6771                 NaN   91.6245        37.3681        91.6245        91.6245        37.3681        37.3681        24.8862        24.6981        36.6771        60.7050        37.3681        100.000        5.07876       0.374546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  186.000        18501.0        411.553        37.3327        91.6234        36.6415                 NaN   91.6234        37.3327        91.6234        91.6234        37.3327        37.3327        24.8603        24.6727        36.6415        60.6991        37.3327        100.000        5.08071       0.394745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  187.000        18601.0        412.233        37.2962        91.6223        36.6050                 NaN   91.6223        37.2962        91.6223        91.6223        37.2962        37.2962        24.8332        24.6461        36.6050        60.6929        37.2962        100.000        5.08263       0.415452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  188.000        18701.0        412.923        37.2598        91.6210        36.5684                 NaN   91.6210        37.2598        91.6210        91.6210        37.2598        37.2598        24.8062        24.6195        36.5684        60.6867        37.2598        100.000        5.08438       0.436129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  189.000        18801.0        413.623        37.2223        91.6196        36.5308                 NaN   91.6196        37.2223        91.6196        91.6196        37.2223        37.2223        24.7786        24.5923        36.5308        60.6801        37.2223        100.000        5.08620       0.457215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  190.000        18901.0        414.335        37.1866        91.6182        36.4949                 NaN   91.6182        37.1866        91.6182        91.6182        37.1866        37.1866        24.7513        24.5655        36.4949        60.6739        37.1866        100.000        5.08805       0.477876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  191.000        19001.0        415.058        37.1512        91.6167        36.4595                 NaN   91.6167        37.1512        91.6167        91.6167        37.1512        37.1512        24.7267        24.5413        36.4595        60.6674        37.1512        100.000        5.08979       0.497898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  192.000        19101.0        415.795        37.1199        91.6166        36.4280                 NaN   91.6166        37.1199        91.6166        91.6166        37.1199        37.1199        24.7104        24.5254        36.4280        60.6616        37.1199        100.000        5.09125       0.515464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  193.000        19201.0        416.544        36.9203        91.4828        36.2279                 NaN   91.4828        36.9203        91.4828        91.4828        36.9203        36.9203        24.5131        24.5131        36.2279        60.5053        36.9203        100.000        5.09591       0.536417                 NaN   91.6080                 NaN            NaN            NaN            NaN            NaN
  194.000        19301.0        417.308        36.8884        91.4814        36.1959                 NaN   91.4814        36.8884        91.4814        91.4814        36.8884        36.8884        24.4935        24.4935        36.1959        60.4994        36.8884        100.000        5.09749       0.554700                 NaN   91.6065                 NaN            NaN            NaN            NaN            NaN
  195.000        19401.0        418.087        36.8553        91.4800        36.1628                 NaN   91.4800        36.8553        91.4800        91.4800        36.8553        36.8553        24.4730        24.4730        36.1628        60.4931        36.8553        100.000        5.09891       0.573330                 NaN   91.6048                 NaN            NaN            NaN            NaN            NaN
  196.000        19501.0        418.882        36.8210        91.4786        36.1283                 NaN   91.4786        36.8210        91.4786        91.4786        36.8210        36.8210        24.4453        24.4453        36.1283        60.4874        36.8210        100.000        5.10034       0.593741                 NaN   91.6032                 NaN            NaN            NaN            NaN            NaN
  197.000        19601.0        419.694        36.7933        91.4770        36.1006                 NaN   91.4770        36.7933        91.4770        91.4770        36.7933        36.7933        24.4321        24.4321        36.1006        60.4816        36.7933        100.000        5.10162       0.609635                 NaN   91.6015                 NaN            NaN            NaN            NaN            NaN
  198.000        19701.0        420.523        36.7562        91.4753        36.0634                 NaN   91.4753        36.7562        91.4753        91.4753        36.7562        36.7562        24.4043        24.4043        36.0634        60.4747        36.7562        100.000        5.10314       0.630920                 NaN   91.5995                 NaN            NaN            NaN            NaN            NaN
  199.000        19801.0        421.371        36.7324        91.4709        36.0396                 NaN   91.4709        36.7324        91.4709        91.4709        36.7324        36.7324        24.3910        24.3910        36.0396        60.4661        36.7324        100.000        5.10546       0.650766                 NaN   91.5948                 NaN            NaN            NaN            NaN            NaN
  200.000        19901.0        422.238        36.7043        91.4692        36.0115                 NaN   91.4692        36.7043        91.4692        91.4692        36.7043        36.7043        24.3763        24.3763        36.0115        60.4600        36.7043        100.000        5.10647       0.666751                 NaN   91.5929                 NaN            NaN            NaN            NaN            NaN
  201.000        20001.0        423.126        36.6683        91.4677        35.9754                 NaN   91.4677        36.6683        91.4677        91.4677        36.6683        36.6683        24.3481        24.3481        35.9754        60.4538        36.6683        100.000        5.10759       0.687247                 NaN   91.5912                 NaN            NaN            NaN            NaN            NaN
  202.000        20101.0        424.035        36.6400        91.4661        35.9470                 NaN   91.4661        36.6400        91.4661        91.4661        36.6400        36.6400        24.3336        24.3336        35.9470        60.4478        36.6400        100.000        5.10854       0.703054                 NaN   91.5894                 NaN            NaN            NaN            NaN            NaN
  203.000        20201.0        424.967        36.6119        91.4645        35.9190                 NaN   91.4645        36.6119        91.4645        91.4645        36.6119        36.6119        24.3156        24.3156        35.9190        60.4424        36.6119        100.000        5.10944       0.719463                 NaN   91.5877                 NaN            NaN            NaN            NaN            NaN
  204.000        20301.0        425.922        36.5800        91.4631        35.8870                 NaN   91.4631        36.5800        91.4631        91.4631        36.5800        36.5800        24.2916        24.2916        35.8870        60.4370        36.5800        100.000        5.11052       0.737946                 NaN   91.5861                 NaN            NaN            NaN            NaN            NaN
  205.000        20401.0        426.901        36.5539        91.4616        35.8609                 NaN   91.4616        36.5539        91.4616        91.4616        36.5539        36.5539        24.2762        24.2762        35.8609        60.4317        36.5539        100.000        5.11125       0.753053                 NaN   91.5845                 NaN            NaN            NaN            NaN            NaN
  206.000        20501.0        427.906        36.5265        91.4600        35.8335                 NaN   91.4600        36.5265        91.4600        91.4600        36.5265        36.5265        24.2607        24.2607        35.8335        60.4260        36.5265        100.000        5.11174       0.768284                 NaN   91.5828                 NaN            NaN            NaN            NaN            NaN
  207.000        20601.0        428.938        36.5089        91.4558        35.8159                 NaN   91.4558        36.5089        91.4558        91.4558        36.5089        36.5089        24.2473        24.2473        35.8159        60.4192        36.5089        100.000        5.11384       0.786215                 NaN   91.5783                 NaN            NaN            NaN            NaN            NaN
  208.000        20701.0        429.997        36.4870        91.4545        35.7940                 NaN   91.4545        36.4870        91.4545        91.4545        36.4870        36.4870        24.2319        24.2319        35.7940        60.4153        36.4870        100.000        5.11449       0.800017                 NaN   91.5769                 NaN            NaN            NaN            NaN            NaN
  209.000        20801.0        431.086        36.4619        91.4533        35.7690                 NaN   91.4533        36.4619        91.4533        91.4533        36.4619        36.4619        24.2166        24.2166        35.7690        60.4105        36.4619        100.000        5.11491       0.814170                 NaN   91.5756                 NaN            NaN            NaN            NaN            NaN
  210.000        20901.0        432.204        36.4347        91.4519        35.7418                 NaN   91.4519        36.4347        91.4519        91.4519        36.4347        36.4347        24.1996        24.1996        35.7418        60.4051        36.4347        100.000        5.11517       0.828836                 NaN   91.5742                 NaN            NaN            NaN            NaN            NaN
  211.000        21001.0        433.354        36.4082        91.4507        35.7153                 NaN   91.4507        36.4082        91.4507        91.4507        36.4082        36.4082        24.1829        24.1829        35.7153        60.4000        36.4082        100.000        5.11527       0.843038                 NaN   91.5729                 NaN            NaN            NaN            NaN            NaN
  212.000        21101.0        434.537        36.3896        91.4499        35.6967                 NaN   91.4499        36.3896        91.4499        91.4499        36.3896        36.3896        24.1675        24.1675        35.6967        60.3974        36.3896        100.000        5.11579       0.855309                 NaN   91.5720                 NaN            NaN            NaN            NaN            NaN
  213.000        21201.0        435.753        36.3686        91.4484        35.6758                 NaN   91.4484        36.3686        91.4484        91.4484        36.3686        36.3686        24.1512        24.1512        35.6758        60.3932        36.3686        100.000        5.11621       0.868965                 NaN   91.5704                 NaN            NaN            NaN            NaN            NaN
  214.000        21301.0        437.005        36.3541        91.4455        35.6613                 NaN   91.4455        36.3541        91.4455        91.4455        36.3541        36.3541        24.1344        24.1344        35.6613        60.3886        36.3541        100.000        5.11733       0.884043                 NaN   91.5673                 NaN            NaN            NaN            NaN            NaN
  215.000        21401.0        438.293        36.3350        91.4450        35.6423                 NaN   91.4450        36.3350        91.4450        91.4450        36.3350        36.3350        24.1172        24.1172        35.6423        60.3861        36.3350        100.000        5.11745       0.895828                 NaN   91.5668                 NaN            NaN            NaN            NaN            NaN
  216.000        21501.0        439.619        36.3142        91.4434        35.6216                 NaN   91.4434        36.3142        91.4434        91.4434        36.3142        36.3142        24.0994        24.0994        35.6216        60.3825        36.3142        100.000        5.11732       0.907552                 NaN   91.5652                 NaN            NaN            NaN            NaN            NaN
  217.000        21601.0        440.984        36.3036        91.4436        35.6110                 NaN   91.4436        36.3036        91.4436        91.4436        36.3036        36.3036        24.0945        24.0945        35.6110        60.3809        36.3036        100.000        5.11689       0.914124                 NaN   91.5654                 NaN            NaN            NaN            NaN            NaN
  218.000        21701.0        442.390        36.2868        91.4405        35.5944                 NaN   91.4405        36.2868        91.4405        91.4405        36.2868        36.2868        24.0753        24.0753        35.5944        60.3751        36.2868        100.000        5.11773       0.929841                 NaN   91.5622                 NaN            NaN            NaN            NaN            NaN
  219.000        21801.0        443.839        36.2690        91.4406        35.5767                 NaN   91.4406        36.2690        91.4406        91.4406        36.2690        36.2690        24.0565        24.0565        35.5767        60.3733        36.2690        100.000        5.11755       0.940249                 NaN   91.5622                 NaN            NaN            NaN            NaN            NaN
  220.000        21901.0        445.330        36.2622        91.4408        35.5699                 NaN   91.4408        36.2622        91.4408        91.4408        36.2622        36.2622        24.0516        24.0516        35.5699        60.3729        36.2622        100.000        5.11713       0.945017                 NaN   91.5625                 NaN            NaN            NaN            NaN            NaN
  221.000        22001.0        446.867        36.2483        91.4413        35.5561                 NaN   91.4413        36.2483        91.4413        91.4413        36.2483        36.2483        24.0318        24.0318        35.5561        60.3725        36.2483        100.000        5.11674       0.953991                 NaN   91.5630                 NaN            NaN            NaN            NaN            NaN
  222.000        22101.0        448.451        36.2484        91.4391        35.5562                 NaN   91.4391        36.2484        91.4391        91.4391        36.2484        36.2484        24.0262        24.0262        35.5562        60.3701        36.2484        100.000        5.11751       0.961890                 NaN   91.5607                 NaN            NaN            NaN            NaN            NaN
  223.000        22201.0        450.083        36.2390        91.4402        35.5468                 NaN   91.4402        36.2390        91.4402        91.4402        36.2390        36.2390        24.0080        24.0080        35.5468        60.3714        36.2390        100.000        5.11742       0.969061                 NaN   91.5618                 NaN            NaN            NaN            NaN            NaN
  224.000        22301.0        451.764        36.2351        91.4412        35.5430                 NaN   91.4412        36.2351        91.4412        91.4412        36.2351        36.2351        24.0001        24.0001        35.5430        60.3722        36.2351        100.000        5.11666       0.972018                 NaN   91.5629                 NaN            NaN            NaN            NaN            NaN
  225.000        22401.0        453.498        36.2365        91.4396        35.5445                 NaN   91.4396        36.2365        91.4396        91.4396        36.2365        36.2365        23.9930        23.9930        35.5445        60.3706        36.2365        100.000        5.11726       0.978618                 NaN   91.5613                 NaN            NaN            NaN            NaN            NaN
  226.000        22501.0        455.284        36.2285        91.4413        35.5365                 NaN   91.4413        36.2285        91.4413        91.4413        36.2285        36.2285        23.9714        23.9714        35.5365        60.3726        36.2285        100.000        5.11678       0.984597                 NaN   91.5630                 NaN            NaN            NaN            NaN            NaN
  227.000        22601.0        457.125        36.2318        91.4421        35.5399                 NaN   91.4421        36.2318        91.4421        91.4421        36.2318        36.2318        23.9656        23.9656        35.5399        60.3744        36.2318        100.000        5.11697       0.986816                 NaN   91.5638                 NaN            NaN            NaN            NaN            NaN
  228.000        22701.0        459.023        36.2351        91.4424        35.5432                 NaN   91.4424        36.2351        91.4424        91.4424        36.2351        36.2351        23.9566        23.9566        35.5432        60.3754        36.2351        100.000        5.11699       0.989822                 NaN   91.5642                 NaN            NaN            NaN            NaN            NaN
  229.000        22801.0        460.979        36.2469        91.4420        35.5549                 NaN   91.4420        36.2469        91.4420        91.4420        36.2469        36.2469        23.9497        23.9497        35.5549        60.3774        36.2469        100.000        5.11781       0.992588                 NaN   91.5637                 NaN            NaN            NaN            NaN            NaN
  230.000        22901.0        462.995        36.2437        91.4445        35.5517                 NaN   91.4445        36.2437        91.4445        91.4445        36.2437        36.2437        23.9387        23.9387        35.5517        60.3793        36.2437        100.000        5.11676       0.993117                 NaN   91.5663                 NaN            NaN            NaN            NaN            NaN
  231.000        23001.0        465.074        36.2579        91.4446        35.5659                 NaN   91.4446        36.2579        91.4446        91.4446        36.2579        36.2579        23.9308        23.9308        35.5659        60.3823        36.2579        100.000        5.11778       0.994727                 NaN   91.5663                 NaN            NaN            NaN            NaN            NaN
  232.000        23101.0        467.216        36.2747        91.4453        35.5826                 NaN   91.4453        36.2747        91.4453        91.4453        36.2747        36.2747        23.9244        23.9244        35.5826        60.3865        36.2747        100.000        5.11888       0.994901                 NaN   91.5669                 NaN            NaN            NaN            NaN            NaN
  233.000        23201.0        469.424        36.2738        91.4483        35.5817                 NaN   91.4483        36.2738        91.4483        91.4483        36.2738        36.2738        23.9107        23.9107        35.5817        60.3891        36.2738        100.000        5.11775       0.994171                 NaN   91.5701                 NaN            NaN            NaN            NaN            NaN
  234.000        23301.0        471.699        36.2911        91.4492        35.5989                 NaN   91.4492        36.2911        91.4492        91.4492        36.2911        36.2911        23.9008        23.9008        35.5989        60.3933        36.2911        100.000        5.11877       0.994021                 NaN   91.5709                 NaN            NaN            NaN            NaN            NaN
  235.000        23401.0        474.044        36.3024        91.4533        35.6101                 NaN   91.4533        36.3024        91.4533        91.4533        36.3024        36.3024        23.8930        23.8930        35.6101        60.4002        36.3024        100.000        5.11870       0.989298                 NaN   91.5751                 NaN            NaN            NaN            NaN            NaN
  236.000        23501.0        476.461        36.3194        91.4547        35.6269                 NaN   91.4547        36.3194        91.4547        91.4547        36.3194        36.3194        23.8818        23.8818        35.6269        60.4045        36.3194        100.000        5.11950       0.988404                 NaN   91.5763                 NaN            NaN            NaN            NaN            NaN
  237.000        23601.0        478.952        36.3436        91.4563        35.6510                 NaN   91.4563        36.3436        91.4563        91.4563        36.3436        36.3436        23.8767        23.8767        35.6510        60.4104        36.3436        100.000        5.12064       0.984629                 NaN   91.5779                 NaN            NaN            NaN            NaN            NaN
  238.000        23701.0        481.518        36.3703        91.4582        35.6775                 NaN   91.4582        36.3703        91.4582        91.4582        36.3703        36.3703        23.8774        23.8774        35.6775        60.4166        36.3703        100.000        5.12189       0.978910                 NaN   91.5797                 NaN            NaN            NaN            NaN            NaN
  239.000        23801.0        484.162        36.3848        91.4602        35.6919                 NaN   91.4602        36.3848        91.4602        91.4602        36.3848        36.3848        23.8631        23.8631        35.6919        60.4205        36.3848        100.000        5.12230       0.977384                 NaN   91.5816                 NaN            NaN            NaN            NaN            NaN
  240.000        23901.0        486.886        36.4175        91.4624        35.7245                 NaN   91.4624        36.4175        91.4624        91.4624        36.4175        36.4175        23.8669        23.8669        35.7245        60.4279        36.4175        100.000        5.12345       0.968792                 NaN   91.5838                 NaN            NaN            NaN            NaN            NaN
  241.000        24001.0        489.693        36.4401        91.4649        35.7469                 NaN   91.4649        36.4401        91.4649        91.4649        36.4401        36.4401        23.8539        23.8539        35.7469        60.4344        36.4401        100.000        5.12440       0.964955                 NaN   91.5862                 NaN            NaN            NaN            NaN            NaN
  242.000        24101.0        492.583        36.4707        91.4665        35.7773                 NaN   91.4665        36.4707        91.4665        91.4665        36.4707        36.4707        23.8563        23.8563        35.7773        60.4399        36.4707        100.000        5.12584       0.957904                 NaN   91.5876                 NaN            NaN            NaN            NaN            NaN
  243.000        24201.0        495.561        36.5031        91.4672        35.8095                 NaN   91.4672        36.5031        91.4672        91.4672        36.5031        36.5031        23.8565        23.8565        35.8095        60.4446        36.5031        100.000        5.12744       0.951901                 NaN   91.5882                 NaN            NaN            NaN            NaN            NaN
  244.000        24301.0        498.627        36.5383        91.4705        35.8443                 NaN   91.4705        36.5383        91.4705        91.4705        36.5383        36.5383        23.8505        23.8505        35.8443        60.4552        36.5383        100.000        5.12943       0.944458                 NaN   91.5914                 NaN            NaN            NaN            NaN            NaN
  245.000        24401.0        501.785        36.5731        91.4704        35.8790                 NaN   91.4704        36.5731        91.4704        91.4704        36.5731        36.5731        23.8481        23.8481        35.8790        60.4592        36.5731        100.000        5.13108       0.939181                 NaN   91.5912                 NaN            NaN            NaN            NaN            NaN
  246.000        24501.0        505.036        36.6118        91.4712        35.9174                 NaN   91.4712        36.6118        91.4712        91.4712        36.6118        36.6118        23.8488        23.8488        35.9174        60.4653        36.6118        100.000        5.13305       0.931869                 NaN   91.5918                 NaN            NaN            NaN            NaN            NaN
  247.000        24601.0        508.383        36.6458        91.4738        35.9513                 NaN   91.4738        36.6458        91.4738        91.4738        36.6458        36.6458        23.8484        23.8484        35.9513        60.4726        36.6458        100.000        5.13404       0.922135                 NaN   91.5943                 NaN            NaN            NaN            NaN            NaN
  248.000        24701.0        511.829        36.6967        91.4727        36.0019                 NaN   91.4727        36.6967        91.4727        91.4727        36.6967        36.6967        23.8521        23.8521        36.0019        60.4792        36.6967        100.000        5.13732       0.915839                 NaN   91.5928                 NaN            NaN            NaN            NaN            NaN
  249.000        24801.0        515.376        36.7346        91.4747        36.0396                 NaN   91.4747        36.7346        91.4747        91.4747        36.7346        36.7346        23.8540        23.8540        36.0396        60.4867        36.7346        100.000        5.13886       0.906247                 NaN   91.5947                 NaN            NaN            NaN            NaN            NaN
  250.000        24901.0        519.027        36.7915        91.4725        36.0962                 NaN   91.4725        36.7915        91.4725        91.4725        36.7915        36.7915        23.8689        23.8689        36.0962        60.4917        36.7915        100.000        5.14199       0.897021                 NaN   91.5923                 NaN            NaN            NaN            NaN            NaN
  251.000        25001.0        522.783        36.8371        91.4726        36.1417                 NaN   91.4726        36.8371        91.4726        91.4726        36.8371        36.8371        23.8714        23.8714        36.1417        60.4985        36.8371        100.000        5.14436       0.889127                 NaN   91.5921                 NaN            NaN            NaN            NaN            NaN
  252.000        25101.0        526.648        36.8978        91.4700        36.2021                 NaN   91.4700        36.8978        91.4700        91.4700        36.8978        36.8978        23.8883        23.8883        36.2021        60.5039        36.8978        100.000        5.14784       0.879797                 NaN   91.5892                 NaN            NaN            NaN            NaN            NaN
  253.000        25201.0        530.625        36.9454        91.4672        36.2496                 NaN   91.4672        36.9454        91.4672        91.4672        36.9454        36.9454        23.8849        23.8849        36.2496        60.5070        36.9454        100.000        5.15088       0.876175                 NaN   91.5860                 NaN            NaN            NaN            NaN            NaN
  254.000        25301.0        534.715        37.0035        91.4644        36.3075                 NaN   91.4644        37.0035        91.4644        91.4644        37.0035        37.0035        23.9004        23.9004        36.3075        60.5115        37.0035        100.000        5.15410       0.867158                 NaN   91.5829                 NaN            NaN            NaN            NaN            NaN
