|6.6.6
gloss1d5_1.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          26
node#          P(bar)         T(K)           Stlp           Omph(GHP)      Omph(GHP)      clin           ab             san            q              stlb           cc             pyr            gph            Mica(CF)       Pu             law            arag           COH-Fluid+     Do(HP)         diam           M(HP)          coe            Grt(JH)        ky             stv           
  142.000        14101.0        384.534        100.000        40.8966                 NaN   41.6437        100.000        41.6437        100.000        100.000        41.6437        41.6437        27.3279        27.1041        40.8966        66.4472        42.0201        0.00000        4.98410                 NaN            NaN            NaN            NaN            NaN            NaN
  143.000        14201.0        385.170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  144.000        14301.0        385.803        100.000        40.8966                 NaN   41.6439        100.000        41.6439        100.000        100.000        41.6439        41.6439        27.2937        27.0706        40.8966        66.4520        41.9951        0.00000        5.01315                 NaN            NaN            NaN            NaN            NaN            NaN
  145.000        14401.0        386.434        100.000        40.8965                 NaN   41.6439        100.000        41.6439        100.000        100.000        41.6439        41.6439        27.2756        27.0529        40.8965        66.4545        41.9819        0.00000        5.02846                 NaN            NaN            NaN            NaN            NaN            NaN
  146.000        14501.0        387.062        100.000        40.8971                 NaN   41.6445        100.000        41.6445        100.000        100.000        41.6445        41.6445        27.2702        27.0476        40.8971        66.4568        41.9785        0.00000        5.03336                 NaN            NaN            NaN            NaN            NaN            NaN
  147.000        14601.0        387.687        100.000        40.8973                 NaN   41.6448        100.000        41.6448        100.000        100.000        41.6448        41.6448        27.2578        27.0354        40.8973        66.4592        41.9696        0.00000        5.04391                 NaN            NaN            NaN            NaN            NaN            NaN
  148.000        14701.0        388.310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  149.000        14801.0        388.930        100.000        40.8972                 NaN   41.6449        100.000        41.6449        100.000        100.000        41.6449        41.6449        27.2220        27.0003        40.8972        66.4640        41.9434        0.00000        5.07448                 NaN            NaN            NaN            NaN            NaN            NaN
  150.000        14901.0        389.547        100.000        40.8972                 NaN   41.6450        100.000        41.6450        100.000        100.000        41.6450        41.6450        27.2042        26.9829        40.8972        66.4664        41.9304        0.00000        5.08960                 NaN            NaN            NaN            NaN            NaN            NaN
  151.000        15001.0        390.162        100.000        40.8972                 NaN   41.6451        100.000        41.6451        100.000        100.000        41.6451        41.6451        27.1873        26.9663        40.8972        66.4688        41.9181        0.00000        5.10392                 NaN            NaN            NaN            NaN            NaN            NaN
  152.000        15101.0        390.775        100.000        40.8979                 NaN   41.6458        100.000        41.6458        100.000        100.000        41.6458        41.6458        27.1845        26.9636        40.8979        66.4711        41.9166        0.00000        5.10666                 NaN            NaN            NaN            NaN            NaN            NaN
  153.000        15201.0        391.385        100.000        40.8980                 NaN   41.6460        100.000        41.6460        100.000        100.000        41.6460        41.6460        27.1689        26.9483        40.8980        66.4735        41.9053        0.00000        5.11989                 NaN            NaN            NaN            NaN            NaN            NaN
  154.000        15301.0        391.993        100.000        40.8979                 NaN   41.6460        100.000        41.6460        100.000        100.000        41.6460        41.6460        27.1512        26.9310        40.8979        66.4760        41.8924        0.00000        5.13487                 NaN            NaN            NaN            NaN            NaN            NaN
  155.000        15401.0        392.599        100.000        40.8982                 NaN   41.6464        100.000        41.6464        100.000        100.000        41.6464        41.6464        27.1393        26.9193        40.8982        66.4784        41.8839        0.00000        5.14527                 NaN            NaN            NaN            NaN            NaN            NaN
  156.000        15501.0        393.202        100.000        40.8983                 NaN   41.6465        100.000        41.6465        100.000        100.000        41.6465        41.6465        27.1244        26.9047        40.8983        66.4807        41.8731        0.00000        5.15796                 NaN            NaN            NaN            NaN            NaN            NaN
  157.000        15601.0        393.804        100.000        40.8983                 NaN   41.6466        100.000        41.6466        100.000        100.000        41.6466        41.6466        27.1074        26.8881        40.8983        66.4832        41.8608        0.00000        5.17231                 NaN            NaN            NaN            NaN            NaN            NaN
  158.000        15701.0        394.404        100.000        40.8987                 NaN   41.6471        100.000        41.6471        100.000        100.000        41.6471        41.6471        27.0976        26.8784        40.8987        66.4855        41.8539        0.00000        5.18097                 NaN            NaN            NaN            NaN            NaN            NaN
  159.000        15801.0        395.003        100.000        40.8990                 NaN   41.6475        100.000        41.6475        100.000        100.000        41.6475        41.6475        27.0882        26.8693        40.8990        66.4879        41.8474        0.00000        5.18895                 NaN            NaN            NaN            NaN            NaN            NaN
  160.000        15901.0        395.601        100.000        40.8991                 NaN   41.6476        100.000        41.6476        100.000        100.000        41.6476        41.6476        27.0728        26.8541        40.8991        66.4903        41.8362        0.00000        5.20210                 NaN            NaN            NaN            NaN            NaN            NaN
  161.000        16001.0        396.197        100.000        40.8992                 NaN   41.6477        100.000        41.6477        100.000        100.000        41.6477        41.6477        27.0554        26.8371        40.8992        66.4927        41.8236        0.00000        5.21691                 NaN            NaN            NaN            NaN            NaN            NaN
  162.000        16101.0        396.792        100.000        40.8992                 NaN   41.6479        100.000        41.6479        100.000        100.000        41.6479        41.6479        27.0382        26.8202        40.8992        66.4951        41.8110        0.00000        5.23170                 NaN            NaN            NaN            NaN            NaN            NaN
  163.000        16201.0        397.386        100.000        40.8993                 NaN   41.6481        100.000        41.6481        100.000        100.000        41.6481        41.6481        27.0234        26.8058        40.8993        66.4975        41.8004        0.00000        5.24423                 NaN            NaN            NaN            NaN            NaN            NaN
  164.000        16301.0        397.979        100.000        40.8996                 NaN   41.6484        100.000        41.6484        100.000        100.000        41.6484        41.6484        27.0123        26.7949        40.8996        66.4998        41.7925        0.00000        5.25375                 NaN            NaN            NaN            NaN            NaN            NaN
  165.000        16401.0        398.573        100.000        40.9000                 NaN   41.6489        100.000        41.6489        100.000        100.000        41.6489        41.6489        27.0039        26.7867        40.9000        66.5022        41.7867        0.00000        5.26113                 NaN            NaN            NaN            NaN            NaN            NaN
  166.000        16501.0        399.166        100.000        40.9001                 NaN   41.6490        100.000        41.6490        100.000        100.000        41.6490        41.6490        26.9880        26.7711        40.9001        66.5046        41.7752        0.00000        5.27463                 NaN            NaN            NaN            NaN            NaN            NaN
  167.000        16601.0        399.760        100.000        40.9004                 NaN   41.6495        100.000        41.6495        100.000        100.000        41.6495        41.6495        26.9783        26.7616        40.9004        66.5069        41.7685        0.00000        5.28303                 NaN            NaN            NaN            NaN            NaN            NaN
  168.000        16701.0        400.354        100.000        40.9005                 NaN   41.6496        100.000        41.6496        100.000        100.000        41.6496        41.6496        26.9613        26.7449        40.9005        66.5094        41.7561        0.00000        5.29762                 NaN            NaN            NaN            NaN            NaN            NaN
  169.000        16801.0        400.948        100.000        40.9005                 NaN   41.6497        100.000        41.6497        100.000        100.000        41.6497        41.6497        26.9443        26.7283        40.9005        66.5118        41.7437        0.00000        5.31207                 NaN            NaN            NaN            NaN            NaN            NaN
  170.000        16901.0        401.544        100.000        40.9008                 NaN   41.6501        100.000        41.6501        100.000        100.000        41.6501        41.6501        26.9339        26.7181        40.9008        66.5141        41.7364        0.00000        5.32096                 NaN            NaN            NaN            NaN            NaN            NaN
  171.000        17001.0        402.141        100.000        40.9010                 NaN   41.6503        100.000        41.6503        100.000        100.000        41.6503        41.6503        26.9203        26.7048        40.9010        66.5165        41.7266        0.00000        5.33255                 NaN            NaN            NaN            NaN            NaN            NaN
  172.000        17101.0        402.740        100.000        40.9014                 NaN   41.6508        100.000        41.6508        100.000        100.000        41.6508        41.6508        26.9114        26.6960        40.9014        66.5188        41.7205        0.00000        5.34040                 NaN            NaN            NaN            NaN            NaN            NaN
  173.000        17201.0        403.342        100.000        40.9018                 NaN   41.6512        100.000        41.6512        100.000        100.000        41.6512        41.6512        26.9023        26.6871        40.9018        66.5212        41.7142        0.00000        5.34818                 NaN            NaN            NaN            NaN            NaN            NaN
  174.000        17301.0        403.945        100.000        40.9019                 NaN   41.6514        100.000        41.6514        100.000        100.000        41.6514        41.6514        26.8855        26.6707        40.9019        66.5236        41.7019        0.00000        5.36253                 NaN            NaN            NaN            NaN            NaN            NaN
  175.000        17401.0        404.552        100.000        40.9022                 NaN   41.6518        100.000        41.6518        100.000        100.000        41.6518        41.6518        26.8746        26.6600        40.9022        66.5259        41.6943        0.00000        5.37199                 NaN            NaN            NaN            NaN            NaN            NaN
  176.000        17501.0        405.162        100.000        40.9023                 NaN   41.6520        100.000        41.6520        100.000        100.000        41.6520        41.6520        26.8605        26.6462        40.9023        66.5283        41.6841        0.00000        5.38403                 NaN            NaN            NaN            NaN            NaN            NaN
  177.000        17601.0        405.776        100.000        40.9024                 NaN   41.6521        100.000        41.6521        100.000        100.000        41.6521        41.6521        26.8438        26.6298        40.9024        66.5307        41.6720        0.00000        5.39821                 NaN            NaN            NaN            NaN            NaN            NaN
  178.000        17701.0        406.394        100.000        40.9028                 NaN   41.6526        100.000        41.6526        100.000        100.000        41.6526        41.6526        26.8356        26.6218        40.9028        66.5331        41.6663        0.00000        5.40546                 NaN            NaN            NaN            NaN            NaN            NaN
  179.000        17801.0        407.017        100.000        40.9032                 NaN   41.6531        100.000        41.6531        100.000        100.000        41.6531        41.6531        26.8273        26.6137        40.9032        66.5354        41.6607        0.00000        5.41254                 NaN            NaN            NaN            NaN            NaN            NaN
  180.000        17901.0        407.645        100.000        40.9036                 NaN   41.6535        100.000        41.6535        100.000        100.000        41.6535        41.6535        26.8170        26.6036        40.9036        66.5377        41.6535        0.00000        5.42132                 NaN            NaN            NaN            NaN            NaN            NaN
  181.000        18001.0        408.279        100.000        40.9043                 NaN   41.6543        100.000        41.6543        100.000        100.000        41.6543        41.6543        26.8172        26.6038        40.9043        66.5399        41.6543        0.00000        5.42152                 NaN            NaN            NaN            NaN            NaN            NaN
  182.000        18101.0        408.919        100.000        40.9051                 NaN   41.6552        100.000        41.6552        100.000        100.000        41.6552        41.6552        26.8174        26.6040        40.9051        66.5422        41.6552        0.00000        5.42171                 NaN            NaN            NaN            NaN            NaN            NaN
  183.000        18201.0        409.566        100.000        40.9059                 NaN   41.6560        100.000        41.6560        100.000        100.000        41.6560        41.6560        26.8175        26.6042        40.9059        66.5444        41.6560        0.00000        5.42180                 NaN            NaN            NaN            NaN            NaN            NaN
  184.000        18301.0        410.220        100.000        40.9067                 NaN   41.6568        100.000        41.6568        100.000        100.000        41.6568        41.6568        26.8177        26.6044        40.9067        66.5466        41.6568        0.00000        5.42192                 NaN            NaN            NaN            NaN            NaN            NaN
  185.000        18401.0        410.882        100.000        40.9075                 NaN   41.6576        100.000        41.6576        100.000        100.000        41.6576        41.6576        26.8179        26.6046        40.9075        66.5489        41.6576        0.00000        5.42211                 NaN            NaN            NaN            NaN            NaN            NaN
  186.000        18501.0        411.553        100.000        40.9082                 NaN   41.6584        100.000        41.6584        100.000        100.000        41.6584        41.6584        26.8180        26.6048        40.9082        66.5511        41.6584        0.00000        5.42219                 NaN            NaN            NaN            NaN            NaN            NaN
  187.000        18601.0        412.233        100.000        40.9090                 NaN   41.6593        100.000        41.6593        100.000        100.000        41.6593        41.6593        26.8182        26.6050        40.9090        66.5533        41.6593        0.00000        5.42232                 NaN            NaN            NaN            NaN            NaN            NaN
  188.000        18701.0        412.923        100.000        40.9098                 NaN   41.6601        100.000        41.6601        100.000        100.000        41.6601        41.6601        26.8184        26.6052        40.9098        66.5555        41.6601        0.00000        5.42251                 NaN            NaN            NaN            NaN            NaN            NaN
  189.000        18801.0        413.623        100.000        40.9105                 NaN   41.6609        100.000        41.6609        100.000        100.000        41.6609        41.6609        26.8185        26.6054        40.9105        66.5577        41.6609        0.00000        5.42257                 NaN            NaN            NaN            NaN            NaN            NaN
  190.000        18901.0        414.335        100.000        40.9113                 NaN   41.6617        100.000        41.6617        100.000        100.000        41.6617        41.6617        26.8187        26.6056        40.9113        66.5600        41.6617        0.00000        5.42271                 NaN            NaN            NaN            NaN            NaN            NaN
  191.000        19001.0        415.058        100.000        40.9121                 NaN   41.6625        100.000        41.6625        100.000        100.000        41.6625        41.6625        26.8189        26.6058        40.9121        66.5622        41.6625        0.00000        5.42291                 NaN            NaN            NaN            NaN            NaN            NaN
  192.000        19101.0        415.795        100.000        40.9128                 NaN   41.6633        100.000        41.6633        100.000        100.000        41.6633        41.6633        26.8190        26.6060        40.9128        66.5644        41.6633        0.00000        5.42295                 NaN            NaN            NaN            NaN            NaN            NaN
  193.000        19201.0        416.544        99.8554        40.7285                 NaN   41.4796        99.8554        41.4796        99.8554        99.8554        41.4796        41.4796        26.6245        26.6245        40.7285        66.3991        41.4796        0.00000        5.42684        100.000                 NaN            NaN            NaN            NaN            NaN
  194.000        19301.0        417.308        99.8554        40.7293                 NaN   41.4804        99.8554        41.4804        99.8554        99.8554        41.4804        41.4804        26.6247        26.6247        40.7293        66.4013        41.4804        0.00000        5.42703        100.000                 NaN            NaN            NaN            NaN            NaN
  195.000        19401.0        418.087        99.8554        40.7300                 NaN   41.4812        99.8554        41.4812        99.8554        99.8554        41.4812        41.4812        26.6248        26.6248        40.7300        66.4035        41.4812        0.00000        5.42705        100.000                 NaN            NaN            NaN            NaN            NaN
  196.000        19501.0        418.882        99.8554        40.7308                 NaN   41.4820        99.8554        41.4820        99.8554        99.8554        41.4820        41.4820        26.6250        26.6250        40.7308        66.4057        41.4820        0.00000        5.42723        100.000                 NaN            NaN            NaN            NaN            NaN
  197.000        19601.0        419.694        99.8554        40.7316                 NaN   41.4829        99.8554        41.4829        99.8554        99.8554        41.4829        41.4829        26.6252        26.6252        40.7316        66.4079        41.4829        0.00000        5.42742        100.000                 NaN            NaN            NaN            NaN            NaN
  198.000        19701.0        420.523        99.8554        40.7323                 NaN   41.4836        99.8554        41.4836        99.8554        99.8554        41.4836        41.4836        26.6254        26.6254        40.7323        66.4101        41.4836        0.00000        5.42743        100.000                 NaN            NaN            NaN            NaN            NaN
  199.000        19801.0        421.371        99.8554        40.7331                 NaN   41.4845        99.8554        41.4845        99.8554        99.8554        41.4845        41.4845        26.6256        26.6256        40.7331        66.4123        41.4845        0.00000        5.42763        100.000                 NaN            NaN            NaN            NaN            NaN
  200.000        19901.0        422.238        99.8553        40.7338                 NaN   41.4853        99.8553        41.4853        99.8553        99.8553        41.4853        41.4853        26.6258        26.6258        40.7338        66.4145        41.4853        0.00000        5.42772        100.000                 NaN            NaN            NaN            NaN            NaN
  201.000        20001.0        423.126        99.8554        40.7297                 NaN   41.4812        99.8554        41.4812        99.8554        99.8554        41.4812        41.4812        26.6150        26.6150        40.7297        66.4167        41.4812        0.00000        5.42822        100.000       0.395222E-002            NaN            NaN            NaN            NaN
  202.000        20101.0        424.035        99.8556        40.7174                 NaN   41.4689        99.8556        41.4689        99.8556        99.8556        41.4689        41.4689        26.5860        26.5860        40.7174        66.4190        41.4689        0.00000        5.42943        100.000       0.144453E-001            NaN            NaN            NaN            NaN
  203.000        20201.0        424.967        99.8557        40.7116                 NaN   41.4632        99.8557        41.4632        99.8557        99.8557        41.4632        41.4632        26.5715        26.5715        40.7116        66.4213        41.4632        0.00000        5.42995        100.000       0.196785E-001            NaN            NaN            NaN            NaN
  204.000        20301.0        425.922        99.8559        40.6993                 NaN   41.4510        99.8559        41.4510        99.8559        99.8559        41.4510        41.4510        26.5426        26.5426        40.6993        66.4236        41.4510        0.00000        5.43117        100.000       0.301222E-001            NaN            NaN            NaN            NaN
  205.000        20401.0        426.901        99.8560        40.6935                 NaN   41.4453        99.8560        41.4453        99.8560        99.8560        41.4453        41.4453        26.5283        26.5283        40.6935        66.4258        41.4453        0.00000        5.43169        100.000       0.353298E-001            NaN            NaN            NaN            NaN
  206.000        20501.0        427.906        99.8561        40.6814                 NaN   41.4332        99.8561        41.4332        99.8561        99.8561        41.4332        41.4332        26.4996        26.4996        40.6814        66.4282        41.4332        0.00000        5.43290        100.000       0.457244E-001            NaN            NaN            NaN            NaN
  207.000        20601.0        428.938        99.8562        40.6756                 NaN   41.4276        99.8562        41.4276        99.8562        99.8562        41.4276        41.4276        26.4853        26.4853        40.6756        66.4304        41.4276        0.00000        5.43348        100.000       0.509049E-001            NaN            NaN            NaN            NaN
  208.000        20701.0        429.997        99.8563        40.6699                 NaN   41.4219        99.8563        41.4219        99.8563        99.8563        41.4219        41.4219        26.4711        26.4711        40.6699        66.4326        41.4219        0.00000        5.43415        100.000       0.560803E-001            NaN            NaN            NaN            NaN
  209.000        20801.0        431.086        99.8564        40.6642                 NaN   41.4163        99.8564        41.4163        99.8564        99.8564        41.4163        41.4163        26.4569        26.4569        40.6642        66.4349        41.4163        0.00000        5.43470        100.000       0.612454E-001            NaN            NaN            NaN            NaN
  210.000        20901.0        432.204        99.8566        40.6521                 NaN   41.4043        99.8566        41.4043        99.8566        99.8566        41.4043        41.4043        26.4284        26.4284        40.6521        66.4372        41.4043        0.00000        5.43596        100.000       0.715581E-001            NaN            NaN            NaN            NaN
  211.000        21001.0        433.354        99.8567        40.6464                 NaN   41.3987        99.8567        41.3987        99.8567        99.8567        41.3987        41.3987        26.4143        26.4143        40.6464        66.4394        41.3987        0.00000        5.43651        100.000       0.766926E-001            NaN            NaN            NaN            NaN
  212.000        21101.0        434.537        99.8568        40.6408                 NaN   41.3931        99.8568        41.3931        99.8568        99.8568        41.3931        41.3931        26.4002        26.4002        40.6408        66.4417        41.3931        0.00000        5.43723        100.000       0.818229E-001            NaN            NaN            NaN            NaN
  213.000        21201.0        435.753        99.8568        40.6351                 NaN   41.3875        99.8568        41.3875        99.8568        99.8568        41.3875        41.3875        26.3861        26.3861        40.6351        66.4439        41.3875        0.00000        5.43778        100.000       0.869464E-001            NaN            NaN            NaN            NaN
  214.000        21301.0        437.005        99.8570        40.6273                 NaN   41.3797        99.8570        41.3797        99.8570        99.8570        41.3797        41.3797        26.3673        26.3673        40.6273        66.4461        41.3797        0.00000        5.43860        100.000       0.937928E-001            NaN            NaN            NaN            NaN
  215.000        21401.0        438.293        99.8571        40.6188                 NaN   41.3713        99.8571        41.3713        99.8571        99.8571        41.3713        41.3713        26.3467        26.3467        40.6188        66.4484        41.3713        0.00000        5.43949        100.000       0.101255                 NaN            NaN            NaN            NaN
  216.000        21501.0        439.619        99.8572        40.6119                 NaN   41.3644        99.8572        41.3644        99.8572        99.8572        41.3644        41.3644        26.3299        26.3299        40.6119        66.4506        41.3644        0.00000        5.44014        100.000       0.107357                 NaN            NaN            NaN            NaN
  217.000        21601.0        440.984        99.8572        40.6105                 NaN   41.3631        99.8572        41.3631        99.8572        99.8572        41.3631        41.3631        26.3253        26.3253        40.6105        66.4528        41.3631        0.00000        5.44047        100.000       0.109067                 NaN            NaN            NaN            NaN
  218.000        21701.0        442.390        99.8573        40.6070                 NaN   41.3597        99.8573        41.3597        99.8573        99.8573        41.3597        41.3597        26.3162        26.3162        40.6070        66.4550        41.3597        0.00000        5.44091        100.000       0.112417                 NaN            NaN            NaN            NaN
  219.000        21801.0        443.839        99.8574        40.6014                 NaN   41.3541        99.8574        41.3541        99.8574        99.8574        41.3541        41.3541        26.3022        26.3022        40.6014        66.4572        41.3541        0.00000        5.44146        100.000       0.117485                 NaN            NaN            NaN            NaN
  220.000        21901.0        445.330        99.8575        40.5958                 NaN   41.3486        99.8575        41.3486        99.8575        99.8575        41.3486        41.3486        26.2884        26.2884        40.5958        66.4595        41.3486        0.00000        5.44209        100.000       0.122544                 NaN            NaN            NaN            NaN
  221.000        22001.0        446.867        99.8575        40.5902                 NaN   41.3431        99.8575        41.3431        99.8575        99.8575        41.3431        41.3431        26.2745        26.2745        40.5902        66.4617        41.3431        0.00000        5.44276        100.000       0.127589                 NaN            NaN            NaN            NaN
  222.000        22101.0        448.451        99.8576        40.5865                 NaN   41.3394        99.8576        41.3394        99.8576        99.8576        41.3394        41.3394        26.2648        26.2648        40.5865        66.4639        41.3394        0.00000        5.44316        100.000       0.131149                 NaN            NaN            NaN            NaN
  223.000        22201.0        450.083        99.8576        40.5854                 NaN   41.3384        99.8576        41.3384        99.8576        99.8576        41.3384        41.3384        26.2609        26.2609        40.5854        66.4660        41.3384        0.00000        5.44336        100.000       0.132606                 NaN            NaN            NaN            NaN
  224.000        22301.0        451.764        99.8577        40.5798                 NaN   41.3329        99.8577        41.3329        99.8577        99.8577        41.3329        41.3329        26.2471        26.2471        40.5798        66.4682        41.3329        0.00000        5.44410        100.000       0.137638                 NaN            NaN            NaN            NaN
  225.000        22401.0        453.498        99.8578        40.5743                 NaN   41.3274        99.8578        41.3274        99.8578        99.8578        41.3274        41.3274        26.2333        26.2333        40.5743        66.4704        41.3274        0.00000        5.44466        100.000       0.142651                 NaN            NaN            NaN            NaN
  226.000        22501.0        455.284        99.8578        40.5706                 NaN   41.3238        99.8578        41.3238        99.8578        99.8578        41.3238        41.3238        26.2238        26.2238        40.5706        66.4726        41.3238        0.00000        5.44507        100.000       0.146129                 NaN            NaN            NaN            NaN
  227.000        22601.0        457.125        99.8579        40.5694                 NaN   41.3226        99.8579        41.3226        99.8579        99.8579        41.3226        41.3226        26.2198        26.2198        40.5694        66.4748        41.3226        0.00000        5.44528        100.000       0.147622                 NaN            NaN            NaN            NaN
  228.000        22701.0        459.023        99.8580        40.5639                 NaN   41.3172        99.8580        41.3172        99.8580        99.8580        41.3172        41.3172        26.2060        26.2060        40.5639        66.4770        41.3172        0.00000        5.44596        100.000       0.152621                 NaN            NaN            NaN            NaN
  229.000        22801.0        460.979        99.8580        40.5634                 NaN   41.3167        99.8580        41.3167        99.8580        99.8580        41.3167        41.3167        26.2035        26.2035        40.5634        66.4791        41.3167        0.00000        5.44615        100.000       0.153597                 NaN            NaN            NaN            NaN
  230.000        22901.0        462.995        99.8580        40.5591                 NaN   41.3125        99.8580        41.3125        99.8580        99.8580        41.3125        41.3125        26.1926        26.1926        40.5591        66.4813        41.3125        0.00000        5.44665        100.000       0.157577                 NaN            NaN            NaN            NaN
  231.000        23001.0        465.074        99.8581        40.5553                 NaN   41.3088        99.8581        41.3088        99.8581        99.8581        41.3088        41.3088        26.1830        26.1830        40.5553        66.4835        41.3088        0.00000        5.44707        100.000       0.161094                 NaN            NaN            NaN            NaN
  232.000        23101.0        467.216        99.8581        40.5542                 NaN   41.3078        99.8581        41.3078        99.8581        99.8581        41.3078        41.3078        26.1792        26.1792        40.5542        66.4856        41.3078        0.00000        5.44728        100.000       0.162511                 NaN            NaN            NaN            NaN
  233.000        23201.0        469.424        99.8581        40.5561                 NaN   41.3097        99.8581        41.3097        99.8581        99.8581        41.3097        41.3097        26.1797        26.1797        40.5561        66.4877        41.3097        0.00000        5.44756        100.000       0.162885                 NaN            NaN            NaN            NaN
  234.000        23301.0        471.699        99.8583        40.5687                 NaN   41.3223        99.8583        41.3223        99.8583        99.8583        41.3223        41.3223        26.1827        26.1827        40.5687        66.4902        41.3223        0.00000        5.44976        100.000       0.166979                 NaN            NaN            NaN            NaN
  235.000        23401.0        474.044        99.8583        40.5694                 NaN   41.3231        99.8583        41.3231        99.8583        99.8583        41.3231        41.3231        26.1830        26.1830        40.5694        66.4923        41.3231        0.00000        5.44982        100.000       0.166937                 NaN            NaN            NaN            NaN
  236.000        23501.0        476.461        99.8585        40.5819                 NaN   41.3357        99.8585        41.3357        99.8585        99.8585        41.3357        41.3357        26.1860        26.1860        40.5819        66.4947        41.3357        0.00000        5.45191        100.000       0.171025                 NaN            NaN            NaN            NaN
  237.000        23601.0        478.952        99.8585        40.5826                 NaN   41.3365        99.8585        41.3365        99.8585        99.8585        41.3365        41.3365        26.1863        26.1863        40.5826        66.4968        41.3365        0.00000        5.45200        100.000       0.170982                 NaN            NaN            NaN            NaN
  238.000        23701.0        481.518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  239.000        23801.0        484.162        99.8591        40.6269                 NaN   41.3809        99.8591        41.3809        99.8591        99.8591        41.3809        41.3809        26.2088        26.2088        40.6269        66.5019        41.3809        0.00000        5.45778        100.000       0.178598                 NaN            NaN            NaN            NaN
  240.000        23901.0        486.886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  241.000        24001.0        489.693        99.8594        40.6593                 NaN   41.4135        99.8594        41.4135        99.8594        99.8594        41.4135        41.4135        26.2290        26.2290        40.6593        66.5066        41.4135        0.00000        5.46165        100.000       0.182090                 NaN            NaN            NaN            NaN
  242.000        24101.0        492.583        99.8596        40.6792                 NaN   41.4334        99.8596        41.4334        99.8596        99.8596        41.4334        41.4334        26.2462        26.2462        40.6792        66.5090        41.4334        0.00000        5.46349        100.000       0.181498                 NaN            NaN            NaN            NaN
  243.000        24201.0        495.561        99.8598        40.6928                 NaN   41.4470        99.8598        41.4470        99.8598        99.8598        41.4470        41.4470        26.2509        26.2509        40.6928        66.5114        41.4470        0.00000        5.46550        100.000       0.184991                 NaN            NaN            NaN            NaN
  244.000        24301.0        498.627        99.8602        40.7238                 NaN   41.4781        99.8602        41.4781        99.8602        99.8602        41.4781        41.4781        26.2690        26.2690        40.7238        66.5141        41.4781        0.00000        5.46941        100.000       0.189111                 NaN            NaN            NaN            NaN
  245.000        24401.0        501.785        99.8601        40.7244                 NaN   41.4789        99.8601        41.4789        99.8601        99.8601        41.4789        41.4789        26.2694        26.2694        40.7244        66.5162        41.4789        0.00000        5.46951        100.000       0.189054                 NaN            NaN            NaN            NaN
  246.000        24501.0        505.036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  247.000        24601.0        508.383        99.8610        40.8078                 NaN   41.5624        99.8610        41.5624        99.8610        99.8610        41.5624        41.5624        26.3258        26.3258        40.8078        66.5218        41.5624        0.00000        5.47861        100.000       0.195463                 NaN            NaN            NaN            NaN
  248.000        24701.0        511.829        99.8612        40.8325                 NaN   41.5872        99.8612        41.5872        99.8612        99.8612        41.5872        41.5872        26.3442        26.3442        40.8325        66.5243        41.5872        0.00000        5.48117        100.000       0.196419                 NaN            NaN            NaN            NaN
  249.000        24801.0        515.376        99.8617        40.8721                 NaN   41.6269        99.8617        41.6269        99.8617        99.8617        41.6269        41.6269        26.3655        26.3655        40.8721        66.5272        41.6269        0.00000        5.48614        100.000       0.202441                 NaN            NaN            NaN            NaN
  250.000        24901.0        519.027        99.8621        40.9044                 NaN   41.6593        99.8621        41.6593        99.8621        99.8621        41.6593        41.6593        26.3856        26.3856        40.9044        66.5299        41.6593        0.00000        5.49003        100.000       0.205928                 NaN            NaN            NaN            NaN
  251.000        25001.0        522.783        99.8626        40.9562                 NaN   41.7112        99.8626        41.7112        99.8626        99.8626        41.7112        41.7112        26.4224        26.4224        40.9562        66.5328        41.7112        0.00000        5.49533        100.000       0.208774                 NaN            NaN            NaN            NaN
  252.000        25101.0        526.648        99.8630        40.9886                 NaN   41.7437        99.8630        41.7437        99.8630        99.8630        41.7437        41.7437        26.4425        26.4425        40.9886        66.5355        41.7437        0.00000        5.49922        100.000       0.212259                 NaN            NaN            NaN            NaN
  253.000        25201.0        530.625        99.8630        40.9893                 NaN   41.7444        99.8630        41.7444        99.8630        99.8630        41.7444        41.7444        26.4429        26.4429        40.9893        66.5376        41.7444        0.00000        5.49921        100.000       0.212168                 NaN            NaN            NaN            NaN
  254.000        25301.0        534.715        99.8641        41.0856                 NaN   41.8410        99.8641        41.8410        99.8641        99.8641        41.8410        41.8410        26.5022        26.5022        41.0856        66.5416        41.8410        0.00000        5.51054        100.000       0.222719                 NaN            NaN            NaN            NaN
