|6.6.6
gloss1d1_7.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          27
node#          P(bar)         T(K)           Stlp           Omph(GHP)      Omph(GHP)      clin           ab             san            q              stlb           cc             pyr            gph            Mica(CF)       Pu             law            arag           COH-Fluid+     Do(HP)         M(HP)          M(HP)          diam           coe            Grt(JH)        Grt(JH)        ky            
  449.000        44801.0        958.763        53.1941        48.3125                 NaN   49.0291        53.1941        49.0291        53.1941        53.1941        49.0291        49.0291        30.4824        30.4824        48.3125        53.1941        49.0291        100.000        15.2639        12.8244                 NaN   83.1255        83.1143        12.0918                 NaN            NaN
  450.000        44901.0        959.406        53.1546        48.3168                 NaN   49.0336        53.1546        49.0336        53.1546        53.1546        49.0336        49.0336        30.5161        30.5161        48.3168        53.1546        49.0336        100.000        15.3210        12.9187                 NaN   83.0935        83.0823        12.1681                 NaN            NaN
  451.000        45001.0        960.044        53.1035        48.3333                 NaN   49.0501        53.1035        49.0501        53.1035        53.1035        49.0501        49.0501        30.5412        30.5412        48.3333        53.1035        49.0501        100.000        15.3820        13.0096                 NaN   83.0518        83.0408        12.2481                 NaN            NaN
  452.000        45101.0        960.680        53.0648        48.3339                 NaN   49.0509        53.0648        49.0509        53.0648        53.0648        49.0509        49.0509        30.5634        30.5634        48.3339        53.0648        49.0509        100.000        15.4360        13.0983                 NaN   83.0270        83.0160        12.3132                 NaN            NaN
  453.000        45201.0        961.311        53.0287        48.3415                 NaN   49.0585        53.0287        49.0585        53.0287        53.0287        49.0585        49.0585        30.5762        30.5762        48.3415        53.0287        49.0585        100.000        15.4726        13.1683                 NaN   82.9945        82.9836        12.3680                 NaN            NaN
  454.000        45301.0        961.940        52.9786        48.3489                 NaN   49.0660        52.9786        49.0660        52.9786        52.9786        49.0660        49.0660        30.6085        30.6085        48.3489        52.9786        49.0660        100.000        15.5396        13.2827                 NaN   82.9550        82.9441        12.4576                 NaN            NaN
  455.000        45401.0        962.565        52.9356        48.3598                 NaN   49.0770        52.9356        49.0770        52.9356        52.9356        49.0770        49.0770        30.6275        30.6275        48.3598        52.9356        49.0770        100.000        15.5920        13.3674                 NaN   82.9254        82.9146        12.5203                 NaN            NaN
  456.000        45501.0        963.186        52.8949        48.3640                 NaN   49.0814        52.8949        49.0814        52.8949        52.8949        49.0814        49.0814        30.6531        30.6531        48.3640        52.8949        49.0814        100.000        15.6424        13.4593                 NaN   82.8928        82.8820        12.5904                 NaN            NaN
  457.000        45601.0        963.805        52.8478        48.3744                 NaN   49.0918        52.8478        49.0918        52.8478        52.8478        49.0918        49.0918        30.6738        30.6738        48.3744        52.8478        49.0918        100.000        15.6975        13.5622                 NaN   82.8523        82.8416        12.6680                 NaN            NaN
  458.000        45701.0        964.420        52.8273        48.3633                 NaN   49.0808        52.8273        49.0808        52.8273        52.8273        49.0808        49.0808        30.6693        30.6693        48.3633        52.8273        49.0808        100.000        15.7140        13.6065                 NaN   82.8400        82.8293        12.6917                 NaN            NaN
  459.000        45801.0        965.032        52.7787        48.3683                 NaN   49.0859        52.7787        49.0859        52.7787        52.7787        49.0859        49.0859        30.6973        30.6973        48.3683        52.7787        49.0859        100.000        15.7771        13.7129                 NaN   82.8016        82.7910        12.7769                 NaN            NaN
  460.000        45901.0        965.641        52.7353        48.3738                 NaN   49.0915        52.7353        49.0915        52.7353        52.7353        49.0915        49.0915        30.7102        30.7102        48.3738        52.7353        49.0915        100.000        15.8254        13.8103                 NaN   82.7651        82.7546        12.8459                 NaN            NaN
  461.000        46001.0        966.248        52.6947        48.3808                 NaN   49.0986        52.6947        49.0986        52.6947        52.6947        49.0986        49.0986        30.7492        30.7492        48.3808        52.6947        49.0986        100.000        15.8882        13.9030                 NaN   82.7396        82.7291        12.9183                 NaN            NaN
  462.000        46101.0        966.851        52.6515        48.3870                 NaN   49.1049        52.6515        49.1049        52.6515        52.6515        49.1049        49.1049        30.7523        30.7523        48.3870        52.6515        49.1049        100.000        15.9263        13.9832                 NaN   82.7020        82.6916        12.9776                 NaN            NaN
  463.000        46201.0        967.452        52.6088        48.3968                 NaN   49.1148        52.6088        49.1148        52.6088        52.6088        49.1148        49.1148        30.7885        30.7885        48.3968        52.6088        49.1148        100.000        15.9892        14.0612                 NaN   82.6667        82.6564        13.0566                 NaN            NaN
  464.000        46301.0        968.049        52.5627        48.4084                 NaN   49.1265        52.5627        49.1265        52.5627        52.5627        49.1265        49.1265        30.8131        30.8131        48.4084        52.5627        49.1265        100.000        16.0487        14.1598                 NaN   82.6360        82.6258        13.1265                 NaN            NaN
  465.000        46401.0        968.644        52.5271        48.4065                 NaN   49.1246        52.5271        49.1246        52.5271        52.5271        49.1246        49.1246        30.8227        30.8227        48.4065        52.5271        49.1246        100.000        16.0817        14.2431                 NaN   82.6044        82.5942        13.1824                 NaN            NaN
  466.000        46501.0        969.237        52.4813        48.4178                 NaN   49.1360        52.4813        49.1360        52.4813        52.4813        49.1360        49.1360        30.8564        30.8564        48.4178        52.4813        49.1360        100.000        16.1503        14.3355                 NaN   82.5737        82.5636        13.2598                 NaN            NaN
  467.000        46601.0        969.827        52.4477        48.4127                 NaN   49.1310        52.4477        49.1310        52.4477        52.4477        49.1310        49.1310        30.8620        30.8620        48.4127        52.4477        49.1310        100.000        16.1806        14.4160                 NaN   82.5451        82.5351        13.3111                 NaN            NaN
  468.000        46701.0        970.414        52.3864        48.4332                 NaN   49.1516        52.3864        49.1516        52.3864        52.3864        49.1516        49.1516        30.9038        30.9038        48.4332        52.3864        49.1516        100.000        16.2620        14.5431                 NaN   82.4975        82.4876        13.4142                 NaN            NaN
  469.000        46801.0        970.998        52.3682        48.4188                 NaN   49.1373        52.3682        49.1373        52.3682        52.3682        49.1373        49.1373        30.9001        30.9001        48.4188        52.3682        49.1373        100.000        16.2776        14.5896                 NaN   82.4846        82.4747        13.4394                 NaN            NaN
  470.000        46901.0        971.581        52.3165        48.4243                 NaN   49.1429        52.3165        49.1429        52.3165        52.3165        49.1429        49.1429        30.9232        30.9232        48.4243        52.3165        49.1429        100.000        16.3379        14.6985                 NaN   82.4444        82.4344        13.5228                 NaN            NaN
  471.000        47001.0        972.161        52.2808        48.4259                 NaN   49.1445        52.2808        49.1445        52.2808        52.2808        49.1445        49.1445        30.9389        30.9389        48.4259        52.2808        49.1445        100.000        16.3801        14.7809                 NaN   82.4132        82.4034        13.5833                 NaN            NaN
  472.000        47101.0        972.738        52.2455        48.4205                 NaN   49.1392        52.2455        49.1392        52.2455        52.2455        49.1392        49.1392        30.9414        30.9414        48.4205        52.2455        49.1392        100.000        16.4153        14.8574                 NaN   82.3907        82.3808        13.6301                 NaN            NaN
  473.000        47201.0        973.313        52.1890        48.4424                 NaN   49.1611        52.1890        49.1611        52.1890        52.1890        49.1611        49.1611        30.9917        30.9917        48.4424        52.1890        49.1611        100.000        16.4933        14.9823                 NaN   82.3433        82.3336        13.7321                 NaN            NaN
  474.000        47301.0        973.886        52.1617        48.4288                 NaN   49.1477        52.1617        49.1477        52.1617        52.1617        49.1477        49.1477        30.9868        30.9868        48.4288        52.1617        49.1477        100.000        16.5207        15.0409                 NaN   82.3272        82.3174        13.7679                 NaN            NaN
  475.000        47401.0        974.457        52.1270        48.4222                 NaN   49.1411        52.1270        49.1411        52.1270        52.1270        49.1411        49.1411        30.9931        30.9931        48.4222        52.1270        49.1411        100.000        16.5541        15.1255                 NaN   82.2992        82.2894        13.8213                 NaN            NaN
  476.000        47501.0        975.026        52.0735        48.4353                 NaN   49.1544        52.0735        49.1544        52.0735        52.0735        49.1544        49.1544        31.0155        31.0155        48.4353        52.0735        49.1544        100.000        16.6139        15.2251                 NaN   82.2542        82.2445        13.9042                 NaN            NaN
  477.000        47601.0        975.593        52.0490        48.4234                 NaN   49.1425        52.0490        49.1425        52.0490        52.0490        49.1425        49.1425        31.0153        31.0153        48.4234        52.0490        49.1425        100.000        16.6371        15.2928                 NaN   82.2405        82.2308        13.9360                 NaN            NaN
  478.000        47701.0        976.157        51.9896        48.4404                 NaN   49.1596        51.9896        49.1596        51.9896        51.9896        49.1596        49.1596        31.0581        31.0581        48.4404        51.9896        49.1596        100.000        16.7183        15.4248                 NaN   82.1920        82.1824        14.0418                 NaN            NaN
  479.000        47801.0        976.720        51.8152        48.7158                 NaN   49.4349        51.8152        49.4349        51.8152        51.8152        49.4349        49.4349        31.3041        31.3041        48.7158        51.8152        49.4349        100.000        17.0259        15.6875                 NaN   82.0335        82.0239        14.3708                 NaN  0.163208     
  480.000        47901.0        977.280        51.5895        49.0741                 NaN   49.7933        51.5895        49.7933        51.5895        51.5895        49.7933        49.7933        31.6361        31.6361        49.0741        51.5895        49.7933        100.000        17.4306        16.0401                 NaN   81.8292        81.8197        14.8029                 NaN  0.359747     
  481.000        48001.0        977.839        51.3743        49.4137                 NaN   50.1328        51.3743        50.1328        51.3743        51.3743        50.1328        50.1328        31.9482        31.9482        49.4137        51.3743        50.1328        100.000        17.8140        16.3751                 NaN   81.6347        81.6252        15.2135                 NaN  0.554444     
  482.000        48101.0        978.395        51.1478        49.7596                 NaN   50.4788        51.1478        50.4788        51.1478        51.1478        50.4788        50.4788        32.2613        32.2613        49.7596        51.1478        50.4788        100.000        18.2102        16.7301                 NaN   81.4326        81.4231        15.6377                 NaN  0.745600     
  483.000        48201.0        978.950        50.9337        50.1051                 NaN   50.8242        50.9337        50.8242        50.9337        50.9337        50.8242        50.8242        32.5618        32.5618        50.1051        50.9337        50.8242        100.000        18.5839        17.0585                 NaN   81.2361        81.2266        16.0394                 NaN  0.950096     
  484.000        48301.0        979.503        50.8700        50.1508                 NaN   50.8700        50.8700        50.8700        50.8700        50.8700        50.8700        50.8700        32.6221        32.6221        50.1508        50.8700        50.8700        100.000        18.6879        17.1870                 NaN   81.1865        81.1771        16.1538                 NaN  0.984009     
  485.000        48401.0        980.054        50.8410        50.1218                 NaN   50.8410        50.8410        50.8410        50.8410        50.8410        50.8410        50.8410        32.5827        32.5827        50.1218        50.8410        50.8410        100.000        18.6971        17.2388                 NaN   81.1639        81.1544        16.1802                 NaN  0.989050     
  486.000        48501.0        980.604        50.8187        50.0993                 NaN   50.8187        50.8187        50.8187        50.8187        50.8187        50.8187        50.8187        32.5721        32.5721        50.0993        50.8187        50.8187        100.000        18.7225        17.2878                 NaN   81.1513        81.1418        16.2108                 NaN  0.997341     
  487.000        48601.0        981.151        50.7887        50.0692                 NaN   50.7887        50.7887        50.7887        50.7887        50.7887        50.7887        50.7887        32.5548        32.5548        50.0692        50.7887        50.7887        100.000        18.7456        17.3549                 NaN   81.1286        81.1190        16.2517                 NaN  0.997091     
  488.000        48701.0        981.697        50.7622        50.0427                 NaN   50.7622        50.7622        50.7622        50.7622        50.7622        50.7622        50.7622        32.5297        32.5297        50.0427        50.7622        50.7622        100.000        18.7666        17.4252                 NaN   81.1142        81.1046        16.2810                 NaN   1.00508     
  489.000        48801.0        982.241        50.7288        50.0093                 NaN   50.7288        50.7288        50.7288        50.7288        50.7288        50.7288        50.7288        32.4985        32.4985        50.0093        50.7288        50.7288        100.000        18.7780        17.4779                 NaN   81.0818        81.0722        16.3101                 NaN   1.01064     
  490.000        48901.0        982.784        50.7106        49.9910                 NaN   50.7106        50.7106        50.7106        50.7106        50.7106        50.7106        50.7106        32.4898        32.4898        49.9910        50.7106        50.7106        100.000        18.8035        17.5300                 NaN   81.0791        81.0693        16.3400                 NaN   1.01527     
  491.000        49001.0        983.325        50.6808        49.9611                 NaN   50.6808        50.6808        50.6808        50.6808        50.6808        50.6808        50.6808        32.4497        32.4497        49.9611        50.6808        50.6808        100.000        18.8147        17.6023                 NaN   81.0542        81.0445        16.3715                 NaN   1.02473     
  492.000        49101.0        983.865        50.6564        49.9366                 NaN   50.6564        50.6564        50.6564        50.6564        50.6564        50.6564        50.6564        32.4306        32.4306        49.9366        50.6564        50.6564        100.000        18.8344        17.6487                 NaN   81.0404        81.0306        16.3972                 NaN   1.03226     
  493.000        49201.0        984.403        50.6306        49.9108                 NaN   50.6306        50.6306        50.6306        50.6306        50.6306        50.6306        50.6306        32.4068        32.4068        49.9108        50.6306        50.6306        100.000        18.8511        17.7073                 NaN   81.0183        81.0084        16.4309                 NaN   1.04132     
  494.000        49301.0        984.939        50.6055        49.8856                 NaN   50.6055        50.6055        50.6055        50.6055        50.6055        50.6055        50.6055        32.3932        32.3932        49.8856        50.6055        50.6055        100.000        18.8753        17.7642                 NaN   81.0055        80.9956        16.4609                 NaN   1.04603     
  495.000        49401.0        985.474        50.5761        49.8562                 NaN   50.5761        50.5761        50.5761        50.5761        50.5761        50.5761        50.5761        32.3542        32.3542        49.8562        50.5761        50.5761        100.000        18.8875        17.8294                 NaN   80.9813        80.9715        16.4907                 NaN   1.04927     
  496.000        49501.0        986.008        50.5503        49.8304                 NaN   50.5503        50.5503        50.5503        50.5503        50.5503        50.5503        50.5503        32.3400        32.3400        49.8304        50.5503        50.5503        100.000        18.9122        17.8857                 NaN   80.9680        80.9580        16.5214                 NaN   1.05413     
  497.000        49601.0        986.540        50.5187        49.7987                 NaN   50.5187        50.5187        50.5187        50.5187        50.5187        50.5187        50.5187        32.3208        32.3208        49.7987        50.5187        50.5187        100.000        18.9364        17.9556                 NaN   80.9442        80.9342        16.5638                 NaN   1.05457     
  498.000        49701.0        987.070        50.4908        49.7707                 NaN   50.4908        50.4908        50.4908        50.4908        50.4908        50.4908        50.4908        32.2986        32.2986        49.7707        50.4908        50.4908        100.000        18.9617        18.0270                 NaN   80.9300        80.9200        16.5964                 NaN   1.06124     
  499.000        49801.0        987.599        50.4673        49.7472                 NaN   50.4673        50.4673        50.4673        50.4673        50.4673        50.4673        50.4673        32.2702        32.2702        49.7472        50.4673        50.4673        100.000        18.9741        18.0630                 NaN   80.9146        80.9044        16.6162                 NaN   1.07322     
  500.000        49901.0        988.127        50.4384        49.7182                 NaN   50.4384        50.4384        50.4384        50.4384        50.4384        50.4384        50.4384        32.2495        32.2495        49.7182        50.4384        50.4384        100.000        18.9974        18.1285                 NaN   80.8918        80.8816        16.6558                 NaN   1.08048     
  501.000        50001.0        988.654        50.4101        49.5046                 NaN   50.2248        50.4101        50.2248        50.4101        50.4101        50.2248        50.2248        32.0324        32.0324        49.5046        50.4101        50.4101        100.000        18.8174        18.3332                 NaN   80.8772        80.8670        16.6776                 NaN   1.09170     
  502.000        50101.0        989.179        50.3734        49.2367                 NaN   49.9571        50.3734        49.9571        50.3734        50.3734        49.9571        49.9571        31.7527        31.7527        49.2367        50.3734        50.3734        100.000        18.5899        18.5899                 NaN   80.8520        80.8417        16.7111                 NaN   1.10286     
  503.000        50201.0        989.703        50.3528        49.2214                 NaN   49.9418        50.3528        49.9418        50.3528        50.3528        49.9418        49.9418        31.7329        31.7329        49.2214        50.3528        50.3528        100.000        18.6108        18.6108                 NaN   80.8419        80.8315        16.7270                 NaN   1.11681     
  504.000        50301.0        990.225        50.3312        49.2094                 NaN   49.9298        50.3312        49.9298        50.3312        50.3312        49.9298        49.9298        31.7327        31.7327        49.2094        50.3312        50.3312        100.000        18.6493        18.6493                 NaN   80.8328        80.8223        16.7563                 NaN   1.12709     
  505.000        50401.0        990.747        50.3038        49.1992                 NaN   49.9197        50.3038        49.9197        50.3038        50.3038        49.9197        49.9197        31.7192        31.7192        49.1992        50.3038        50.3038        100.000        18.6826        18.6826                 NaN   80.8114        80.8008        16.7857                 NaN   1.13625     
  506.000        50501.0        991.267        50.2789        49.1827                 NaN   49.9032        50.2789        49.9032        50.2789        50.2789        49.9032        49.9032        31.7158        31.7158        49.1827        50.2789        50.2789        100.000        18.7230        18.7230                 NaN   80.7990        80.7885        16.8185                 NaN   1.14051     
  507.000        50601.0        991.785        50.2554        49.1660                 NaN   49.8865        50.2554        49.8865        50.2554        50.2554        49.8865        49.8865        31.6893        31.6893        49.1660        50.2554        50.2554        100.000        18.7474        18.7474                 NaN   80.7872        80.7766        16.8370                 NaN   1.15628     
  508.000        50701.0        992.303        50.2241        49.1531                 NaN   49.8736        50.2241        49.8736        50.2241        50.2241        49.8736        49.8736        31.6897        31.6897        49.1531        50.2241        50.2241        100.000        18.7949        18.7949                 NaN   80.7657        80.7550        16.8797                 NaN   1.15834     
  509.000        50801.0        992.819        50.1999        49.1380                 NaN   49.8585        50.1999        49.8585        50.1999        50.1999        49.8585        49.8585        31.6868        31.6868        49.1380        50.1999        50.1999        100.000        18.8350        18.8350                 NaN   80.7543        80.7435        16.9120                 NaN   1.16888     
  510.000        50901.0        993.335        50.1782        49.1220                 NaN   49.8425        50.1782        49.8425        50.1782        50.1782        49.8425        49.8425        31.6663        31.6663        49.1220        50.1782        50.1782        100.000        18.8570        18.8570                 NaN   80.7436        80.7328        16.9290                 NaN   1.18321     
  511.000        51001.0        993.848        50.1516        49.0998                 NaN   49.8203        50.1516        49.8203        50.1516        50.1516        49.8203        49.8203        31.6407        31.6407        49.0998        50.1516        50.1516        100.000        18.8803        18.8803                 NaN   80.7215        80.7105        16.9596                 NaN   1.19700     
  512.000        51101.0        994.361        50.1237        49.0835                 NaN   49.8040        50.1237        49.8040        50.1237        50.1237        49.8040        49.8040        31.6312        31.6312        49.0835        50.1237        50.1237        100.000        18.9227        18.9227                 NaN   80.7092        80.6982        16.9921                 NaN   1.20535     
  513.000        51201.0        994.873        50.1013        49.0698                 NaN   49.7903        50.1013        49.7903        50.1013        50.1013        49.7903        49.7903        31.6130        31.6130        49.0698        50.1013        50.1013        100.000        18.9481        18.9481                 NaN   80.6981        80.6869        17.0101                 NaN   1.21986     
  514.000        51301.0        995.384        50.0788        49.0551                 NaN   49.7756        50.0788        49.7756        50.0788        50.0788        49.7756        49.7756        31.6040        31.6040        49.0551        50.0788        50.0788        100.000        18.9819        18.9819                 NaN   80.6874        80.6761        17.0367                 NaN   1.23345     
  515.000        51401.0        995.893        50.0485        49.0436                 NaN   49.7640        50.0485        49.7640        50.0485        50.0485        49.7640        49.7640        31.5950        31.5950        49.0436        50.0485        50.0485        100.000        19.0224        19.0224                 NaN   80.6651        80.6538        17.0726                 NaN   1.24072     
  516.000        51501.0        996.401        50.0271        49.0260                 NaN   49.7464        50.0271        49.7464        50.0271        50.0271        49.7464        49.7464        31.5730        31.5730        49.0260        50.0271        50.0271        100.000        19.0452        19.0452                 NaN   80.6534        80.6420        17.0922                 NaN   1.25918     
  517.000        51601.0        996.908        49.9929        49.0132                 NaN   49.7335        49.9929        49.7335        49.9929        49.9929        49.7335        49.7335        31.5557        31.5557        49.0132        49.9929        49.9929        100.000        19.0873        19.0873                 NaN   80.6295        80.6179        17.1279                 NaN   1.26521     
  518.000        51701.0        997.414        49.9660        48.9924                 NaN   49.7127        49.9660        49.7127        49.9660        49.9660        49.7127        49.7127        31.5537        31.5537        48.9924        49.9660        49.9660        100.000        19.1307        19.1307                 NaN   80.6175        80.6058        17.1660                 NaN   1.27321     
  519.000        51801.0        997.919        49.9422        48.9750                 NaN   49.6953        49.9422        49.6953        49.9422        49.9422        49.6953        49.6953        31.5375        31.5375        48.9750        49.9422        49.9422        100.000        19.1588        19.1588                 NaN   80.6065        80.5947        17.1884                 NaN   1.28528     
  520.000        51901.0        998.423        49.9211        48.9599                 NaN   49.6802        49.9211        49.6802        49.9211        49.9211        49.6802        49.6802        31.5178        31.5178        48.9599        49.9211        49.9211        100.000        19.1833        19.1833                 NaN   80.5955        80.5836        17.2074                 NaN   1.30388     
  521.000        52001.0        998.926        49.8885        48.9489                 NaN   49.6691        49.8885        49.6691        49.8885        49.8885        49.6691        49.6691        31.5203        31.5203        48.9489        49.8885        49.8885        100.000        19.2382        19.2382                 NaN   80.5719        80.5601        17.2542                 NaN   1.30402     
  522.000        52101.0        999.428        49.8655        48.9317                 NaN   49.6519        49.8655        49.6519        49.8655        49.8655        49.6519        49.6519        31.4985        31.4985        48.9317        49.8655        49.8655        100.000        19.2616        19.2616                 NaN   80.5607        80.5487        17.2723                 NaN   1.31898     
  523.000        52201.0        999.929        49.8375        48.9148                 NaN   49.6349        49.8375        49.6349        49.8375        49.8375        49.6349        49.6349        31.4800        31.4800        48.9148        49.8375        49.8375        100.000        19.2985        19.2985                 NaN   80.5472        80.5351        17.3002                 NaN   1.33182     
  524.000        52301.0        1000.43        49.8113        48.8957                 NaN   49.6157        49.8113        49.6157        49.8113        49.8113        49.6157        49.6157        31.4649        31.4649        48.8957        49.8113        49.8113        100.000        19.3306        19.3306                 NaN   80.5349        80.5227        17.3266                 NaN   1.34303     
  525.000        52401.0        1000.93        49.7820        48.8749                 NaN   49.5948        49.7820        49.5948        49.7820        49.7820        49.5948        49.5948        31.4407        31.4407        48.8749        49.7820        49.7820        100.000        19.3587        19.3587                 NaN   80.5106        80.4982        17.3588                 NaN   1.35734     
  526.000        52501.0        1001.42        49.7549        48.8592                 NaN   49.5790        49.7549        49.5790        49.7549        49.7549        49.5790        49.5790        31.4366        31.4366        48.8592        49.7549        49.7549        100.000        19.4005        19.4005                 NaN   80.4992        80.4867        17.3907                 NaN   1.36491     
  527.000        52601.0        1001.92        49.7320        48.8421                 NaN   49.5618        49.7320        49.5618        49.7320        49.7320        49.5618        49.5618        31.4149        31.4149        48.8421        49.7320        49.7320        100.000        19.4264        19.4264                 NaN   80.4869        80.4743        17.4119                 NaN   1.38377     
  528.000        52701.0        1002.42        49.6994        48.8279                 NaN   49.5475        49.6994        49.5475        49.6994        49.6994        49.5475        49.5475        31.3973        31.3973        48.8279        49.6994        49.6994        100.000        19.4649        19.4649                 NaN   80.4622        80.4494        17.4472                 NaN   1.39474     
  529.000        52801.0        1002.91        49.6723        48.8128                 NaN   49.5322        49.6723        49.5322        49.6723        49.6723        49.5322        49.5322        31.3940        31.3940        48.8128        49.6723        49.6723        100.000        19.5099        19.5099                 NaN   80.4495        80.4365        17.4824                 NaN   1.40613     
  530.000        52901.0        1003.40        49.6364        48.7923                 NaN   49.5116        49.6364        49.5116        49.6364        49.6364        49.5116        49.5116        31.3782        31.3782        48.7923        49.6364        49.6364        100.000        19.5560        19.5560                 NaN   80.4249        80.4118        17.5272                 NaN   1.41235     
  531.000        53001.0        1003.90        49.6116        48.7743                 NaN   49.4935        49.6116        49.4935        49.6116        49.6116        49.4935        49.4935        31.3587        31.3587        48.7743        49.6116        49.6116        100.000        19.5838        19.5838                 NaN   80.4131        80.3999        17.5491                 NaN   1.42624     
  532.000        53101.0        1004.39        49.5877        48.7565                 NaN   49.4756        49.5877        49.4756        49.5877        49.5877        49.4756        49.4756        31.3363        31.3363        48.7565        49.5877        49.5877        100.000        19.6107        19.6107                 NaN   80.4004        80.3870        17.5712                 NaN   1.44536     
  533.000        53201.0        1004.88        49.5584        48.7418                 NaN   49.4608        49.5584        49.4608        49.5584        49.5584        49.4608        49.4608        31.3333        31.3333        48.7418        49.5584        49.5584        100.000        19.6574        19.6574                 NaN   80.3874        80.3739        17.6059                 NaN   1.45339     
  534.000        53301.0        1005.37        49.5327        48.7233                 NaN   49.4421        49.5327        49.4421        49.5327        49.5327        49.4421        49.4421        31.3102        31.3102        48.7233        49.5327        49.5327        100.000        19.6843        19.6843                 NaN   80.3745        80.3608        17.6272                 NaN   1.46904     
  535.000        53401.0        1005.86        49.5010        48.7079                 NaN   49.4265        49.5010        49.4265        49.5010        49.5010        49.4265        49.4265        31.2928        31.2928        48.7079        49.5010        49.5010        100.000        19.7236        19.7236                 NaN   80.3499        80.3360        17.6651                 NaN   1.48296     
  536.000        53501.0        1006.34        49.4702        48.6892                 NaN   49.4076        49.4702        49.4076        49.4702        49.4702        49.4076        49.4076        31.2798        31.2798        48.6892        49.4702        49.4702        100.000        19.7684        19.7684                 NaN   80.3358        80.3219        17.6987                 NaN   1.48684     
  537.000        53601.0        1006.83        49.4448        48.6707                 NaN   49.3890        49.4448        49.3890        49.4448        49.4448        49.3890        49.3890        31.2566        31.2566        48.6707        49.4448        49.4448        100.000        19.7948        19.7948                 NaN   80.3233        80.3092        17.7195                 NaN   1.50256     
  538.000        53701.0        1007.32        49.4115        48.6601                 NaN   49.3782        49.4115        49.3782        49.4115        49.4115        49.3782        49.3782        31.2531        31.2531        48.6601        49.4115        49.4115        100.000        19.8470        19.8470                 NaN   80.2992        80.2849        17.7645                 NaN   1.51212     
  539.000        53801.0        1007.80        49.3838        48.6401                 NaN   49.3580        49.3838        49.3580        49.3838        49.3838        49.3580        49.3580        31.2336        31.2336        48.6401        49.3838        49.3838        100.000        19.8791        19.8791                 NaN   80.2858        80.2713        17.7907                 NaN   1.52566     
  540.000        53901.0        1008.28        49.3519        48.6225                 NaN   49.3401        49.3519        49.3401        49.3519        49.3519        49.3401        49.3401        31.2121        31.2121        48.6225        49.3519        49.3519        100.000        19.9153        19.9153                 NaN   80.2609        80.2462        17.8273                 NaN   1.54056     
  541.000        54001.0        1008.77        49.3287        48.5997                 NaN   49.3171        49.3287        49.3171        49.3287        49.3287        49.3171        49.3171        31.2001        31.2001        48.5997        49.3287        49.3287        100.000        19.9482        19.9482                 NaN   80.2591        80.2443        17.8486                 NaN   1.55340     
  542.000        54101.0        1009.25        49.2925        48.5748                 NaN   49.2920        49.2925        49.2920        49.2925        49.2925        49.2920        49.2920        31.1880        31.1880        48.5748        49.2925        49.2925        100.000        19.9952        19.9952                 NaN   80.2336        80.2185        17.8986                 NaN   1.56090     
  543.000        54201.0        1009.73        49.2694        48.5524                 NaN   49.2694        49.2694        49.2694        49.2694        49.2694        49.2694        49.2694        31.1609        31.1609        48.5524        49.2694        49.2694        100.000        20.0175        20.0175                 NaN   80.2269        80.2116        17.9145                 NaN   1.57934     
  544.000        54301.0        1010.21        49.2394        48.5226                 NaN   49.2394        49.2394        49.2394        49.2394        49.2394        49.2394        49.2394        31.1229        31.1229        48.5226        49.2394        49.2394        100.000        20.0424        20.0424                 NaN   80.2106        80.1951        17.9423                 NaN   1.59576     
  545.000        54401.0        1010.68        49.2163        48.4997                 NaN   49.2163        49.2163        49.2163        49.2163        49.2163        49.2163        49.2163        31.0967        31.0967        48.4997        49.2163        49.2163        100.000        20.0697        20.0697                 NaN   80.2030        80.1873        17.9647                 NaN   1.61714     
  546.000        54501.0        1011.16        49.1908        48.4744                 NaN   49.1908        49.1908        49.1908        49.1908        49.1908        49.1908        49.1908        31.0739        31.0739        48.4744        49.1908        49.1908        100.000        20.1023        20.1023                 NaN   80.1938        80.1779        17.9938                 NaN   1.63552     
  547.000        54601.0        1011.64        49.1594        48.4432                 NaN   49.1594        49.1594        49.1594        49.1594        49.1594        49.1594        49.1594        31.0435        31.0435        48.4432        49.1594        49.1594        100.000        20.1334        20.1334                 NaN   80.1744        80.1583        18.0314                 NaN   1.65133     
  548.000        54701.0        1012.11        49.1309        48.4150                 NaN   49.1309        49.1309        49.1309        49.1309        49.1309        49.1309        49.1309        31.0157        31.0157        48.4150        49.1309        49.1309        100.000        20.1600        20.1600                 NaN   80.1612        80.1449        18.0579                 NaN   1.66567     
  549.000        54801.0        1012.59        49.1046        48.3890                 NaN   49.1046        49.1046        49.1046        49.1046        49.1046        49.1046        49.1046        30.9846        30.9846        48.3890        49.1046        49.1046        100.000        20.1835        20.1835                 NaN   80.1477        80.1312        18.0816                 NaN   1.68580     
  550.000        54901.0        1013.06        49.0813        48.3660                 NaN   49.0813        49.0813        49.0813        49.0813        49.0813        49.0813        49.0813        30.9584        30.9584        48.3660        49.0813        49.0813        100.000        20.2064        20.2064                 NaN   80.1421        80.1253        18.0969                 NaN   1.70408     
  551.000        55001.0        1013.53        49.0523        48.3372                 NaN   49.0523        49.0523        49.0523        49.0523        49.0523        49.0523        49.0523        30.9268        30.9268        48.3372        49.0523        49.0523        100.000        20.2348        20.2348                 NaN   80.1254        80.1083        18.1294                 NaN   1.72236     
